,title_advert,location1,location2,property_type,property_size,bedrooms,bathrooms,cost,amenities,description,listed,completion,descriptions
0,"['Jumeirah Village Circle Villa 4 BR+Maid, Available Now']","['Diamond Views 3\n                              3.3\n/51 ReviewsDubai, Jumeirah Village Circle, Diamond Views']",,['Villa'],"['3,570 sqft\n                      /            332 sqm']",['4 + Maid'],['5'],"['1,600,000  AED']","[""Partly furnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nConcierge\nKitchen Appliances\nMaids Room\nPets Allowed\nPrivate Garden""]",,['Listed:3 months ago'],['Ready'],"['DescriptionTabani Real Estate pleased to offer you this amazing villa in Jumeirah village circle JVC\xa0Spacious Villa\xa0villa 4+1BHK, G+1.* Suitable for family or Investor ***KEY FEATURES:\x95 3600 sq.ft spacious G+1 villa\x95 Large gated garden area\x95 4 Bedrooms + maids room\x95 Parquet flooring on entire upper floor\x95 5 Bathrooms\x95 Closed kitchen with separate entry/exit\x95 Kitchen with fitted cupboards\x95 Balcony with Community & garden view\x95 Built in wardrobes in all rooms\x95 BBQ pits in garden area\x95 Kids play area in Diamond Views community centre\x95 3 car parking spacesFACILITIES AND AMENITIES :\x95 Access to Diamond Views 3 recreational center with pool and gym\x95 Pharmacy\x95 Supermarket and Coffee shops\x95 Walking, Jogging and Cycling Trails\x95 Neighborhood Parks and RTA Bus stops\x95 International Community Schools\x95 Car Parking\x95 Retail Stores\x95 24 hours securityACCESS: Easy access to Al Khail road and Sheikh Mohammed Bin Zayed road (E311)10 min Drive to Mall of Emirates and Dubai Marina 15 min Drive to Dubai Mall and Down TownCall Hanan Mohamed Yazza on +971529693247 / +971522801375 or visit www.tabanirealestate.ae for further details']"
1,['0% Interest on 5 Years Payment Plan!8% ROI guarantee'],"['Q Gardens Boutique ResidencesDubai, Arjan']",,['Apartment'],['760 sqft\n                      /            71 sqm'],['1'],['2'],"['743,280  AED']","[""Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nChildren's Play Area\nChildren's Pool\nConcierge\nCovered Parking\nKitchen Appliances\nLobby in Building\nSecurity\nShared Gym\nShared Pool\nView of Landmark\nWalk-in Closet""]",,['Listed:2 months ago'],[],"['Description0% Interest on 5 Years Payment Plan! 8% ROI guarantee! 2 % DLD Waiver/5 Years Free property managment/ Holiday Home Management available!!!\nLuxurious Living, Great Amenities! Fully branded finishings!!!\nLUXURY AT THE MOST AFFORDABLE PRICES!!!\nHandover June 2020!!!\nFULLY BRANDED :\n- SCAVOLINI kitchens\n- PORTOBELLO PORTE doors\n- VILLEROY&BOCH sanitary\n- SMEG electronics\n- German EEGER wardrobes and vanity counters\n- Spanish Tiles\n- Salt treated swimming pool\n- Roof top garden\n- Private terraces on G floor units\nFacilities:\n-Adults/children pools\n-Latest TechnoGym fitness\n-Basketball courts\n-Yoga room\n-Cinema room\n-Billiard room\n-Table tennis room\n-Kids playing room\n-Pond with Koi fishes and cabanas in the community\n-24 hour concierge\n-Roof top garden\nDiscounts for bulk buyers.\n2 times in the week for residents free: swimming class, yoga class ,cinema and BBQ events.\nVideo: https://youtu.be/mBR6FKBqdIQ\nFor more details please contact: +971559918278  (calls/whatsapp/viber/wechat).']"
2,['0% Interest on 5 Years Payment Plan!8% ROI guarantee'],"['Q Gardens Boutique ResidencesDubai, Arjan']",,['Apartment'],['890 sqft\n                      /            83 sqm'],['1'],['2'],"['870,420  AED']","[""Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nChildren's Play Area\nChildren's Pool\nConcierge\nCovered Parking\nKitchen Appliances\nLobby in Building\nSecurity\nShared Gym\nView of Landmark\nWalk-in Closet""]",,['Listed:2 months ago'],[],"['Description0% Interest on 5 Years Payment Plan! 8% ROI guarantee! 2 % DLD Waiver /5 Years Free property managment/ Holiday Home Management available!!!\nLuxurious Living, Great Amenities! Fully branded finishings!!!\nLUXURY AT THE MOST AFFORDABLE PRICES!!!\nHandover June 2020!!!\nFULLY BRANDED :\n- SCAVOLINI kitchens\n- PORTOBELLO PORTE doors\n- VILLEROY&BOCH sanitary\n- SMEG electronics\n- German EEGER wardrobes and vanity counters\n- Spanish Tiles\n- Salt treated swimming pool\n- Roof top garden\n- Private terraces on G floor units\nFacilities:\n-Adults/children pools\n-Latest TechnoGym fitness\n-Basketball courts\n-Yoga room\n-Cinema room\n-Billiard room\n-Table tennis room\n-Kids playing room\n-Pond with Koi fishes and cabanas in the community\n-24 hour concierge\n-Roof top garden\nDiscounts for bulk buyers.\n2 times in the week for residents free: swimming class, yoga class ,cinema and BBQ events.\nVideo: https://youtu.be/mBR6FKBqdIQ\nFor more details please contact: +971559918278 (calls/whatsapp/viber/wechat).']"
3,['0% Interest on 5 Years Payment Plan!8% ROI guarantee'],"['Q Gardens Boutique ResidencesDubai, Arjan']",,['Apartment'],['691 sqft\n                      /            64 sqm'],['studio'],['1'],"['675,798  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCovered Parking\nKitchen Appliances\nSecurity\nShared Gym\nShared Pool\nView of Landmark'],,['Listed:6 months ago'],[],"['Description0% Interest on 5 Years Payment Plan! 8% ROI guarantee!2 % DLD Waiver/5 Years Free property managment/ Holiday Home Management available!!!\nLuxurious Living, Great Amenities! Fully branded finishings!!!\nLUXURY AT THE MOST AFFORDABLE PRICES!!!\nHandover June 2020!!!\nFULLY BRANDED :\n- SCAVOLINI kitchens\n- PORTOBELLO PORTE doors\n- VILLEROY&BOCH sanitary\n- SMEG electronics\n- German EEGER wardrobes and vanity counters\n- Spanish Tiles\n- Salt treated swimming pool\n- Roof top garden\n- Private terraces on G floor units\nFacilities:\n-Adults/children pools\n-Latest TechnoGym fitness\n-Basketball courts\n-Yoga room\n-Cinema room\n-Billiard room\n-Table tennis room\n-Kids playing room\n-Pond with Koi fishes and cabanas in the community\n-24 hour concierge\n-Roof top garden\nDiscounts for bulk buyers.\n2 times in the week for residents free: swimming class, yoga class ,cinema and BBQ events.\nVideo: https://youtu.be/mBR6FKBqdIQ\nFor more details please contact: +971559918278 (calls/whatsapp/viber/wechat).']"
4,['0% Interest on 5 Years Payment Plan!8% ROI guarantee'],"['Q Gardens Boutique ResidencesDubai, Arjan']",,['Apartment'],['896 sqft\n                      /            83 sqm'],['1'],['2'],"['882,560  AED']","[""Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nChildren's Play Area\nChildren's Pool\nConcierge\nCovered Parking\nKitchen Appliances\nLobby in Building\nSecurity\nShared Gym\nShared Pool\nShared Spa\nStudy\nVastu-compliant\nView of Landmark\nView of Water\nWalk-in Closet""]",,['Listed:26 days ago'],[],"['Description0% Interest on 5 Years Payment Plan! 8% ROI guarantee!2 % DLD Waiver/5 Years Free property managment/ Holiday Home Management available!\nLuxurious Living, Great Amenities!!! Fully branded finishings!\nLUXURY AT THE MOST AFFORDABLE PRICES!\nHandover june 2020!\n8% ROI guarantee! \nFULLY BRANDED:\nSCAVOLINI kitchens\nVILLEROY&BOCH sanitary\nSMEG electronics\nGerman EEGER wardrobes and vanity counters\nGrohe\nSpanish Tiles\nSalt treated swimming pool\nMobile Air Conditioning controlling system\nRoof top garden\nPrivate terraces on G floor units\nFacilities:\nAdults/children pools\nLatest TechnoGym fitness\nBasketball courts\nYoga room\nCinema room\nBilliard room\nTable tennis room\nKids playing room\nPond with Koi fishes and cabanas in the community\n24-hour concierge\nRoof top garden\nDiscounts for bulk buyers\n2 times in the week for residents free: swimming class, yoga class , cinema and BBQ events.\nVideo: https://youtu.be/mBR6FKBqdIQ\nFor more information call +971561042391 (calls/whatsapp/viber/wechat)']"
5,['0% Interest on 5 Years Payment Plan!8% ROI guarantee'],"['Q Gardens Boutique ResidencesDubai, Arjan']",,['Apartment'],['691 sqft\n                      /            64 sqm'],['studio'],['1'],"['680,635  AED']","[""Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nChildren's Pool\nConcierge\nCovered Parking\nKitchen Appliances\nLobby in Building\nPrivate Garden\nSecurity\nShared Gym\nShared Pool\nVastu-compliant\nView of Landmark\nView of Water\nWalk-in Closet""]",,['Listed:25 days ago'],[],"['Description0% Interest on 5 Years Payment Plan! /8% ROI guarantee!2 % DLD Waiver/5 Years Free property managment/ Holiday Home Management available\nLuxurious Living, Great Amenities!!! Fully branded finishings!\nLUXURY AT THE MOST AFFORDABLE PRICES!\nNEW PROJECT IN ARJAN!\nHandover june 2020!\nFULLY BRANDED :\nSCAVOLINI kitchens\nVILLEROY&BOCH sanitary\nSMEG electronics\nGerman EEGER wardrobes and vanity counters\nGrohe\nSpanish Tiles\nSalt treated swimming pool\nMobile Air Conditioning controlling system\nRoof top garden\nPrivate terraces on G floor units\nFacilities:\nAdults/children pools\nLatest TechnoGym fitness\nBasketball courts\nYoga room\nCinema room\nBilliard room\nTable tennis room\nKids playing room\nPond with Koi fishes and cabanas in the community\n24-hour concierge\nRoof top garden\nDiscounts for bulk buyers\n2 times in the week for residents free: swimming class, yoga class,cinema and BBQ events\nVideo: https://youtu.be/mBR6FKBqdIQ\nFor more information call +971561042391 (calls/whatsapp/viber/wechat)']"
6,['Reduced Price | Vastu Certified | Unique Views'],"['West Wharf\n                              3.1\n/57 ReviewsDubai, Business Bay']",,['Apartment'],"['3,128 sqft\n                      /            291 sqm']",['3 + Maid'],['4'],"['3,700,000  AED']",['Furnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nConcierge\nCovered Parking\nKitchen Appliances\nMaids Room\nView of Water'],,['Listed:3 months ago'],['Ready'],"[""DescriptionEngel & Voelkers proudly offer for sale\xa0this magnificent Vastu approved 3 bedrooms Duplex in one of the best Towers in Business Bay. You can enjoy the full show of the new year firework in the comfort of your Balcony without fighting the crowds Downtown. \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0\xa0Property Details:\n-\xa03 Bedrooms duplex- Comes fully furnished\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0-\xa0Bright large windows - Burj Khalifa & Dubai water canal view - Great finishes throughout the apartment.-\xa0Gym & rooftop pool (Life Fitness machines)-\xa024-hrs security\xa0- 2 parking\xa0Business Bay is Dubai's central business community that is commercial and residential. It is ideally situated in the heart of Dubai and is located by Al Khail Road and Sheikh Zayed Road - two of Dubai's biggest traffic arteries.Engel & Voelkers is one of the world\x92s leading service companies specializing in the brokerage of residential and commercial properties, yachts and aviation, with 800 offices in over 30 countries.""]"
7,['High End Upgraded 3 Br For Sale in Al Mass'],"['Al Mass Tower\n                              5\n/52 ReviewsDubai, Dubai Marina, Emaar 6 Towers']",,['Apartment'],"['2,024 sqft\n                      /            188 sqm']",['3'],['5'],"['3,100,000  AED']","[""Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nChildren's Pool\nConcierge\nCovered Parking\nKitchen Appliances\nLobby in Building\nMaid Service\nNetworked\nPets Allowed\nSecurity\nShared Gym\nShared Pool\nShared Spa\nVastu-compliant\nView of Water\nWalk-in Closet""]",,['Listed:2 months ago'],['Ready'],"['DescriptionExclusive with Profit Real Estate!\nDubai Marina, Emaar 6, Al Mass Tower \nBest Unit with Full Marina View In Al Mass Building, 01 Type!\nThis stunning 3 bedroom apartment in the very prestigious Original Emaar Six Towers is being offered for sale after being rented . It’s the best available 3-bed room layout with an excellent full view of the Marina from the living room balcony and bedrooms. It is remarkably maintained, ready to move in and enjoy.\n3 Bedroom,\n 2 Living areas, \nMaids Room, \nFull Marina View, \n2 Balcony, \nLaundry room,\n4 Bathroom, \n2 Parking, \nLuxury amenities like Pool, Gym, Spa, Playgrounds and private gardens area. \nApartment Features:\n* 2424 sqft\n* 3 Bedroom\n* Maids Room, Laundry\n* 2 Parking\n* Full Marina View \nProfit Real Estate \nRERA ORN: 22762\nUAE Office: Address: Office 1036, Tamani Arts, Business Bay Dubai\nCall: +971502524111']"
8,['Sophisticated 2BR APTs|Balcony&Pool| ALDAR'],"['AnsamAbu Dhabi, Yas Island']",,['Apartment'],"['1,345 sqft\n                      /            125 sqm']",['2'],['2'],"['2,467,000  AED']",['Unfurnished\nBalcony\nBarbecue Area\nCentral A/C\nCovered Parking\nSecurity\nShared Gym\nShared Pool\nView of Landmark'],,[],['Ready'],"['DescriptionIn Ansam, residents enjoy a privileged resort lifestyle in a unique environment. Located just a stone-throw away from world-class facilities and attractions, and with stunning views, Ansam is a development like no other. Situated on the west side of Yas Island and north-east of the Yas Links Golf Course, Ansam contains low rise, medium density apartments with excellent community facilities and local retail outlets, all integrated with garden style public areas that grant magnificent views of the Yas Links Golf Course. Ansam offers residents premier living and leisure facilities at competitive prices.\nAnsam is a community linked to the surrounding gardens and amenities by interlocking access roads and pathways. Entry and exit points are manned by manual and automated security systems. Residents are provided with proximity cards to allow barrier access to parking areas for more exclusivity and privacy. All areas are sensitively yet brightly lit; clear signs make finding your way around safe and easy. A cosy drop-off area directly accessible through the lobby is provided for each and every apartment.\nAbout the developer\nAldar Properties PJSC is the leading real estate developer in Abu Dhabi, and through its iconic developments, it is one of the most well known in the United Arab Emirates, and the wider Middle East region. From its beginnings in 2005 through to today, Aldar continues to shape and enhance the urban fabric of the UAE’s Capital City in addition to other key areas of the Emirate of Abu Dhabi.']"
9,"['0% Service charge, Stunning Big Plot Corner Villa']","['West YasAbu Dhabi, Yas Island']",,['Villa'],"['7,160 sqft\n                      /            665 sqm']",['5 + Maid'],['7'],"['4,640,000  AED']",['Unfurnished\nBalcony\nMaids Room\nPets Allowed\nShared Gym\nShared Pool'],,[],[],"[""DescriptionWell Designed Villa Built To The Highest Of Standards, With Bespoke Touches And Premium Materials, West Yas is located on the western shore of Yas Island - home to Yas Mall, Yas Water-world, Yas Marina Circuit, Ferrari World,Warner Bros. Du Arena and other landmarks in the capital. The development offers exclusive and private modern community. Integrating variety of key features, and more projects to be the best residential and a Luxurious community in the capital.\nVilla Features:\nOpen space living room\nFoyer entry\nClosed kitchen\nMaids room +W.C\nLaundry room\nBuilt-in Wardrobes\nAccessible balconies\nBack yard\nTerrace\nDrivers room +W.C\nEasy access to an array of green open space\nKey Features:\nNO Service Charge\nOutdoor seating\nTennis courts\nBasketball courts\nFootball stadium\nChildren's play area\nshared Gym and Pool\nOil Station\nMosques\nClinic\ngardens\nschools\nmalls\nLocation:\nYas Island, Abu Dhabi\n13 Minutes to Abu Dhabi International Airport\n18 Minutes from Saadiyat Island\n20 Minutes from Abu Dhabi Downtown\n1 Hour from Dubai City \nMaster House Properties is a real estate company driven by a transformative business model, customer-focused value, and a unique operation.\nYou can reach us at +97126664955/+971555095360 or visit us www.masterhouse.ae""]"
