,title_advert,location1,location2,property_type,property_size,bedrooms,bathrooms,cost,amenities,description,listed,completion,descriptions
0,['Full Sea Views | 1430 Sq. Ft | 1 Bedroom'],"['Sadaf 7\n                              3.8\n/57 ReviewsDubai, Jumeirah Beach Residence, Sadaf']",,['Apartment'],"['1,430 sqft\n                      /            133 sqm']",['1'],['2'],"['1,275,000  AED']",[],,['Listed:16 days ago'],['Ready'],"['DescriptionVacant on Transfer | Largest 1 Bedroom With Full Sea Views\n- 1 Bedroom\n- 1430 sq. ft\n- Full Sea Views\n- Bright Apartment\n- Storage Room\n- Balcony\n- High Floor\n- Rented until end of March for 85k\n- Reference No.: DUB197602\n- Agent: Jack Wilson on +971585148486, RERA BRN No. 37098\nThis is the largest 1 bedroom available in JBR with full sea views from all the rooms and well maintained throughout. The apartment briefly comprises of a large living area which leads on to the balcony, semi closed kitchen, storage room, guest bathroom, large master bedroom with en suite bathroom and a walk-in style wardrobe area. The apartment is currently rented until the end of March with the tenant planning to vacate.\nSadaf allows easy access in and out of Dubai Marina along with being only a short walk to JBR beach walk.\nProperty Reference: DUB197602\nFinance is available on this property through Allsopp & Allsopp Mortgage Services.\nPlease call Jack Wilson on +971585148486 for more information or to arrange a viewing.']"
1,['Full Sea view | Type A | New To Market'],"['Marina Residences 5Dubai, Palm Jumeirah, Marina Residences']",,['Apartment'],"['4,093 sqft\n                      /            380 sqm']",['3'],['2'],"['3,995,000  AED']",[],,['Listed:14 days ago'],['Ready'],"['DescriptionMarina Residence 5 All 3 walls are facing the sea\n- Key with me\n- Exclusive listing\n- Under 1000AED per sq ft for full sea view\n- Vacant Now\n- Preferred light kitchen and flooring\n- 3 Bed + Maid\n- Full Marina, Atlantis, Atlantis Residences and Burj Al Arab View\n- 2 allocated parking on title deed\n- Over 4000 Sq ft\n- This building has direct underground access to Nakheel Mall\nCall Christian Leaver on +971543490446 or email at christian@hmshomes.com for further details\nHMS homes are please to introduce you this Type A apartment in Marina Residences 5. It has full sea and marina views from the balcony and all bedrooms. There are 3 bedrooms all including ensuites and benefiting from walk in wardrobes, a welcoming lounge area with open plan layout, a study and a fully fitted kitchen with Bosch appliances. The apartment is spread over 4,088 sq ft also comes with a guest W.C and two allocated underground parking spaces. the apartment is vacant and ready to be viewed today.']"
2,['Vacant | Burj Khalifa View | Largest 2 Bed'],[],,['Apartment'],"['1,679 sqft\n                      /            156 sqm']",['2'],['3'],[],[],,[],[],[]
3,['3 Years Post Completion Payment | 50% DLD Waiver'],"['HarmonyDubai, Tilal Al Ghaf']",,['Villa'],"['2,152 sqft\n                      /            200 sqm']",['3 + Maid'],['4'],"['1,259,000  AED']",['Unfurnished\nBalcony\nCentral A/C\nMaids Room\nSecurity\nShared Gym\nShared Pool'],,['Listed:13 days ago'],['Off-plan'],"['DescriptionDNL Properties are pleased to offer you brand new 3BR Townhouses in Elan, Tilal Al Ghaf by Majid Al Futtaim \nUnit Specifications\n3 Bedroom + Maids Townhouses\nArea: 2152 sqft\n40% Post-Handover Payment Plan\n50% DLD Waiver\nExcellent Location\nSelling Price: From AED 1,259,000/- \nTilal Al Ghaf is Majid Al Futtaim’s flagship mixed use community in Dubai, offering luxury resort-like living around Lagoon Al Ghaf, a recreational lagoon with sandy white beaches. The community will provide walkable neighbourhood featuring high-quality villas, townhouses and apartments. These are connected by pathways, natural, open spaces and parks,complemented by vibrant, dining, leisure and cultural options.\nFor further details, please contact Manish Lakhwani on +971555546855\nDNL Properties \n1308 The Metropolis Tower\nBusiness Bay - Dubai\nContact No: +971555546855\nEmail: hello@dnl.ae']"
4,['Exclusive Upgraded | Full Marina view | Large 2Bed'],"['Aurora Tower\n                              3.9\n/53 ReviewsDubai, Dubai Marina, Marina Promenade']",,['Apartment'],"['1,497 sqft\n                      /            139 sqm']",['2'],['3'],"['2,450,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nKitchen Appliances\nSecurity\nShared Gym\nShared Pool\nView of Water'],,['Listed:10 days ago'],['Ready'],"['DescriptionLa Capitale Real Estate Broker is pleased to offer you this 2 Bed Apartment in Aurora, Marina Promenade Dubai Marina.\nFeatures:\n2 Bed + 3 Baths\nFull Marina view \nExclusive listing\nUnfurnished Apartment\nBUA: 1497.04 sqft\nOwner Occupied - Vacant on Transfer\nFacilities & Amenities\nGated community\nSituated along the Marina walk\nA short distance away from JBR Walk and The Beach (Retail areas)\nWalking distance to the beach\nQuality retail below the building\nViewings by appointment only.\nSelling Price: AED 2,450,000/-\nFor assistance please call: +971508880961 / +97145667894\nAbout La Capitale Real Estate\nOur consultants speak Afrikaans, Arabic, Armenian, Czech, English, Filipino, French, Hindi, Kyrgyz, Persian, Russian, Spanish, Urdu languages\n-Winner of Best Buyers; Choice Award - Property Times\n-Platinum Tier Award Winner  NSHAMA and Dubai Properties\n-Awarded 5th Most Influential Real Estate Professional in Dubai - Property Times\n-Awarded 6th Most Trusted Real Estate Broker in Dubai - Property Times\n-Proud Member of National Association of Realtors\nORN: 2610 / License No. 651351\nIf you are seriously looking to Buy or Sell property in Dubai (Ready or off-plan) & confused about market then call me.\nI will give you honest advise (without sugar coating) which will SAVE YOU MONEY.+971508880961– La Capitale - Client Focus. Result Driven.']"
5,['Lowest Price for Large 1BR+Storage|Close to Beach'],"['Dorra Bay\n                              3.6\n/57 ReviewsDubai, Dubai Marina']",,['Apartment'],['947 sqft\n                      /            88 sqm'],['1'],['2'],"['705,000  AED']","[""Unfurnished\nBalcony\nBuilt in Wardrobes\nChildren's Play Area\nConcierge\nCovered Parking""]",,['Listed:16 days ago'],['Ready'],"['Description.This Bright and Spacious One bedroom consists of a Large living room, Kitchen, Powder room, storage, and Large balcony, whereas the bedroom comes with an attached bathroom and walk-in closet.Floor to Ceiling Windows and Large Size ApartmentThe apartment is Vacant ready to move in, Great deal for both Investors and end-usersApartment Specifications:1 BedroomLarge BalconyVacantBUA: 947 Sq.ft2 BathroomsStorageFully fitted Semi-Closed kitchenPartial Marina View1 Covered ParkingClose to BeachClose to Metro and TramAmenities include: Large swimming pool Kids swimming pool Kids play area Close to retail stores within the tower and in the marina area 24 hours security Retail outlets in the buildingDorra Bay is a 22-story residential tower which offers a range of panoramic views of the Arabian Sea, Dubai Marina or the boat Harbors. Its curved design and location on the crossroad between the beach and the Marina optimize the view for all of its apartments that will let you enjoy the amazing views of both the sea and the long man-made marina. Having spacious rooms, large balconies in Dorra Bay']"
6,['1 Bedroom I Beach access I Palm Jumeirah Island'],"['Seven PalmDubai, Palm Jumeirah']",,['Apartment'],['715 sqft\n                      /            66 sqm'],['1'],['2'],"['1,070,000  AED']","[""Partly furnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nConcierge\nCovered Parking\nShared Gym\nShared Pool""]",,['Listed:13 days ago'],['Off-plan'],"['DescriptionAmazing investment easy payment plan no agency fees. Beachfront resort luxury furnished apartments on Palm Jumeirah Island.\xa0Quick info:-1 En-suit bedroom-Spacious living room-Modern kitchen-Private balconyFacilities:Beach accessOlympic size rooftop swimming poolFully equipped gymnasiumTennis and basketball courts\xa0\xa0Lush landscaped gardensIndoor and outdoor restaurantsSecure underground parking\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0\xa0Project feature high quality furnishings maximizing space, flat screen televisions, fully equipped kitchens and floor-to-ceiling windows to maximize natural light and spacious balconies with spectacular views.Each apartment feature soft drawer walk-in wardrobes and en-suite bathrooms with rain showers and floating vanities. Kitchens are fully fitted with white goods and cooking range appliances plus breakfast counters. And boasts separate air conditioning controls, giving the owner full command of the environment.\nSeven resort and residences located on the Palm Jumeirah Island trunk, between Oceana Residences and Fairmont North. This amazing project\xa0provides a desirable all-in-one way of life; luxury, convenience and harmony. With spectacular beachfront views over the Arabian Gulf, Dubai Marina Skyline and Burj Al Arab.']"
7,['Below OP I 2 Bedroom I Address Opera Tower 2'],"['The Address Residences Dubai OperaDubai, Downtown Dubai']",,['Apartment'],"['1,244 sqft\n                      /            116 sqm']",['2'],['2'],"['2,850,000  AED']",['Unfurnished\nBuilt in Wardrobes\nCentral A/C\nConcierge\nCovered Parking\nSecurity\nShared Gym\nShared Pool'],,['Listed:13 days ago'],['Off-plan'],"['DescriptionAx Capital is offering this chic 2 bedroom apartment for sale in Address Opera Tower 2 at Downtown Dubai.\n* Price is Negotiable\n* Private Parking Space\n* Concierge Service\n* Lounge Areas\n* Swimming Pool\n* 24/7 Building Security & Maintenance\n* Close to Shopping Centers\n""Pictures are for illustration purposes only""\nAddress Opera is a thriving city hub with a unique mix of aesthetically designed residential towers and commercial establishments. Downtown Dubai is a center for tourism, with several world-class hotels including the world\'s first Armani Hotel and Emaar\'s flagship Address, Vida and Manzil hotels. The spectacular New Year\'s Eve Gala is held at the heart of Downtown Dubai, which is the most-anticipated event. \nAddress Opera Apartment design of the towers is inspired by the seafaring history of the Middle East with the positioning of the towers being so incredibly well-planned that the views of the Burj Khalifa, Opera District, and the Dubai Fountain could only be described as a majestic. The generous proportions of the apartment would make for an imminently livable and welcoming apartment.\nFor more information and to book a viewing, please call or WhatsApp +971526744487']"
8,['Fully Furnished | Luxury Apartment | High ROI'],"['Tower 108Dubai, Jumeirah Village Circle']",,['Apartment'],['446 sqft\n                      /            41 sqm'],['studio'],['1'],"['500,000  AED']",['Furnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nConcierge\nCovered Parking\nKitchen Appliances\nSecurity\nShared Gym\nShared Pool'],,['Listed:11 days ago'],['Ready'],"['DescriptionCall Property Avenue Real Estate 12452 on +971551529539 / +97145549825 or visit www.property-avenue.com for further details.\nStudio in Jumeirah Village Circle\nArea: 446 sq.ft\nFully Furnished\nAmenities:\n- State-of-the-art-gynasium\n- Swimming Pool\n- Health and Fitness Club, Spa and Salon\n-24 Hour Valet parking service and ample parking\nNearby:\n- Beach\n- Mall of the Emirates\n- School\n- Major Hospital\n- Business Bay\n- Dubai International Airport\n- Dubai Marina\n- Dubai Media City\nA tower named for a number considered fortuitous in several cultures. Tower 108’s distinctive architecture complements its high quality interiors in this selection of furnished studios, along with one, two and three bedroom apartments. Furnishings are thoughtfully chosen, such as the lounge sofa-bed that converts the living area into a bedroom for overnight guests, and the kitchen is fully equipped with high-quality appliances and utensils. The podium level hosts landscaped gardens, while the public ground floor areas integrate with the wider community. Nearby, Dubai Sports City, Arabian Ranches, and the Mall of the Emirates are all within easy reach.']"
9,['Full Sea view | 3 BR in Rimal 6 | High Floor'],"['Rimal 6\n                              4.4\n/56 ReviewsDubai, Jumeirah Beach Residence, Rimal']",,['Apartment'],"['2,029 sqft\n                      /            189 sqm']",['3 + Maid'],['3'],"['1,900,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCovered Parking\nKitchen Appliances\nMaids Room\nPets Allowed\nSecurity\nShared Gym\nShared Pool\nView of Landmark\nView of Water\nWalk-in Closet'],,['Listed:17 days ago'],['Ready'],"[""Description- Panoramic Sea view\n- Mid-high floor\n- Vacant\nCall Abduvali Gapparov Today +971502138026 / +97143661662. Toll-free: 800 Hamptons 80042678667) or email us on enquiries(at)Hamptons(dot)ae for further details. \nJumeirah Beach Residence (JBR) is changing the face of Dubai's coastline with its freehold luxury homes. Overlooking the Arabian Gulf and located along one of the last beachfronts in Dubai, the properties are spacious, prestigious and indulgent all at competitive prices. \nThe design of JBR reflects the architectural theme of future Dubai, through a fusion of Mediterranean and local architectural elements, while retaining its own unique style and aesthetic expression. This prime location is just minutes from illustrious neighbors such as Dubai Internet City, Dubai Media City, Emirates Golf Club and a string of luxury hotels, all along the beach.\nA perfect combination between the serenity of a beach resort lifestyle and a cosmopolitan city life, It is clear why JBR is considered the future address of Dubai. In amenities offering the finest in complete family living JBR features beach plots, restaurants, retail stores, medical amenities, sports facilities, secure play areas for children, quality house-keeping, ample parking and a host of other amenities in a self-contained community.\nHamptons UAE\nEmaar Business Park, bldg no 3, 2nd floor80042678667+97143627683\nwww.hamptons.ae""]"
