,title_advert,location1,location2,property_type,property_size,bedrooms,bathrooms,cost,amenities,description,listed,completion,descriptions
0,['A Townhouse Selling Below Bank Valuation'],"['Faya at Bloom GardensAbu Dhabi, Al Salam Street, Bloom Gardens']",,['Townhouse'],"['2,914 sqft\n                      /            271 sqm']",['3'],['3'],"['3,100,000  AED']",['Unfurnished\nBalcony\nCentral A/C\nCovered Parking\nShared Gym\nShared Pool'],,[],['Ready'],['DescriptionNOTE: 3.1M with rent refund / 3M without rent refundFaya at Bloom gardens unique contemporary townhouse development represents an unparalleled investment opportunity for UAE national investors and bulk buyers looking to purchase. Bloom Gardens Faya is a well-gated community providing an utmost security surrounded by high-quality amenities set in lush landscaped gardens.\xa0A Vibrant Living with these Spectacular\xa0Peaceful 3 Bedroom Townhouse in Faya At Bloom Gardens!\nFeatures:High Standard Interiors\xa0Open Plan Living/Dining RoomLiving Room with Garden AccessModern KitchenGuest ToiletLaundry RoomMaids RoomSpacious BedroomScenic TerraceBuilt-n WardrobeAmenities:24/7 Security\xa0Parking SpacesResidential ClubhouseBBQ AreasGymSwimming PoolPrayer HallsLandscaped GardensPlaying AreaLocation:15 mins to Abu Dhabi Downtown19 mins to Abu Dhabi International Airport1 Hour to Dubai\xa0Various options in multiple projects for Rent and Sale.For Rent:+971501530723For Sale: +971509138969Toll Free: 80014444List your property with us:leads@nwmea.com | www.nwmea.com']
1,['Spacious 4 Bedroom|Natural Light From Every Corner'],"['Phase 3Dubai, Al Furjan']",,['Villa'],"['3,591 sqft\n                      /            334 sqm']",['4 + Maid'],['4'],"['2,200,000  AED']","[""Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nChildren's Play Area\nCovered Parking\nKitchen Appliances\nMaid Service\nMaids Room\nNetworked\nPets Allowed\nPrivate Garden\nSecurity\nShared Gym\nShared Pool\nShared Spa\nStudy\nVastu-compliant\nView of Landmark\nWalk-in Closet""]",,['Listed:29 days ago'],['Ready'],"['DescriptionTerra Nova Real Estate offer you 4 Bed Town house. Spacious living spaces for the family, combined with the right balance for privacy, safety and security\nModern Style\nNo. of Bedroom: 4\nNo. of Bathroom: 4\nBUA: 3,591.49 sqft\nPlot: 2,486.46 sqft\nMaids Room\nLaundry and Storage Room\nHigh ceiling glass\nNatural Light in every corner\nBight and Spacious\nAsking : 2,200,000 AED (Corner Unit)\nVacant and ready to move in\nGround Floor: Covered Car parking, Maids room with attached bathroom, laundry area, storage area under the stairs, open kitchen, sitting dining area with garden, guest bedroom with attached bathroom.\nFirst Floor: Master Bedroom with attached bathroom comes with standing shower and bath tub, family area with terrace, remaining two bedrooms with bathroom, each bedroom comes with its own balcony and wardrobes.\n- 20 minutes from Downtown\n- 10 minutes from International Airport\n- International Schools in close Proximity\n- Next to lbn Batuta Mall and Metro Station\n- Next to Jebel Ali\n- 2 minutes drive to Furjan pavilion\nFor viewing please contact\nHaseeb Javed Raja+971557434353\nORN: 12386 | BRN: 43205\nAl Furjan, a contemporary and family oriented community, depicts the principles of traditional neighbourhood living, combining spacious villas and apartments with abundant open spaces and luxury amenities which makes the community an ideal residential choice for families and professionals.\nFor more informations and details visit our website www.terranovarealestate.ae | info@terranovarealestate.ae']"
2,"[""High Floor | Full Sea View | 3 Bed+Maid's Room""]","['Rimal 6\n                              4.4\n/56 ReviewsDubai, Jumeirah Beach Residence, Rimal']",,['Apartment'],"['1,820 sqft\n                      /            169 sqm']",['3 + Maid'],['4'],"['3,000,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nConcierge\nCovered Parking\nMaids Room\nPets Allowed\nSecurity\nShared Gym\nShared Pool\nView of Landmark'],,['Listed:28 days ago'],['Ready'],"['DescriptionThe Noble House Real Estate is delighted to offer you this breathtaking frontline tower High Floor apartment! JBR fits perfect for someone who prefers privacy, high level of the security for their children and its convenience being just 2 min walk away from the open, white sand and crystal clear sea water beach. \n3 bedroom Apartment: \n• 3 Large double bedrooms \n• Size: 1,820 sq.ft\n• 3.5 Bathrooms\n• 1 Maids room\n• 2 parking spaces \n• 1 Utility Room\n• 1 Straight Layout\n• Selling Price: AED 3 Million\n• Full breathtaking sea views from each room\nBuilding and Community features:\n• Secure Playground areas\n• Large swimming pool and Brand New Gym at the Plaza Level \n• 24 Hours Security and Maintenance\n• Two (2) min walk to the beach\n• Pet-friendly community\n• Walking distance with family-friendly restaurants, cafes, shops, supermarkets &boutiques.\n24/7 hours Security \nPictures provided are for this exact unit.\nFor more details and pictures of the property, please call The Noble House Real Estate at +97144566135 or visit our website at www.tnh.ae.']"
3,['CHEAPEST 1 BEDROOM FOR SALE | FURNISHED'],[],,['Apartment'],['733 sqft\n                      /            68 sqm'],['1'],['1'],[],[],,[],[],[]
4,['3BR APT WITH BEAUTIFUL SEAVIEW FOR SALE IN JBR'],"['Rimal 6\n                              4.4\n/56 ReviewsDubai, Jumeirah Beach Residence, Rimal']",,['Apartment'],"['1,813 sqft\n                      /            168 sqm']",['3'],['4'],"['2,200,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCovered Parking\nPets Allowed\nSecurity\nShared Gym\nShared Pool\nView of Landmark\nView of Water'],,['Listed:27 days ago'],[],"['DescriptionIf you have always dreamed of living right on one of the best beaches in the world, reality can trump your dream at Jumeirah Beach Residence. Located just south Dubai Marina, JBR sits right on Arabian Gulf. It was designed to become one of the Middle East’s premier residential and vacation spots and it hasn’t let its initial target down! Beachfront cafes, world-class hotels, delightful shopping experience, excellent walking environment are here to entertain you.\nThis community is vibrant and dynamic both night and day, thanks to its key feature, a beautiful stretch of beach, that runs parallel to the community and includes parking, retail, and food options; in addition, The Walk at JBR is a series of restaurants, cafes, retail shops, beauty salons, and other convenience outlets built on the ground floor level of the residential towers\nThe swimming pools and gym are on the plaza level access, with the security entrance and access to retails shops, restaurants, and supermarkets, others']"
5,['10% Return Of investment For 5Yrs|Luxury Apartment'],"['Seven PalmDubai, Palm Jumeirah']",,['Apartment'],['721 sqft\n                      /            67 sqm'],['1'],['2'],"['1,025,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nShared Pool\nView of Water'],,['Listed:26 days ago'],['Off-plan'],"['Description* AMAZING SEA VIEW **\xa0D&B Properties\xa0is offering this Stunning 1 Bedroom apartment located in very prestigious Seven Palm Residences, Palm Jumeirah, developed by\xa0Seven Tides, a Dubai-based internationally oriented holding company.Seven Palm comprises of two towers\xa0connected by one of the biggest rooftop\xa0infinity pools w/in the region* Selling Price: AED\xa01,025,000* Total BUA: 721 Sq.Ft.*\xa010 min drive from\xa0Dubai Marina & Sheikh Zayed\xa0RoadAmenities:*\xa0Fully equipped gymnasium*\xa0Beach access*\xa0Swimming\xa0pool*\xa0Olympic size rooftop swimming\xa0pool* Lush\xa0landscaped gardens* Fully equipped gymnasium*\xa0Secure underground\xa0parkingThere will be a wide selection of dining options\xa0available right on your doorstep. A Sports Bar for you\xa0to cheer for\xa0 our favorite team, indoor and outdoor\xa0rooftop restaurants for you to share special moments\xa0and create fond memories.Contact our expert Mohamad Hawila today at\xa0+971566935935 | www.dandbdubai.com l Hotline at 800DANDB for more info.']"
6,['Elegant 1 Bed Unit | High Floor | Downtown Views'],"['The Address Residence Fountain Views 3Dubai, Downtown Dubai, The Address Residence Fountain Views']",,['Apartment'],"['1,010 sqft\n                      /            94 sqm']",['1'],[],"['2,100,888  AED']",[],,['Listed:26 days ago'],['Ready'],"['DescriptionGulf Sotheby’s International Realty is pleased to offer you this One-bedroom apartment in Fountain Views III, serviced by The Address hotel, with exotic views of Downtown Dubai.\nThis property offers robust views of Burj Khalifa with a large lounge / dining area and benefits of a spacious terrace to enjoy the view. There are two generously sized bedrooms and the Master Bedroom offers a private balcony. Bringing the Downtown lifestyle to you with a direct linking bridge to the Dubai Mall, giving you world-class leisure facilities and lifestyle. \n- One Bedroom\n- High Floor\n- Two Bathroom\n- Big Terrace\n- Premium Furnishing\n- Serviced Unit by The Address Hotel\n- Burj Khalifa & Fountain View\n- High end Kitchen Appliances\n- Size: 1,010 Sq.ft\nDowntown Dubai is the world’s most visited destination and its spectacular New Year’s Eve Gala is today among the world’s most anticipated events, home to the world’s first Armani Hotel located in Burj Khalifa, The Address Dubai Mall, and The Palace Downtown Dubai.\nContact Gulf Sothebys International realty today for your private viewing of this extraordinary property.']"
7,['1 Bedroom | Lagoon View | 8.5% Returns'],"['Royal Breeze 5Ras Al Khaimah, Al Hamra Village, Royal Breeze']",,['Apartment'],['731 sqft\n                      /            68 sqm'],['1'],['1'],"['280,000  AED']","[""Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nCovered Parking\nPets Allowed\nShared Gym\nShared Pool\nView of Water""]",,[],['Ready'],"[""DescriptionHRE is delighted to offer this one bedroom apartment in Royal Breeze, overlooking the golf course, lagoon and community. Property is currently vacant and rents at an average of AED 31,000 yearly. \xa0Amenities include: - Beach access- Full Sized pool with additional children's pool- Children's play area- Underground secure parking- Two Zoom grocery stores- Gym and Sauna- Bike and running paths- Pet Friendly- 24/7 SecurityFees Associated with Purchase\xa010% - Holding Deposit2% Land Department FeeAED 10,000 - Agency Fees\xa0--------------------------------------------------Annual Service Charge AED 7,500\xa0Viewing is highly recommended.Call Corrie on +971501274039 \xa0for more information, to arrange a viewing or to make an offer.\xa0Alternatively visit our website www.hredubai.com where you will find our full selection of properties available both for sale and rent.""]"
8,['Fully re-designed golf course villa'],"['Savannah 1Dubai, Arabian Ranches, Savannah']",,['Villa'],"['4,849 sqft\n                      /            450 sqm']",['5 + Maid'],['5'],"['4,999,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nMaids Room\nPets Allowed\nPrivate Garden\nPrivate Pool\nSecurity\nShared Pool\nWalk-in Closet'],,['Listed:27 days ago'],['Ready'],"['Descriptionnu Avenue Real Estate is proud to offer this stunning Type 3 villa in Savannah, Arabian Ranches. The property comprises of 5 large bedrooms and sits on a beautifully landscaped plot with a large pool and Jacuzzi, both with cooling. The villa has undergone extensive renovation whilst boasting panoramic views of the golf course.\n\xa0\nThere is a large, bright open living and dining area which has been finished with slate flooring and LED lighting throughout. The designer kitchen has been completely modified which includes a\xa0Siemens\xa0oven and dishwasher, as well as an LG fridge. Of the 5 bedrooms, one is situated on the ground floor having an en-suite bathroom, making it ideal for guests.\n\xa0\nUpstairs is home to 4 large bedrooms, The master and second bedroom both have en-suite bathrooms, with the further two share a ‘Jack and Jill’ style bathroom, with each bathroom throughout the villa having been completely re-designed.\n\xa0\nThis is a fantastic opportunity to acquire a fully upgraded villa to such an impressive finish. To arrange a viewing please call Solly on +971525724447.\n- 5 large bedrooms \n- Chilled pool and Jacuzzi\n- Fully re-designed\n- Designer kitchen and bathrooms\n- Immaculate throughout\n- Very private location\n- 4,849 sq ft BUA\n- 8266 sq ft plot\nnu Avenue Real Estate\nRERA ORN: 11956\n1201 DAMAC Executive Heights, Barsha Heights, Dubai, UAE']"
9,['Spacious 3 BR | Burj Vista | Sea View'],"['Burj Vista 1\n                              3.6\n/51 ReviewsDubai, Downtown Dubai, Burj Vista']",,['Apartment'],"['1,817 sqft\n                      /            169 sqm']",['3'],['5'],"['3,000,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nConcierge\nCovered Parking\nKitchen Appliances\nSecurity\nShared Gym\nShared Pool\nView of Landmark\nView of Water\nWalk-in Closet'],,['Listed:29 days ago'],['Ready'],"['Description- Burj Vista 1, Downtown Burj Dubai\n- 3 Bedroom Apartment\n- 2 Parking Spaces\n- On High Floor\n- BUA 1,816.09 sq. ft.\n- Direct Access To Metro Station\n- Walking Distance to Burj Khalifa and Dubai Mall\nCall Anas Meqdadi Today +971502138026 / +97143661662. Toll-free: 800 Hamptons 80042678667) or email us on enquiries(at)Hamptons(dot)ae for further details. \nDesigned to offer a theatrical experience of Burj Khalifa, Burj Vista is differentiated by luxury residences with lavish terraces that open to uninterrupted views of the city’s skyline and the wider Downtown Dubai neighborhood.\nResidents in Burj Vista are in walking distance of The Dubai Mall, the world’s largest shopping and entertainment destination, and conveniently close to the upcoming Opera District, and the central business district of Dubai.\nOther amenities include a fully-equipped gymnasium, children’s play areas, multimedia hall, business center, play room, lounge areas, swimming pool and kid’s pool, badminton and half a basketball court, relaxing reading areas and lushly landscaped areas.\nHamptons UAE\nEmaar Business Park, bldg no 3, 2nd floor80042678667+97143627683\nwww.hamptons.ae']"
