,title_advert,location1,location2,property_type,property_size,bedrooms,bathrooms,cost,amenities,description,listed,completion,descriptions
0,['Entertainment Foyer | Upgraded | Extended'],"['Entertainment FoyerDubai, Jumeirah Islands, Oasis Clusters']",,['Villa'],"['12,820 sqft\n                      /            1,191 sqm']",['5'],['4'],"['10,999,949  AED']",[],,['Listed:more than 6 months ago'],['Ready'],"['DescriptionEntertainment Foyer | Upgraded | Extended\n- Entertainment Foyer Villa\n- Upgraded & Extended\n- Extended Plot\n- Large extended pool\n- 5 beds + Maids\n- Reference No. SUP181228\n- Agent: Jamal Tuzgani on +971563502693, RERA BRN No. 30457\n- RERA PERMIT No. 0354931592\nAllsopp & Allsopp Real Estate are proud to offer this fully upgraded and extended Entertainment Foyer in Jumeirah Islands\nSituated within walking distance to the club house, this villa has had no expense spared, as this villa has taken on a full renovation project and built again like new.\nProperty Reference: SUP181228\nFinance is available on this property through Allsopp & Allsopp Mortgage Services.\nFor further details or to arrange a viewing appointment please contact our Head Office on +9714294444, alternatively visit our website www.allsoppandallsopp.com where you will find an extensive selection of properties available both for sale and for rent.\nPlease call Jamal Tuzgani on +971563502693 for more information or to arrange a viewing.']"
1,['Low Floor | 1 Bedroom Burj Khalifa View.'],[],,['Apartment'],['899 sqft\n                      /            84 sqm'],['1'],['2'],[],[],,[],[],[]
2,['Brand New | One Bedroom | Large Layout |'],"['No.9Dubai, Dubai Marina']",,['Apartment'],['700 sqft\n                      /            65 sqm'],['1'],[],"['1,100,000  AED']",[],,['Listed:more than 6 months ago'],['Ready'],"['DescriptionIntroducing this one bedroom apartment in the Brand New Tower by Select Group - No.9\n- 1 Bedroom Apartment\n- 700 sq. ft.\n- Low Floor\n- High End Modern Finishing\n- Premium leisure facilities\n- Infinity Pool\n- Recently Handed Over\n- Reference No. PJM192163\n- Agent: Darren Purdon on +971559444600, RERA BRN No. 42107\n- RERA PERMIT No. 0263360749\nAllsopp & Allsopp is pleased to offer you this brand new 1 bedroom apartment in No. 9 Tower, Dubai Marina.\nThe buzzing Dubai Marina is one of Dubai’s most sought-after districts. No.9 is located within this vibrant community with easy access to and from the Sheikh Zayed Road.\nThis luxury development offers easy access to and from Marina Walk and all of its restaurants/shops and is within walking distance of the Marina Tram and Dubai Metro.\nProperty Reference: PJM192163\nFinance is available on this property through Allsopp & Allsopp Mortgage Services.\nPlease call Darren Purdon on +971559444600 for more information or to arrange a viewing.']"
3,['EXCLUSIVE | Springs 2 |Type 4M | 2 Bedroom'],"['Springs 2\n                              3.1\n/51 ReviewsDubai, The Springs']",,['Villa'],"['1,690 sqft\n                      /            157 sqm']",['2'],['3'],"['1,499,999  AED']",[],,['Listed:2 months ago'],['Ready'],"['DescriptionSprings 2 | 2 Bed + Study | Type 4M :\n- Type 4M\n- Two Bed + Study\n- Close To Community Center\n- 2 Bedrooms\n- Rented\n- 1,690 Sq. Ft. BUA\n- 1,856 Sq. Ft. Plot\n- Reference No: DUB136564\n- Agent: Jack Bystram on +971502364229; RERA BRN No.: 41159\nNow Available For Sale is a well located 2 Bedroom Type 4M Villa within a short walk to the Springs Community Center.\nInternally the Villa briefly comprises of an Open Plan Kitchen, Lounge, Study, Powder Room and Wash Room. Upstairs are 2 Bedrooms both with terrace, En-Suite and built in wardrobes.\nTo the rear, the garden is laid in lawn and bordered with mature planting.\nTo the front of the villa, parking is provided for two cars.\nThis villa is also ideally situated within a short walk to the pool and park.\nFinance is available on this property through Allsopp & Allsopp Mortgage Services. For further details please contact our Head Office on +9714294444.\nPlease call Jack Bystram on +971502364229 for more information or to arrange a viewing.']"
4,['Marina Views | 2 Bedroom + Study | Vacant'],"['Marina Tower\n                              4.4\n/58 ReviewsDubai, Dubai Marina']",,['Apartment'],"['1,440 sqft\n                      /            134 sqm']",['2'],['3'],"['1,525,000  AED']",[],,['Listed:4 months ago'],['Ready'],"['DescriptionExclusive - Marina Tower - Two Bedroom Plus X2 Study - Vacant - Marina Views - 1,440 Sq Ft\n- Agent: Ryan Hudson on +971561922814, RERA BRN No. 33141\n- 2 Bedroom Apartment\n- Two Study/Maid Rooms\n- Marina Views\n- 1 Parking Space\n- Modern Tower\n- En-suite to both bedrooms\n- Very Good Condition\n- 1,440 Sq Ft\n- SUP158079\nAllsopp and Allsopp offer this spacious two bedroom plus study apartment situated in Marina Tower - Dubai Marina, for sale. The property briefly comprises; Two bedrooms, study room, three bathrooms, living area, fitted Kitchen and good sized balcony offering Marina Views.\nThe apartment comes with one parking space and is spread over 1440 sq ft.\nMarina Tower compares very well with other EMAAR developed buildings. The quality, the finishing, the views, security and facilities are all the same standard.\nProperty Reference: SUP158079\nFinance is available on this property through Allsopp & Allsopp Mortgage Services.\nPlease call Ryan Hudson on +971561922814 for more information or to arrange a viewing.']"
5,['Bright Largest 1 Bedroom Apt | Full Boulevard View'],"['Building 12Dubai, City Walk']",,['Apartment'],"['1,486 sqft\n                      /            138 sqm']",['1'],['2'],"['2,377,600  AED']",[],,['Listed:2 months ago'],['Ready'],"['DescriptionCity Walk offers 1 bedroom apartment with an amazing Boulevard and Burj Khalifa view.\nBrought to you by Driven Properties, this \xa0Spacious 1 bedroom apartment is located in Building 12, City Walk.\xa0\n\xa0 \xa0Unit Details:\xa0 \xa0\xa0\xa0 \xa0 \xa0\xa0\n● Tenanted Till November 2020\xa0 \xa0\xa0\n● View: Boulevard ,Burj Khalifa\xa0\n● Kitchen: Open and Fully fitted\n● Bathrooms: 1.5\n● Internal Area: 1,247 Square Feet\n● Balcony Area: 239 Square Feet\n● Service Charges: AED 19 per square feet\n● No. of Parking: 1\n● Rental Estimate: AED 135,000\nBuilding Amenities:\n● Close to Metro Station\n● Easy access to the SZR\n● 24 hours maintenance, security and concierge\nThis property is managed by Driven Properties\nComplimentary mortgage advisory through Driven Properties via partnerships with over 15 UAE banks.\nCall our City Walk and Downtown expert for more information or viewing on\xa0+971526538736 for out of office hours or weekends call +971526538736.\nSince 2012, Driven Properties has grown to be one of the largest real estate platforms in the region. Through multiple branches in Dubai, Ajman, China, and Saudi Arabia, Driven Properties manages a portfolio of over 10,000 units.']"
6,['Huge Master Room | 2 Bed | Close To Beach'],"['Orra Marina\n                              3.2\n/57 ReviewsDubai, Dubai Marina']",,['Apartment'],"['1,350 sqft\n                      /            125 sqm']",['2'],['2'],"['1,750,000  AED']",[],,['Listed:5 months ago'],['Ready'],"['DescriptionAllsopp & Allsopp Real Estate is pleased to offer you this 2 bedroom apartment in the iconic Orra Tower for sale.\n- 2 Bedroom Apartment\n- 1350 Sq ft\n- Waterfront Location\n- Two Balconies\n- Close to Metro\n- Valet Parking\n- 1 Parking Space\n- Property Reference Number: PJM193838\n- Agent: Darren Purdon on +971559444600, RERA BRN No. 42107\n- RERA Permit No.: 0228346660\nOrra Marina is a 30 storey high rise residential building developed by Orra International. It comprises 1, 2, & 3 bedroom apartments and two penthouses.\nProperty Reference Number: PJM193838\nFinance is available on this property through Allsopp & Allsopp Mortgage Services.\nFor further details or to arrange a viewing appointment please contact our Head Office on +9714294444, alternatively visit our website www.allsoppandallsopp.com where you will find an extensive selection of properties available both for sale and for rent.\nPlease call Darren Purdon on +971559444600 for more information or to arrange a viewing.']"
7,['Brand New Kitchen | Corner Plot | 3 Beds'],"['Springs 8Dubai, The Springs']",,['Villa'],"['2,258 sqft\n                      /            210 sqm']",['3'],['3'],"['1,875,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nPrivate Garden\nPrivate Pool\nSecurity\nShared Pool\nStudy\nView of Water'],,['Listed:more than 6 months ago'],['Ready'],"['DescriptionA corner pot Type 3E with a private pool offered to the market vacant on transfer\n- Type 3E\n- 3 Beds & Study\n- Brand New Kitchen\n- Large Corner Plot\n- Next to Lake/Greenland\n- 2,258 sq.ft. BUA\n- 4,367 sq.ft. Plot\n- Private Pool\n- Vacant on Transfer\n- Cash Seller\n- Agent: Marc Bellamy on +971501147166, RERA BRN No. 37827\n- RERA PERMIT No. 1481033231\nThe property comprises living room-diner, brand new kitchen, study, laundry room and downstairs guest bathroom. To the first floor is a master en-suite bedroom and a further two bedrooms which share the family bathroom\nExternally, the property benefits from a private rear garden with large swimming pool and covered parking for 2 cars. The property is a short walk from either the nearby lake or pool and park\nProperty Reference: DUB131597\nFor further details or to arrange a viewing appointment, please contact Marc on +971501147166 Alternatively, please visit our website at www.allsoppandallsopp.com\nPlease call Marc Bellamy on +971501147166 for more information']"
8,['Modern Upgrades | Corner Plot | 4 Bedrooms'],"['Meadows 5Dubai, Meadows']",,['Villa'],"['3,578 sqft\n                      /            332 sqm']",['4 + Maid'],['4'],"['4,495,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nKitchen Appliances\nMaids Room\nPrivate Garden\nSecurity\nShared Pool\nStudy\nView of Water'],,['Listed:more than 6 months ago'],['Ready'],"['DescriptionUpgraded 4 Bedroom Corner Plot Villa In Meadows 5\n- Meadows 5\n- Type 6\n- Fully Upgraded\n- Modern And Bright finish\n- Extended\n- 4 Bedrooms\n- Private View\n- Corner Plot\n- 3,578 Sq. Ft. BUA\n- 6,500 Sq. Ft. PLOT\n- Vacant On Transfer\n- Agent: Matthew Minett on +971504827882, RERA BRN No.: 34950\n- RERA Permit No:  0317846420\nListed exclusively with Allsopp and Allsopp is this bright, modern, and extended 4-bedroom villa in Meadows 5. The villa is located on a corner plot with a quiet private view and needs to be viewed to be appreciated.\nThere had been no expense spared by the owner with modern and tasteful upgrades with the inclusion of large brght windows throughout the villa.\nThe villa comprises downstairs guest bedroom, living room, extended dining room, second lounge or family room, kitchen, maid’s room, and W/C. Upstairs are 3 bedrooms, master with en-suite, bathroom, and family room.\nProperty Reference: SUP140025\nPlease call Matthew Minett on +971504827882 to arrange a viewing.']"
9,['One of a Kind - Show Home Style Type A'],"['Palmera 4Dubai, Arabian Ranches, Palmera']",,['Villa'],"['3,000 sqft\n                      /            279 sqm']",['3 + Maid'],['2'],"['2,600,000  AED']","[""Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nChildren's Pool\nCovered Parking\nKitchen Appliances\nMaids Room\nSecurity""]",,['Listed:9 days ago'],['Ready'],"['DescriptionThis stunning one of a kind Palmera Type A has been beautifully modified throughout the villa. The current owners have changed the flooring throughout and put in a brand new modern kitchen. This can easily be a property where you can walk in and drop your bags. The villa is situated in a beautiful corner location which maximizes privacy within the 6,000 sqft landscaped plot. The villa has been extended downstairs which makes the study room a fantastic size - which if you like you can make into a 4th bedroom/downstairs bedroom. This is a must see property to truly appreciate how well it shows and how excellent the location is.\n-Type A\n-3 Bedrooms\n-Maids room\n-BUA: 3,000 sqft\n-Plot: 5,799 sqft\n-Upgraded internally \n-Large corner plot\n-2 Parking spaces\n-Owner Occupied\nFinance is available on this property through Espace Real Estate.\nOffice location: Unit 2702 and 2703 Marina Plaza, Dubai Marina, Dubai UAE.\nTel. No.: +97143069999\nRERA No.: 35194; ORN: 936\nThis property is managed by Espace Real Estate Broker']"
