,title_advert,location1,location2,property_type,property_size,bedrooms,bathrooms,cost,amenities,description,listed,completion,descriptions
0,['Huge Plot District 6| 3 Bed Legacy Large'],"['LegacyDubai, Jumeirah Park']",,['Villa'],"['3,527 sqft\n                      /            328 sqm']",['3 + Maid'],['3'],"['3,400,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nKitchen Appliances\nMaids Room\nPets Allowed\nPrivate Garden\nSecurity\nWalk-in Closet'],,['Listed:17 days ago'],[],"['DescriptionAscot & Co. Real Estate are proud to bring this beautiful 3 Bedroom Large villa to the market in Jumeirah Park.\nDownstairs, we have a large open living area leading around to the open kitchen and maids room.\nTowards the back of the villa, you have a beautiful landscaped garden.\nUpstairs, the property offers 3 large bedrooms, all with en-suite toilets and built in wardrobes. \nThe area offers fantastic views of JLT and has easy access to Sheikh Zayed (E11) & Sheikh Mohammed Bin Zayed Road (E311).\nFor viewings, please contact me today.\n3 Bedrooms with built in wardrobes and en-suites bathrooms\n4 Bathrooms\nAir Conditioning\nOpen Kitchen\nOpen Plan Living Area\nUpstairs Living Area\nMaid’s Living Quarter\nAutomatic Double Covered Garage\nClose to Community Parks\nLandscaped Garden\nBUA 3,527 sqft\nWalking Distance to the Pavilion.']"
1,['Hot Deal▐ Single Row▐ Duplex▐ Below Original Price'],"['LeaAbu Dhabi, Yas Island, Yas Acres']",,['Townhouse'],"['3,736 sqft\n                      /            347 sqm']",['4 + Maid'],['5'],"['3,100,000  AED']","[""Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nChildren's Pool\nCovered Parking\nMaids Room\nNetworked\nSecurity\nShared Gym\nShared Pool\nView of Landmark\nWalk-in Closet""]",,[],['Off-plan'],"[""DescriptionBoasting some of the region's most attractive landscapes and amenities, Yas Acres puts community at its heart, providing you with solid ground to lay down roots and build memories. Yas Acres embraces a love of leisure and provides you with a world of possibilities to explore and experience at your pace. Whether it is on the golf course, at the mall, by the pool or simply at home with family, Yas Acres offers you the space to nurture the lifestyle of your choice and cherish the moments that matter the most to you.\nIt is a multipurpose hub for entertainment, shopping and tourism, connected to the mainland through a comprehensively linked road network.It is already home to the Yas Marina Circuit, which hosts the Abu Dhabi Formula 1 Grand Prix each year. It boasts major retail in the form of Yas Mall and IKEA. Two theme parks are in operation - Yas Waterworld and Ferrari World - with more marked out for development in the future. Yas Island is home to exceptional hospitality and leisure venues such as Yas Links, Yas Marina, Yas Plaza, The Viceroy and du Arena. Looking to the future, the population is expected to grow significantly with many more projects planned and under development.The Yas Acres Golf & Country Club will also include a wide range of facilities for the entire family such as a multipurpose sports hall, squash and tennis courts, kids activity area, spa and swimming pools.                                            \nRunning through the middle of Yas Acres with the golf course from one side and public parks which open out onto North Yas Island's waterfront from the other, Royal Oak speaks to the most sophisticated of homeowners.\nReach out to our team at Property Shop Investment to get more details about this property or to schedule a viewing. Call us on +971600548200 or access www.propertyshopinvestment.com.""]"
2,['Real Price and Size|Marina View with Partial view'],"['The Address Jumeirah Resort and SpaDubai, Jumeirah Beach Residence']",,['Apartment'],"['1,152 sqft\n                      /            107 sqm']",['2'],['3'],"['2,680,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nConcierge\nCovered Parking\nShared Pool\nView of Water'],,['Listed:23 days ago'],['Off-plan'],"[""DescriptionD&B Properties are delighted to offer for sale this 2 bedroom apartment located in the inspiring Address Residences, Jumeirah,\xa0The Address Jumeirah will be undoubtedly one of Dubai's most iconic real estate projects, it has some of the most astounding views in Dubai featuring the new Wheel and the palm Jumierah. The building will have 16 restaurants in house. There will be an incredible rooftop infinity pool and rooftop bar. The hotel will be operated by the Address hospitality group. Unlike many adverts online, all the prices i am listing are correct.\xa0For full information on this project please give me a call.\xa0* Selling Price: AED\xa02,680,000* Flexible payment plan*\xa0Views of Bluewaters, Palm, Marina and Burj Al Arab* Built Up Area: 1,152 Square Feet* Ready to move in by 2020* 25 minutes to Burj Khalifa and Sheikh Zayed Road* 2 bedroom with en-suite bathrooms*\xa0The first Address Hotel on the Beach in Dubai* Soothing serenity with direct access to beach and open air swimming poolAt the Address Residences Jumeirah Resort + Spa, visitors and residents can enjoy the wide range of world-class luxurious amenities, featuring international dining, serene spa facilities and extravangant rooftop infinity pool offering unrivalled 360 views of Dubai skyline, Arabian Gulf, Dubai Marina, Ain Dubai and newly announced Dubai Harbour.Call George our expert for more info or to organise a full project tour\xa0+971565055047 |\xa0800 DANDB | www.dandbdubai.com D&B Properties is a leading real estate company in the International Off-Plan market incl London, Dubai & Abu Dhabi.""]"
3,['Close to the Park | Immaculate Condition'],"['Deema 1Dubai, The Lakes, Deema']",,['Villa'],"['3,392 sqft\n                      /            315 sqm']",['3 + Maid'],['3'],"['3,850,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nMaids Room\nPets Allowed\nPrivate Garden\nSecurity\nShared Pool\nStudy\nWalk-in Closet'],,['Listed:22 days ago'],['Ready'],"[""DescriptionOne of the most popular community Lakes, Deema. This house is upgraded and very well maintained, it is owner occupied and will be vacant on transfer. The ground floor has a study area to the left of the entrance hall, which flows into the living and dining area. On the same level you have maid's room. On the first floor you have two rooms sharing a common bath and the master bedroom have its own bathroom. This unit comes on a buildup area of 3,392 sqft and the plot is approximately 5,000 sqft. It has beautiful landscaped garden in addition to two car parking garages. \n-Type 3\n-3 Bedrooms\n-Maids room plus Study\n-BUA: Approximately 3392 sqft\n-Plot: Approximately 5000 sqft\n-Landscaped garden\n-Immaculate Condition\n-Brand new kitchen appliances\n-Owner Occupied\nFinance is available on this property through Espace Real Estate. \nOffice location: Unit 2702 and 2703 Marina Plaza, Dubai Marina, Dubai UAE. \nTel. No.: +97143069999\nRERA No.: 39528; ORN: 936\nThis property is managed by Espace Real Estate Broker.""]"
4,['Brand New 4 bedroom townhouse with Maids'],"['Safi TownhousesDubai, Town Square']",,['Townhouse'],"['2,387 sqft\n                      /            222 sqm']",['4'],['4'],"['1,550,000  AED']",[],,['Listed:21 days ago'],['Ready'],"['DescriptionTreo Homes are delighted to offer this 4 bedroom plus maids townhouse, in the brand new Safi Community in Town Square. These units are just about to be handed over and this Type 14, 4 bedroom offers a spacious BUA of 2,387 Sq,Ft and a sits on a plot of around 2,500 SQ FT. Each home has been practically designed and carefully considered to achieve a modern urban lifestyle within beautifully landscaped suburban neighbourhood. All the townhouses are within walking distance to the pool and park so its perfect for the occupier, looking to make it their family home. A selection of cafes, restaurants and shops, cinema soon to be released are all within close proximity to this community, which has its very own community park. Being very reasonably priced, these modern townhouses should not be overlooked.4 bedroom + Maid RoomBrand NewModern Design1 Yr service warrantyPool and parkFootball pitchExclusiveMultiple UnitsCall Treo Homes to view today']"
5,['Full Lake View Luxury Fully Furnished 6BR Villa'],"['Sector PDubai, Emirates Hills']",,['Villa'],"['14,390 sqft\n                      /            1,337 sqm']",['6 + Maid'],['7'],"['42,000,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nMaids Room\nPets Allowed\nPrivate Garden\nPrivate Jacuzzi\nPrivate Pool\nSecurity\nStudy\nView of Water\nWalk-in Closet'],,['Listed:21 days ago'],['Ready'],"[""DescriptionA truly MUST-SEE Emirates Hills masterpiece, the photos say it all!\n- Luxury Furnished Villa\n- Corner Plot - Three Sides Open \n- Custom-made designer furniture \n- Full Lake View\n- BUA: 14,390 sq.ft. \n- Plot: 16,965 sq.ft. \n- 6 en-suite bedrooms \n- Private Lift and state-of-the-art gym\n- Private Swimming Pool adjacent to the Lake \n- Very impressive and grand entertainment foyer \n- Grand entrance halls and formal entertaining area \n- Modern dimensional cinema room \n- Elegantly designed living room with outdoor views \n- With high-end Jacuzzi and stylish fittings \n- Fully appointed Maid and Driver's room \n- Fully-fitted state-of-the-art kitchen \n- Stylish and functional dining area \n- Dedicated Office space \n- Simple yet relaxing poolside Cabana \n- Broad balcony and terrace providing magnificent Lake and outdoor views \n- Equipped with large windows allowing natural light to flood in\nFor further details and viewings, please call Ayaz Butt on +971504512297 / email ayaz@landsmith.ae\nLandsmith Real Estate Broker\nRERA ORN: 16737+97142417191\ninfo@landsmith.ae\nOffice 1009, Grosvenor Business Bay Tower, Dubai""]"
6,['VISA Opportunity |100% DLD Free| Green Square'],"['Executive ResidencesDubai, Dubai Hills Estate']",,['Apartment'],"['1,376 sqft\n                      /            128 sqm']",['2'],['3'],"['1,300,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nShared Gym\nShared Pool'],,['Listed:23 days ago'],['Off-plan'],"[""DescriptionProvident Estate is delighted to introduce Emaar's new project in Dubai Hills Estate, Green Square also known as Executive Residences 2.Find the perfect balance between work and family life in\xa0Dubai\x92s ideal family setting. The 1, 2 & 3 bedroom apartments\xa0at Green Square are thoughtfully designed to ease the transition\xa0between family & work time.Limited Time Offer- 60\\40 3-year post-completion payment plan- 100% DLD waiverGreen Square is in partnership with DMCC and brings you a great business opportunity!Pay 15% of the apartment price, and receive:- A free 3-year renewable business license- A free 3-year renewable family residency visaFeatures and Amenities-\xa0Modern Sleek\xa0Interiors-\xa0Inspiring Views of the\xa0Dubai Hills Park-\xa0Infinity Pool, State-of-art\xa0GYM, Zen & Yoga Garden-\xa0Business Café-\xa0Proximity to the Dubai Hills\xa0Mall, Dubai Hills Park-\xa0Proximity to an Exceptional\xa018-hole Championship\xa0Golf CourseFor bookings and viewing, call Monika Erika Komenda (44902) on +971522447250 or visit www.providentestate.com for further details.Company name: Provident Real EstateRERA ORN: 1933\xa0Address: Office #702, Al Barsha 1, Al Zarooni Bldg. Dubai (UAE)""]"
7,['Semi Detached Type A Townhouse | Bella Casa'],"['Bella CasaDubai, Serena']",,['Townhouse'],"['2,566 sqft\n                      /            238 sqm']",['3'],['4'],"['1,850,000  AED']",['Unfurnished\nConcierge'],,['Listed:20 days ago'],[],"[""DescriptionAQUA Properties is proud to offer this amazing 3-bedroom corner unit in Bella Casa, Serena. This semi-detached townhouse features a Spanish-style design including tiled roofs, elegant detailing, spacious layouts with a great balance of elegance and practicality. Accommodating the needs of all families, this sought-after property is offered ar an affordable price. \n* Type A corner unit\n* 3 Bedrooms\n* Maid's room\n* BUA: 2,566.3 sq.ft.\n* Plot: 3,040 sq.ft.\n* 4 Bathrooms\n* Open kitchen\n* Close to Exit  \n* Near the pool and the park\nAmenities and facilities:\n* CCTV monitored community\n* 24/7 security\n* Community swimming pool\n* Jogging and walking track\n* Parks and BBQ areas available\n* Closer to schools\n* Pets Allowed\n* Supermarket, restaurants and cafe\nCommunity location:\n* 15-minute drive from Dubai Al Maktoum Airport\n* 15-minute drive from EXPO Site\n* 20-minute drive from Mall of the Emirates\n* 30-minute drive from Dubai Mall/Downtown Dubai\nSerena is located in Dubailand providing easy access to schools, shopping centres and sports facilities. The community is a dynamic community set near Emirates Road offering quality.""]"
8,['Beautiful Family  Villa| Priced to  Sell'],"['Sector EDubai, Emirates Hills']",,['Villa'],"['9,500 sqft\n                      /            883 sqm']",['6 + Maid'],['7'],"['17,900,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nMaids Room\nPets Allowed\nPrivate Garden\nPrivate Pool\nSecurity\nStudy'],,['Listed:17 days ago'],[],"['DescriptionAscot & Co. Real Estate is thrilled to present this exceptional 6 bedroom property in a peaceful location of E Sector of Emirates Hills. This lovely 9,500 sqft home has been lived in by the current owners since handover and is being sold due to their relocation to Europe. The Villa is  a wonderful family home with 4 large reception areas, 2 Kitchens, 6 ensuite bedrooms with floor to ceiling dressing areas and an external staff quarters for 4 staff. The home benefits from high ceilings, large windows and quality finishes throughout. The 14,000 sqft plot is nicely landscaped with a large pool. Viewings highly recommended through Ben on +971556396000. Immediate Possession.\nE Sector\n6 Bedroom + Study\n9,500 sqft BUA\n14,000 sqft plot\nExcellent Location\nExternal staff quarters for 4\nLandscaped Garden\nPrivate Pool\nImmediate Possession']"
9,['High Floor | Spacious | Full Lake View | Balcony'],"['Dubai Arch\n                              4.1\n/59 ReviewsDubai, Jumeirah Lake Towers, Lake Almas East']",,['Apartment'],['438 sqft\n                      /            41 sqm'],['studio'],['1'],"['475,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nShared Gym\nShared Pool'],,['Listed:17 days ago'],['Ready'],"['DescriptionFull Lake ViewMid FloorCurrently rented till 1st March 2020With BalconyUnfurnished\nThis studio apartment, listed exclusively with Better Homes, offers beautiful lake views. It\x92s located on a high floor and has a balcony. It\x92s a very good sized apartment suitable for singles or young couple. It has an open-plan kitchen and a private bathroom. There is a dedicated parking along with this unit. Amenities include a temperature controlled swimming pool, fully equipped gymnasium with health club facilities and 24 hours security.\xa0 The building is situated in a very ideal location, close to the Metro and a few steps away from the supermarket.\xa0 JLT offers scenic water views, skyscrapers which are a vibrant mix of offices, residences and retail and idyllic spots. Experience modern living at its best with good space, This apartment has a motivated seller. The apartment is viewable on appointment and decent offers will be considered.Call today to speak to a specialist.\xa0Company name: BetterhomesRERA ORN: 97 Address: Vision Tower, 42nd Floor, Dubai Office phone no: +97144090911Primary email: customercare@bhomes.comWebsite: www.bhomes.com\nCompany Profile: Better Homes is UAE\x92s most recognised property brand, attracting thousands of buyers, sellers, tenants and landlords every month, and offers a broad range of properties across UAE, from studio apartments to spacious villas as well as a variety of commercial spaces. Our solid team of 150 agents boasts unrivalled community expertise across Dubai, Abu Dhabi and the GCC. To find out more, contact +971600522233 or customercare@bhomes.com or visit www.bhomes.com.']"
10,['LOWEST PRICE!! Own this Stunning unit NOW!'],"['Beach Towers\n                              3.1\n/52 ReviewsAbu Dhabi, Al Reem Island, Shams Abu Dhabi']",,['Apartment'],['859 sqft\n                      /            80 sqm'],['1'],['2'],"['780,000  AED']",[],,[],['Ready'],"['DescriptionWelcome to the exclusivity of Beach Tower, a neighborhood offering a mix of luxury living in magnificent apartment with waterfront and Abu Dhabi Skyline, as well as distinctively designed apartment buildings. A gentle sea breeze calms you, all traffic is diverted underground, while the expansive layout of the development enhances the feeling of space. Enjoy the private beach and the amazing views of the place.Beach Towers is a residential property having 431 different types of spacious units with a private beach and a self-contained community experience. The spacious apartments have one,two, three and four bedroom units and penthouses. The Towers consist of 26 floors in Block A and Block B Apartments. Beach Towers is in the prime location of Shams Abu Dhabi, Al Reem Island.The project offers residents luxury living with smart home facilities. One space is allocated for parking for each apartment. It has lovely surroundings, greenery.Contact us at \xa0+971507522578 and +97124455574 anytime']"
