,title_advert,location1,location2,property_type,property_size,bedrooms,bathrooms,cost,amenities,description,listed,completion,descriptions
0,['Fully Furnished | Higher Floor |High RoI'],"['Goldcrest Executive\n                              4.5\n/54 ReviewsDubai, Jumeirah Lake Towers, Lake Almas West']",,['Apartment'],['639 sqft\n                      /            59 sqm'],['1'],['1'],"['650,000  AED']",['Furnished\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nKitchen Appliances\nSecurity\nShared Gym\nShared Pool\nView of Water'],,['Listed:22 days ago'],['Ready'],"['DescriptionThe building itself is very well maintained and perfectly suits those looking for a comfortable place to live with amenities nearby. Some of these amenities are:\n- 24/7 Security\n- High Speed Elevators\n- Covered Car Parking\n- Pool, Gym, Steam & Sauna\n- Access card entry to Apartment, building and parking\n- Grocery Store Nearby\n- Restaurants and cafes nearby\nGoldcrest Executive is a residential cum office tower in Jumeirah lake towers. It is surrounded by beautiful landscape and crystal clear water of Jumeirah Lake. This tower is a huge 39 floor glass tower with half a million square feet of area. The total height of the building is 140 meters.\nApartments at Goldcrest Executive are located from 21st to 38th floors. Apartments consist of 184 studio and 140 one-bedroom units. All the apartment in Goldcrest Executive are fully furnished with branded fittings and house hold electronics. The glass walled apartments offers spectacular view of the surrounding landscape.......................']"
1,"['2BHK Sea View + City View, Cornish Residence Ajman']","['Ajman Corniche ResidencesAjman, Ajman Corniche Road']",,['Apartment'],"['2,400 sqft\n                      /            223 sqm']",['2'],['3'],"['998,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nSecurity\nView of Landmark\nView of Water'],,[],['Ready'],"['Description-* 2 Bedrooms with Panoramic View \n-* 3 Washrooms \n-* 2400 Sqft \n-* Balcony with Sea View\n-* Tourist Area\n-* Spacious Kitchen \n-* Family friendly surrounding. \n-* 24 Hours Security And CCTV Monitoring \n-* Fiber Internet Connection\n-* Payment Term 7 Years \n-* Price = AED 998,000\\-\n-* For more information please contact                                                                                       \nMr Aamir                                                                                                                                    \n# +971561399934\nWe specialize in residential, commercial properties for Sale & Rent in Ajman. Our Business Activities include:\nReal Estate lease and management,\nReal estate purchase and sale brokerage,\nLand & Real estate purchase and sale.\nProperty owners please enlist your properties with us for best deals in your interest.\nBAIYAN REAL ESTATE L.L.C']"
2,['Elan Unique 4br Villa+Beach access+Wellness'],"['HarmonyDubai, Tilal Al Ghaf']",,['Townhouse'],"['2,354 sqft\n                      /            219 sqm']",['4'],['5'],"['1,550,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nShared Gym\nShared Pool\nWalk-in Closet'],,['Listed:17 days ago'],['Off-plan'],"[""DescriptionTILAL AL GHAF'S - elan has a unique community suburbia to a higher place of balanced living & wellness.\nELAN is a neighborhood with the ideal balance of adventure and respite. Harmony residents enjoy an intimate enclave of their own. Picnic areas and highly walk able areas through the neighborhood make it easy for families to enjoy scenic spaces and leisurely walks. Find the best balance for body and soul within Elan’s natural splendor.\nHighlights\n4 bedroom Luxury Villa of G+1 very spacious with Landscape area@5% TO BOOK AND 3 YEAR POST HANDOVER PAYMENT PLAN\nFree Solar panel available to save 40% of energy first time in Dubai\nBooking starts from 5% and 5% at SPA signing and till Q1 2022 40% and t handover 60%\n355,000 square meter of greenery\nA lagoon bordered by 400 meters\nWalk able Water Front 1.5 KM\n20,000 SQMT private park with open VOX CINEMA & Beach access\nCycling Trail 11 KM\n18 KM of walking & Jogging trails.\n1 Schools and 3 Nurseries\nMalls, Supermarket, Banks\nPrivate clinics and hospitals..""]"
3,['Landscaped|Type 2M|Modern Luxury 3BR|Middle Unit'],"['Maple 2Dubai, Dubai Hills Estate, Maple at Dubai Hills Estate']",,['Townhouse'],"['2,228 sqft\n                      /            207 sqm']",['3 + Maid'],['3'],"['1,950,000  AED']","[""Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nChildren's Pool\nCovered Parking\nMaids Room\nPets Allowed\nPrivate Garden\nSecurity\nWalk-in Closet""]",,['Listed:23 days ago'],['Ready'],"[""DescriptionGrand Diwan Real Estate is offering a chance to live in this impressive, generously spacious residence in Maple 2, Dubai Hills Estate. Maple Community  within Dubai Hills Estate is part of the most ambitious, Centrally-located developments in Dubai. An aspiring green gateway focused on sustainable living in Harmony with nature.\nProperty Features:\n- Access to nearby Cafe's and Restaurants\n- Parks and Open Spaces\n- 3 Spacious Bedrooms + Maid's Room with Built-In Wardrobe\n- Built-up area of 2,228 sq.ft\n- Swimming Pools\n- Children's Play Areas\n- Walking and Jogging Path\n- Fitness Stations\n- Stunning Kitchen Fixtures\n- Mere Minutes Drive from Bustling Downtown Dubai\nThe development has been designed with fresh, contemporary architecture and interiors, clustered around wide-open, tree lined spaces.\nFor Viewing arrangement and more information, Please call Mr. Abdullah Essa Abbas Al Samarai at +971547012222""]"
4,['READY 2021 LOWEST PRICE 2 BED-50% 3 YRS POST PLAN'],"['Beach VistaDubai, Dubai Harbour, EMAAR Beachfront']",,['Apartment'],"['1,200 sqft\n                      /            111 sqm']",['2'],['3'],"['1,900,000  AED']",['Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nConcierge\nPrivate Garden\nPrivate Jacuzzi\nPrivate Pool\nShared Gym\nView of Water'],,['Listed:23 days ago'],['Off-plan'],"['DescriptionGET VIP PRE-LAUNCH ACCESS! CALL ME NOW!D & B Properties are pleased to offer for sale this stunning 2 bedroom apartment in the new Emaar Beach Front, Dubai*SPECIAL OFFER - 50% 3 YEARS POST HANDOVER PLAN - 2 YEARS SERVICE CHARGE WAIVER* Selling Price: AED 1,900,000* Total Build Up Area: 1200 Square Feet* 2 bedroom with en-suite bathrooms* Overall design was inspired by modern yachting culture & loft style living* Ready access to several retail & healthcare facilities at the gr. level* All residents have direct access to the beachEasy access to the beaches, marinas, yacht clubs, malls & dining venues of the Marina & surrounding neighbourhoodsContact Aaron our Specialist to book your unit at +971567548787 l 800 DANDB l www.dandbdubai.comD & B Properties is a leading real estate company in the Intl Off-Plan market including London, Dubai & Abu Dhabi. We assist in every aspect of searching & securing residential off-plan property']"
5,['Very Unique | 1 Bed + Study | Terrace | Vacant Now'],"['Golf Tower 1\n                              5\n/54 ReviewsDubai, The Views, Golf Towers']",,['Apartment'],"['1,345 sqft\n                      /            125 sqm']",['1'],['1'],"['1,075,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nConcierge\nCovered Parking\nSecurity\nShared Gym\nShared Pool\nStudy'],,['Listed:23 days ago'],['Ready'],"['Description- One of a Kind\n- Vacant Now\n- 1 Bedroom and 1 Bathroom\n- Large Study Room\n- 1,345 sq.ft Total BUA\n- 410 sq.ft Terrace\n- Established Community\n- Call Harrison on +971503007054 for more info\nhaus & haus Real Estate is proud to present this rare-to-market one bed plus study apartment in Golf Tower 1, The Views. A one of a kind unit, this 1 bed and 1 bathroom property has a large 1,345 sq.ft BUA including a huge 410 sq.ft terrace and a spacious study room. The property is vacant now with access available by appointment. Call to view today!\nViewing Highly Recommended.\nCall Harrison (BRN: 38131) on +971503007054 for more information, to arrange a viewing or to make an offer.\nFinance is available on this property through haus & haus partners. Please speak to us for more information.\nFor further details or to arrange viewings, please contact our Head Office on +97143025800, alternatively visit our website www.hausandhaus.com where you will find our full selection of properties available both for sale and rent.']"
6,['Amazing immaculate C3  family home for sale'],"['EsmeraldaDubai, Dubai Sports City, Victory Heights']",,['Villa'],"['3,200 sqft\n                      /            297 sqm']",['4 + Maid'],['4'],"['2,900,000  AED']","[""Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nChildren's Pool\nConcierge\nCovered Parking\nKitchen Appliances\nMaid Service\nMaids Room\nNetworked\nPets Allowed\nSecurity\nShared Gym\nShared Pool\nStudy\nVastu-compliant\nView of Landmark\nWalk-in Closet""]",,['Listed:17 days ago'],['Ready'],"['DescriptionFirst Gulf Platinum Properties Real Estate Broker Irani Udowita proudly present this type C3 - 4 bedrooms residential villa in Victory Heights to the market for sale. This beautiful family home located in popular Esmeralda village and is in excellent condition.\nProperty Features:\n* 4 Bedroom + Maids room\n* Open kitchen with appliances\n* Dining area\n* Large reception room\n* Spacious outdoor area \n* 2 car parking\n* BUA: 3,201 sqft\n* Backing greenery\n* Immaculate condition \n* Quiet location\n* Vacant\nIt is an amazing 4-bedroom family home should be viewed to fully appreciate all it has to offer. The property is in very good condition and outside is the right place for family entertainment & leisure. The location of this villa is also close to the community pool and gym.\nGround floor opens to living and dining area, a second reception area and an open plan kitchen. There is also a guest bedroom on the ground floor with an en-suite. \nThe first floor opens three double bedrooms, one with an en suite and the other two sharing a family bathroom. All the upstairs bedrooms also benefit from extra fitted wardrobes.\nVictory Heights is a popular gated community built around the Ernie Els-designed golf course. The community is largely made up of lots of green open space with parks in most of the villages for residents to enjoy. \nThere are over 4 entrances and exits that lead to the three major road networks of Al Khail, Hessa Street and Sheikh Mohammad Bin Zayed Road so access in and out of the community is easy.']"
7,"['STUDIO FOR SALE IN AJMAN PEARL TOWER ONLY 130,000/']","['Tower B2Ajman, Ajman Downtown, Ajman Pearl Towers']",,['Apartment'],['364 sqft\n                      /            34 sqm'],['studio'],['1'],"['130,000  AED']","[""Unfurnished\nCentral A/C\nChildren's Play Area\nConcierge\nCovered Parking\nKitchen Appliances\nLobby in Building\nPets Allowed\nPrivate Garden\nSecurity\nVastu-compliant\nView of Landmark""]",,[],['Ready'],"['Description*** FOR SALE IN PEARL TOWER\n*** STUDIO IN PEARL -- AREA SQ FEET 364\n**** PARTICIPIAL VIEW -- SUNNY ALL THE DAY\n**** PEARL TOWER -- LOCATED IN A VERY GOOD AREA IN AJMAN\n**** EASY TO GO TO ALL PLACES --- LOCATED ON PORT STREET\n**** PRIVATE GARDEN -- SECURITY 24 HOUR\nTo be the agent of choice for anyone considering buying, selling or renting a property in Ajman To provide an outstanding level of service to our clients, making each property transaction a pleasurable experience.\nWe believe in building long-lasting relationships with our clients in order to always be their agent of choice. 50% of our business will come from recommendations and referrals by delivering exceptional service.\nwe provide a professional and transparent service for all property related matters. Our business is built on strong, ethical principles allowing our company to deliver outstanding service and results\nExcellent Home Real Estate LLC Ajman                                                                       .']"
8,['Girona on Earth course - pool and stunning view'],"['Lime Tree Valley\n                              4.9\n/53 ReviewsDubai, Jumeirah Golf Estates, Earth']",,['Villa'],"['5,200 sqft\n                      /            483 sqm']",['5 + Maid'],['5'],"['5,200,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCovered Parking\nKitchen Appliances\nMaids Room\nPets Allowed\nPrivate Garden\nPrivate Pool\nShared Gym\nWalk-in Closet'],,['Listed:17 days ago'],['Ready'],"[""DescriptionAn exciting opportunity to buy property in the exclusive Lime Tree Valley Community within Jumeirah Golf Estates. This 5 BR Girona style home with a spacious open plan layout, is located on the 14thhole of the Earth course.\nThe ground floor features an en-suite guest room and a family kitchen with a breakfast room. This flows through to the formal lounge and dining area, and a family room that opens to the garden. A private swimming pool and BBQ area enjoy unparalleled views across the golf course.\nThe first floor hosts four further generously sized bedroom suites. The Master Bedroom features a walk-in wardrobe and an en-suite bathroom with his and hers vanity units. There is also a first-floor living area adjacent to the 2 front-facing bedrooms.\nThis property presents great potential for extension and remodellingto create the perfect family home.\nThe property is fronted by a double garage, and also hosts an ensuite maid's room.\nFor more information, please contact Lisa Mackenzie on +971564847538.""]"
9,['Below Original Price☛Corner Villa+Full Golf View'],"['LeaAbu Dhabi, Yas Island, Yas Acres']",,['Villa'],"['6,135 sqft\n                      /            570 sqm']",['5 + Maid'],['7'],"['7,000,000  AED']","[""Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nChildren's Pool\nCovered Parking\nMaids Room\nNetworked\nSecurity\nShared Gym\nShared Pool\nStudy\nView of Landmark\nWalk-in Closet""]",,[],['Ready'],"[""DescriptionBoasting some of the region's most attractive landscapes and amenities, Yas Acres puts community at its heart, providing you with solid ground to lay down roots and build memories. Yas Acres embraces a love of leisure and provides you with a world of possibilities to explore and experience at your pace. Whether it is on the golf course, at the mall, by the pool or simply at home with family, Yas Acres offers you the space to nurture the lifestyle of your choice and cherish the moments that matter the most to you. Welcome to Yas Acres, your home in every sense.\nThe Yas Acres Golf & Country Club will also include a wide range of facilities for the entire family such as a multipurpose sports hall, squash and tennis courts, kids activity area, spa and swimming pools.                                            \nReach out to our team at Property Shop Investment to get more details about this property or to schedule a viewing. \nCall us on +971600548200 or access www.propertyshopinvestment.com.""]"
