,title_advert,location1,location2,property_type,property_size,bedrooms,bathrooms,cost,amenities,description,listed,completion,descriptions
0,['Move Now And Pay On 2 Years Payment Plan'],"['District One VillasDubai, Mohammed Bin Rashid City, District One']",,['Villa'],"['5,690 sqft\n                      /            529 sqm']",['4 + Maid'],['7'],"['7,600,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCovered Parking\nKitchen Appliances\nMaids Room\nPets Allowed\nPrivate Garden\nPrivate Pool\nSecurity\nShared Gym\nStudy\nWalk-in Closet'],,['Listed:4 months ago'],['Ready'],"[""DescriptionTamani properties proud to offer you a post handover payment plan for ready brand new & vacant 4 bed room Contemporary in District One.\nMohammad Bin Rashid Al Maktoum City – District One will bring together crystal lagoons and sublime beaches, sweeping parklands and breathtaking architecture. This extraordinary and lively new address promises a luxury lifestyle. A calm suburban location that is perfect for families\nProperty features include:\n- Closed kitchen with internationally known brand appliances, granite countertops, built-in cabinetry, exhaust hood and oven\n- Laundry room with dryer and spinner\n- Storage room\n- Maid's room\n- Driver's room\n- Guest room\n- Private swimming pool\n- Covered parking\nProject Amenities:\n- Largest Crystal Lagoon\n- Parks\n- 24 - hour Security\n- Children Playground\n- Barbecue Area\n- 8.4 km cycling and running track\nTamani Properties\n1506 The Prime Tower\nBusiness Bay\nDubai, UAE\nMobile no: +971555566484\nTel No: +97145539155\nFax No: +97145539153""]"
1,['Direct Beach facing|Fully furnished|No commission'],"['The Residences at District OneDubai, Mohammed Bin Rashid City']",,['Apartment'],['750 sqft\n                      /            70 sqm'],['1'],['3'],"['1,100,000  AED']",['Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nCovered Parking'],,['Listed:3 months ago'],['Off-plan'],"['DescriptionDirect from developer ,No comission\nLow rise buildings in District 1 close to Mansiions and villas .\nBooking from 10% only\n1 Bedroom\nCrystal Lagoon View\n7 km Crystal Lagoon/Private Beach Access for community only\nLuxurious finishing and furnishing with kitchen white goods\nClose Proximity to Downtown Dubai\n1,2,3 BR Apts Available\n6KM Cycling & Running Track\nSupermarket and retail stores\nClinic and Health Center\nWaterfront Community\nThe Residences - District One is a gated community with world-class family friendly amenities right at your doorsteps 60% of the area is covered with amenities,lush greenery,parks,Crystal lagoon.only 40% is constructed area and you will be the part of it\nSituated low & mid-rise towers spanning four to sixteen stories, these contemporary cutting-edge homes bathed in natural light streaming through the ceiling to floor windows,offer stunning views of the Water Body and neighboring lush green corridors.\nCall Amad ismail on +971555818866 or Send us an email and we will contact you......................................']"
2,['*ZERO FEES* I WATERFRONT APARTMENT I *CANAL VIEW*'],"['Waters EdgeAbu Dhabi, Yas Island']",,['Apartment'],"['1,071 sqft\n                      /            99 sqm']",['2'],['2'],"['1,233,322  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nShared Pool'],,[],['Off-plan'],"['Description*Let me help you to find the right unit for you (Whatspp, msg, call)\n\t * Flexible Payment Plan. Ready to View. Handover Feb 2021\n\t * Community center\n\t * 2 multipurpose courts\n\t * 7 gyms\n\t * 3 pools\n\t * 24/7 security\n\t * Nursery\n\t * Water taxi, running tracks, walking paths and much more\nThese amazing waterfront apartments are located on its own canal and 800m long promenade in the heart of Yas Island. Here, residents will be able to enjoy a waterfront walk lined with cafes, restaurants and shops. The destination will feature also landscaped gardens, gyms, pools and jogging track. Yas Park is just steps away, a spot perfect for picnic and great barbecue.\nCall Tekla Gal on +971556668565 or visit www.edwardsandtowers.com \nEdwards and Towers \nCompany Profile: Bringing over 15 years of real estate experience in the UAE and RICS professional accreditation, Edwards and Towers is well placed to help our customers meet their needs. We offer the full range of real estate services, including residential sales & leasing, commercial sales & leasing, property management, RICS valuations and investment advice.']"
3,['For Quick Sale| Plus Maids | Unfurnished'],"['Centrium Tower 1\n                              4\n/51 ReviewsDubai, Dubai Production City (IMPZ), Centrium Towers']",,['Apartment'],"['1,359 sqft\n                      /            126 sqm']",['3'],['4'],"['730,000  AED']","[""Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nCovered Parking\nShared Gym\nShared Pool""]",,['Listed:3 months ago'],['Ready'],"[""DescriptionEngel & Voelkers is proud to present this spacious and vacant three bedroom plus maid in Centrium Tower 1 at the Dubai Production Zone.Property Details:- 1359sq/ft of living space- Semi-closed American plan kitchen- Well planned living room with a balcony- Master bedroom with balcony\xa0- Maid's room with attached washroom- Supermarkets within the building- Full facility buildingThe International Media Production Zone (IMPZ) is a community-developed over a scenic landscape with man-made lakes in an area of 43 million square feet. IMPZ is both an industrial community serving the global media production industry as well as a residential neighbourhood where residents enjoy amenities such as recreation and fitness centres, shopping centres, and 24-hour security in a tranquil setting with downtown only a short drive away.Engel & Voelkers is one of the world\x92s leading service companies specializing in the brokerage of residential and commercial properties, yachts and aviation, with 800 offices in over 30 countries.""]"
4,['CORNER CONTEMPORARY MANSION|TYPE B|ON THE LAGOON'],"['District One MansionsDubai, Mohammed Bin Rashid City, District One']",,['Villa'],"['17,326 sqft\n                      /            1,610 sqm']",['7 + Maid'],['7+'],['Ask for price'],['Unfurnished\nBalcony\nBuilt in Wardrobes\nMaids Room\nPrivate Garden\nPrivate Pool\nSecurity\nStudy\nWalk-in Closet'],,['Listed:more than 6 months ago'],['Off-plan'],"[""DescriptionRealty Force Real Estate brokers is pleased to offer you 7 bedroom contemporary luxury mansion in District one. \nFeatures:\n-Contemporary design\n* BUA: 17,326 sq.ft\n* Plot: 19,000 sq.ft\n* Private pool\n* Elevator\n* 2 Kitchens with Miele appliances\n* Located on the Lagoon\n* Huge Maid's & Driver's room\n* Basement \n* Underground parking \nBROKERS EXCUSE.\nPlease talk to us once before making a final decision. \nAll our ads are genuine after confirming with Sellers\nMohammad Bin Rashid Al Maktoum City – District One will bring together crystal lagoons and sublime beaches, sweeping parkland and breathtaking architecture. This extraordinary and lively new address promises a luxury lifestyle. A calm suburban location that is perfect for families who like peaceful and interactive, generous spaces with cohesive color schemes of natural materials and shades of grey\nExclusive and elegant lifestyle community set amidst natural surroundings in heart of Dubai. It is premier destination for those that aspire to live extraordinary\nRealty Force Real Estate Brokers LLC\nMobile No:+971554802323\nPhone No:+97143682323\nRERA ORN 1038\nEmail: sales@realty-force.com""]"
5,['3 Beds+Maid full See View For Sale in Sadaf 6 JBR.'],"['Sadaf 6\n                              3.7\n/55 ReviewsDubai, Jumeirah Beach Residence, Sadaf']",,['Apartment'],"['1,888 sqft\n                      /            175 sqm']",['3 + Maid'],['4'],"['2,080,000  AED']",['Unfurnished\nBalcony\nCovered Parking\nMaids Room\nPets Allowed\nPrivate Pool\nSecurity\nShared Gym\nShared Pool\nView of Water'],,['Listed:more than 6 months ago'],[],"['DescriptionJumeirah Beach Residence (also known as JBR is a 1.7 kilometers (1.1 mi) long, 2 square kilometers (0.77 sq mi) gross floor area waterfront community located against the Arabian Gulf in Dubai Marina in Dubai, United Arab Emirates. It is a residential development and contains 40 towers (35 are residential and 5 are hotels). JBR can accommodate about 15,000 people, living in its apartments and hotel rooms. \n Paradise Oasis is a leading Real Estate Brokerage in the United Arab Emirates and has been dedicated to friendly, professional service for more than a decade. Initially, Paradise Oasis was established in Iran but in 2004 decided to move all business operations in Dubai. Paradise Oasis prides itself on honesty, integrity and after-sales service that will please the most demanding client.\nFor more info call us +971526727888 / +971556164767']"
6,['Arabian Ranches 3 | 5% Down Payment Only'],"['SunDubai, Arabian Ranches 3']",,['Townhouse'],"['1,938 sqft\n                      /            180 sqm']",['3'],['3'],"['1,200,888  AED']","[""Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nConcierge\nCovered Parking\nPets Allowed\nPrivate Garden\nPrivate Jacuzzi\nShared Gym\nShared Pool\nStudy""]",,['Listed:more than 6 months ago'],['Off-plan'],"['DescriptionTabani Real Estate is delighted to offer for sale this stunning 3 bedroom Townhouse located in Sun, Arabian Ranches III.* Price starts from: AED 1,200,888/-* Built Up Area starts from: 1,937 Square Feet* 3 Bedroom with en-suite bathrooms* Ready by April 2022* 50% DLD Waiver* 100% Service charge waiver for 5 years* 60/40 Payment Plan | 3 Year Post HandoverAmenities:* Sports Courts* Lazy River* Trampoline Park* Botanical Garden* Skate Park* Clubhouse* Man made rivers* Kids play area* Barbecue AreaAfter the success of Arabian Ranches I & II, Emaar Properties is now launching the long-awaited phase \x91Arabian Ranches III\x92. A gated Lavish life community compromises modern townhouses surrounded by nature and lush landscaping. Live in with serenity and prestigious leisurePlease contact us for more details:\xa0Tel : +971527467779 abaid@tabanirealestate.ae BRN : 40593Tabani Real Estate is a well trusted and Certified investment and real estate consultancy firm']"
7,['Mediterranean inspired Palm Villa | Make An Offer'],"['Signature Villas Frond KDubai, Palm Jumeirah, Signature Villas']",,['Villa'],"['7,000 sqft\n                      /            650 sqm']",['5'],['6'],"['17,999,999  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nKitchen Appliances\nPets Allowed\nPrivate Pool\nSecurity\nShared Gym\nView of Water'],,['Listed:2 months ago'],[],['DescriptionThis amazing villa is nothing close to your regular Palm Jumeirah property. it comes fully equipped with several features which includes;\n- Private pool\n- Beach Access\n- Extended Plot\n- Mid - Number\n- Mediterranean inspired Design\nABOUT PALM JUMEIRAH:\nPalm Jumeirah is said to be an artificial archipelago. It is developed by Nakheel Property. Palm Jumeirah has been divided into many clusters which consist of Villas and Apartments. Palm Jumeirah is constructed on Persian Gulf and has outstretched itself till Dubai shoreline. Palm Jumeirah is the smallest island of the trilogy constructed on Persian Gulf that are Palm Deira and Palm Jebel Ali. Most of the luxurious apartments of Palm Jumeirah are located right in front of the ocean that provides a heavenly beach home for its residents. The area is given a shape of a palm tree with a crescent shaped water barrier which holds a symbolic importance in the real estate market of Dubai.\nOn the Palm Jumeirah some of the renowned and world’s most prestigious hotels are located that gives an iconic significance to it as it is one of the famous landmark of the city of Dubai. It is one of the main and the most desired luxurious area of Dubai that gives a breath taking view of the deep blue waves of the Persian Gulf. It is an epitome of beauty and deluxe living.']
8,['Largest Corner 4 Bed | 4D1 | Vacant On Transfer'],"['Villa Lantana 2Dubai, Al Barsha, Villa Lantana']",,['Villa'],"['4,151 sqft\n                      /            386 sqm']",['4 + Maid'],['5'],"['3,599,000  AED']","[""Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nChildren's Play Area\nConcierge\nCovered Parking\nMaids Room\nPets Allowed\nPrivate Garden\nPrivate Jacuzzi\nShared Gym\nShared Pool\nStudy""]",,['Listed:2 months ago'],['Ready'],"[""DescriptionThis amazing Type 4D1 in Villa Lantana 2 is a 4 bedroom detached villa independent villa. The built up area is 4,151 sqft and sits on a plot of 4,473 sqft. The plot is fully landscaped with artificial grass.Type 4D1 is the only detached layout from the 4 bedrooms that does not have a bedroom on the ground floor. From the main entrance it comes with 2 living rooms with the bigger one connecting to the dining area. On the first floor are all the 4 bedroom ensuite bedrooms along with a family lounge which connects to the large terrace overlooking the communityVilla Lantana is a gated community of 440 detached and semi-attached villas located in Al Barsha South close to Dubai's main business districts and local amenities.Villa Lantana is a gated community of 440 detached and semi-attached villas located in Al Barsha South close to Dubai's main business districts and local amenities.\xa0 The villas are contemporary in design and practically planned for modern families to enjoy a happy and hassle-free life.""]"
9,['Affordable 4BR Townhouses | 40/60 Payment Plan'],"['Sama TownhousesDubai, Town Square']",,['Townhouse'],"['2,446 sqft\n                      /            227 sqm']",['4'],['4'],"['1,599,888  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nConcierge\nPets Allowed\nPrivate Garden\nPrivate Pool\nSecurity\nShared Gym\nShared Pool'],,['Listed:2 months ago'],['Off-plan'],"['DescriptionSama Townhouses in Town Square by NSHAMA\nPayment plan:\n40% during construction\n60% on handover \nHandover: July 2021\nProperty details:\n4 Bedrooms\nBUA: 2430 - 2446 sqft\nSelling Price: AED 1.59 million onwards\nTownhouses by Nshama redefines serenity. A fusion of modern living for residents with a contemporary lifestyle. The perfect world exists. Only at Nshama\nAn urban self-sufficient gated community promises you an exemplary lifestyle. With its enviable location, beautifully designed townhouses provide the perfect haven for your family to learn and grow together.\nFacilities and amenities:\nVAST AREA FOR PARKING\nHEALTHCARE CLINICS\nSCHOOL\nCONVENIENCE RETAIL STORES\nRETAIL OUTLETS\nCINEMA\nSPORTS AREA\nBOUTIQUE HOTEL\nCYCLING TRAIL\nGREEN AND JOGGING TRAILS\nOVER 50,000 SQ. M. TOWN SQUARE PARK\n260,000 SQ. M. OF GREEN AREA\nCall Reyn Obillos for further details and booking the unit.']"
