,title_advert,location1,location2,property_type,property_size,bedrooms,bathrooms,cost,amenities,description,listed,completion,descriptions
0,['Luxury Stunning Villa  in Frond C private beach'],"['Garden Homes Frond CDubai, Palm Jumeirah, Garden Homes']",,['Villa'],"['7,088 sqft\n                      /            658 sqm']",['4 + Maid'],['6'],"['10,999,999  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nKitchen Appliances\nMaids Room\nPets Allowed\nPrivate Garden\nPrivate Pool'],,['Listed:16 days ago'],['Ready'],"[""DescriptionWe are pleased to offer you 4BR (Garden Home) in Palm Jumeirah for Sale\nPalm Jumeirah \nThe Palm Jumeirah is an artificial archipelago in Dubai, in the United Arab Emirates, created using land reclamation by Nakheel which extends into the Persian Gulf. It is part of a larger series of developments called the Palm Islands, including Palm Jebel Ali and Palm Deira, which, when completed, will together increase Dubai's shoreline by a total of 520 kilometres.\nProperty Details:\nLocation: Palm Jumeirah\nType: 4BR + Maid (Unfurnished)\nSize: Plot – 7088 Sqft | BUA – 5000 Sqft\nView: Burj Al Arab View\nStatus: Rented @ AED. 335,000/- till January 27, 2020\nAsking Price: AED. 10,999,999/-\nAgency Fee: 2% of the Sale + VAT\nFor further consultation and viewing, contact: A R A S Real Estate LLC - +971506097002\nThe tree-shaped Palm Jumeirah island is known for glitzy hotels, posh apartment towers and upmarket global restaurants. Food trucks offering snacks like shawarma dot the Palm Jumeirah Boardwalk, popular for its views of the Dubai coastline and the sail-shaped Burj Al Arab hotel. Beach clubs with spas and infinity pools turn into boisterous nightclubs with live DJs in the evening.""]"
1,['BRAND NEW 5 BHK VILLA FOR SALE IN AL ZAHRA 5000 SQFT'],"['Al Rawda 1Ajman, Al Rawda']",,['Villa'],"['5,000 sqft\n                      /            465 sqm']",['5'],['6'],"['1,400,000  AED']",['Unfurnished\nBalcony\nBarbecue Area\nCentral A/C\nPets Allowed\nPrivate Garden\nSecurity\nWalk-in Closet'],,[],[],"['DescriptionAVAILABLE VILLA FOR SALE AL ZAHRA AJMAN\n* 5 Bedroom \n-* 6 washrooms . \n-* Front and Back Open Area\n-* Spacious cars Parking \n-* 5000 Sqft \n-* Spacious Kitchen \n-* Rent = AED 1400000 (1.4 million)\n-* For more information please contact\nMr danish kamal+971528273898\nWe specialize in residential, commercial properties for Sale & Rent in Ajman & Umm Al Qwain. Our Business Activities include: \nReal Estate lease and management,\nReal estate purchase and sale brokerage,\nLand & Real estate purchase and sale.\nProperty owners please enlist your properties with us for best deals in your interest.']"
2,['Palatial Masterpiece / One of a kind'],"['Sector LDubai, Emirates Hills']",,['Villa'],"['38,000 sqft\n                      /            3,530 sqm']",['6'],['7+'],['Ask for price'],['Unfurnished\nBalcony\nCentral A/C\nPrivate Garden\nPrivate Gym\nPrivate Jacuzzi\nPrivate Pool\nSecurity'],,['Listed:5 months ago'],[],"['Description• BUA 23,000 sqft\n • PLOT 38,000 sqft\n • Grand 20ft high entrance lobby\t\n • 6 spacious bedroom suites\n • St Regis hotel designers\n • Large formal dining room\n • 2 kitchens (Family and full chefâ€™s kitchen)\n • Home theatre and Technogym gymnasium\n • Swimming pool/Jacuzzi\n • Full golf-course and skyline views\nAlex at Dacha Real Estate is delighted to present to the market this one of a kind palatial masterpiece. Situated on a spectacular 38,000 sqft plot within the most prestigious address Dubai has to offer this Imposing private location and gated Emirates Hills Community. The villa was built and conceptualized by world leading award winning architects and International designers with many fine qualities in a grand classic structural form and design to maximize space and light in a highly inventive and seamless elegant style without conforming to any symmetry. Using the latest exuberant textures and materials from around the world of the highest quality by renowned European craftsmen. 23,000 sqft of luxury panoramic abode of princely proportions built to maximize the beautiful Golf Course and Marina skyline views.\n-\t20ft voluminous Entrance Lobby with a grand bifurcated staircase and Onyx floor to ceiling tiles.\n-\tGround floor guest suite. \n-\tMitsubishi elevator accessing all floors. \n-\tGrand elliptical formal lounge with open onyx bar and formal dining room.\n-\tMagnificent home study which could double up as a second guest suite.\n-\t2 Kitchens, One family kitchen and a full chefs grease kitchen at the back of house. \n-\tFamily sitting room with a separate games room at the rear. \n-\tElegant bathrooms from THG Paris.\n-\tCrema Marfil marble from Italy. \n-\tElan Smart home system throughout the house and accessed in all of the rooms. \n-\tGymnasium with Technogym equipment that overlooks the pool.\n-\tSony 12-seater Home theatre. \n-\tLarge outdoor pool with Jacuzzi.\n-\tSunken fire pit adjacent to the pool and barbecue station. \n-\t6 large suites with en suite bathrooms and walk-in dressing rooms.']"
3,['Brand New Studio| SKY Collection |Modern Fully Furnished'],"['Anantara ResidencesDubai, Palm Jumeirah']",,['Apartment'],['530 sqft\n                      /            49 sqm'],['studio'],['1'],"['1,200,000  AED']","[""Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nConcierge\nCovered Parking\nKitchen Appliances\nShared Gym\nShared Pool\nView of Water""]",,['Listed:more than 6 months ago'],['Ready'],"[""DescriptionKey Features:Brand New Studio\xa0 \xa0Living Space (441 sq.ft/ 40.98 sq.m.)Balcony (89 sq.ft/8.27sq.m.)Modern with High-Quality Finishing\xa0 \xa0 \xa0Fully FurnishedTop Floor | Penthouse LevelPart of 5 Star Hotel with Access to Hotel\x92s FacilitiesAccess to the Beach, Swimming Pools and GymnasiumPartial Sea ViewMultiple Units Available\xa0John Taylor Luxury Real Estate is pleased to offer for sale this exclusive SKY Collection Studio Apartment located in Anantara North Residences, East Crescent of Palm Jumeirah. Located on the world-famous Palm Jumeirah just off the coast of Dubai, Anantara The Palm Dubai Resort boasts 400 metres of private shoreline and surrounding views of the Arabian Gulf, Palm Jumeirah and Dubai Skyline. Residents and guests will indulge in an exclusive beach escape, while still enjoying the excitements of the city.The Residents will be entitled to discounts in all Resort Food& Beverage Outlets as well as famous Anantara Spa. There is one allocated secure basement parking space and free valet parking available to your guests.\xa0The revered Palm Jumeirah is the world's largest man-made island and is comprised of a two-kilometre long trunk, a crown made up of 17 fronds and a surrounding crescent. Its 4,000 exclusive villas and spacious apartments enjoy beautiful sea views along with amazing facilities such as a range of sophisticated beach clubs - each with swimming pool, gym and restaurant. A dazzling selection of five-star resorts, including the famous Atlantis hotel, make this a truly unique place to buy a luxury home.\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0Call Inesa Pevceviciene on +971555999015 / +97143941977 or visit www.john-taylor.ae for further details.\xa0Agents, please excuse.""]"
4,['HOME WITH AUTOMATION AND WOODEN FLOORING'],"['Signature LivingsDubai, Jumeirah Village Circle']",,['Apartment'],"['1,147 sqft\n                      /            107 sqm']",['2'],['2'],"['1,050,819  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nConcierge\nCovered Parking\nKitchen Appliances\nMaid Service\nPrivate Garden\nPrivate Jacuzzi\nPrivate Pool\nSecurity\nShared Gym\nShared Pool\nStudy\nView of Landmark\nWalk-in Closet'],,['Listed:6 months ago'],['Off-plan'],"['DescriptionNot Just Home Automation & Luxe, but aesthetically pleasing too.\nSignature Livings is the first solar powered residential project, designed to achieve modern day needs of now and future.\nBuilding Interiors:\n- Smart phone enabled temperature control\n- Integrated sound in Master Bathroom, yes listen to Music or Radio\n- Hardwood Floor\n- 100% Italian equipped kitchen with Kitchen Island\n- High Floor to ceiling window walls\n- Plunge pool on Terrace\n- Open air Glass Squash Court in courtyard\n- Temperature controlled Infinity pool\n- Jacuzzi\n- Modern health club\n- Natural landscaping\n- Surrounded by Trees\n- 2 BBQ decks on top floor\n- Live NEXT to JSS SCHOOL and PARK\n- Lowest service charges - The Solar and sustainable effect !!\nBuilding Facilities:\n- Coffee machine in lobby\n- Integrated Fragrance\n- In house maintenance team\n- Concierge service \n- WIFI \n- Study Corner\n- Storage on lease\n- Kids playing corner in courtyard\nCall me today to view the Show Apartment']"
5,"['Corner Plot,Near Nikki Beach,No Maintenance Charges']","['Pearl JumeirahDubai, Jumeirah']",,['Land'],"['12,316 sqft\n                      /            1,144 sqm']",[],[],"['3,500,000  AED']",['Built in Wardrobes\nCentral A/C\nConcierge\nCovered Parking\nMaids Room\nPets Allowed\nPrivate Garden\nPrivate Pool\nView of Landmark\nView of Water'],,['Listed:more than 6 months ago'],[],"['Description-Freehold\n-A New community in Jumeirah Freehold\n-No Maintenance Fees\n-Near To Nikki Beach Resort\nPearl Jumeirah Adjacent to the Jumeirah shoreline, with spectacular sea views over the Arabian Gulf and the awe-inspiring Dubai skyline, lays the exclusive residential development of Pearl Jumeirah. Positioned to become an elite address for beach front peninsula living,Pearl Jumeirah creates an open community catered to individuals who enjoy the seclusion of a desert island destination yet always stay connected to the city. \nThis reclaimed island will cover approximately 8.3 million square feet of land.More than 300 residential villa plots, fully serviced with all infrastructure requirements and with an average plot size of 10,000 square feet, are being developed across 7 key residential areas.\nThe master developer for Pearl Jumeirah is Meeras and the community is maintained by Dubai Municipality.\nWe have more plots available on the island']"
6,['| Private Entrance |Huge Stand Alone Villa In MBZ'],"['Mohamed Bin Zayed Centre\n                              3.8\n/54 ReviewsAbu Dhabi, Mohamed Bin Zayed City']",,['Villa'],"['1,764 sqft\n                      /            164 sqm']",['7+ + Maid'],['7+'],"['7,500,000  AED']",['Unfurnished\nBuilt in Wardrobes\nCentral A/C\nMaids Room\nPrivate Garden\nStudy'],,['Listed:2 months ago'],['Ready'],"['DescriptionVery cozy and spacious villa in the heart of MBZ. It composes 8 bedrooms, a spacious living area, a nice kitchen, and a parking area.This suburb residential development. It is 30 min drive from Abu Dhabi city center and conveniently located for commuters to Al Ain and Dubai. Neighboring areas are Khalifa City B and Mussafah. There are residential towers and villas in the area either detached or semi-detached with their own parking, pools, and gardens. Homes are rented out as a whole or as separate units. The area also has gardens, recreational facilities, and retail spaces. There is Mazyad mall and further away is the Abu Dhabi mall which is the closest large scale shopping center. \xa0The Shangri-la souk is also 5min drive away.\xa0Call Alia Abdulrahman on +971585419907 or visit www.edwardsandtowers.com for further detailsCompany name: Edwards and Towers Abu DhabiCompany Profile: Bringing over 15 years of real estate experience in the UAE and RICS professional accreditation, Edwards and Towers are well placed to help our customers meet their needs.']"
7,['LUXURIOUS SIGNATURE HALF FLOOR PENTHOUSE | READY SOON'],"['IL PrimoDubai, Downtown Dubai, Opera District']",,['Penthouse'],"['5,583 sqft\n                      /            519 sqm']",['4'],['5'],"['19,000,000  AED']",['Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nConcierge\nPrivate Garden\nPrivate Jacuzzi\nPrivate Pool\nShared Gym\nView of Water'],,['Listed:7 days ago'],['Off-plan'],"['DescriptionULTRA LUXURY PENTHOUSES IN A GREAT LOCATIOND & B Properties are excited to offer for sale this very unique half floor 4 bedroom penthouse located in the incredible IL Primo in Downtown Dubai by Emaar.* Selling Price: AED 19,000,000* BUA: 5,583 Sq. Ft.* Half Floor 4 Bedrooms all with en-suite bathrooms* High floor level* Ready to move in by 2020* Ultra-luxurious project found next to Opera House* Unbelievable front facing views of Burj Khalifa and Fountains* Maids rooms, Drivers room, Gym, Study & Staff accommodation.* Flexible payment plan* Recreational podium along with swimming pools, business lounge, retail destinations, multi-purpose hall, and other elite servicesCall our Downtown Dubai expert today for more info or to organize a tour +971527845164 | www.dandbdubai.com | 800DANDBD & B Properties is a leading real estate company in the Intl Off-Plan market incl London, Dubai & Abu Dhabi. We assist in every aspect of searching and securing residential off-plan property.']"
8,['G+4  Brand new Bulding for sale in Rawda'],"['Al Rawda 1Ajman, Al Rawda']",,['Whole Building'],"['20,000 sqft\n                      /            1,858 sqm']",[],[],['Ask for price'],['Unfurnished\nBalcony\nCentral A/C\nSecurity'],,[],['Ready'],"['DescriptionGreat and High Quality Commercial residential Building For Sale\nBrand New 2019 - Freehold In Ajman Al Rawdah1\nNumber of unites: 86\n- shops: 13\n- 1 Health club\n- 12 Flats (3 Bedroom)\n- 48 Flats (2 Bedroom)\n- 12 Flats (studio)\nHigh Quality and Excellent Finishing, Best Layout, big size apartments, most apartments have 2 balcony and 3 bathrooms, master bathroom+guest toilet\nPlot size:. 20000 sq.ft\nRental income 2,400,000 (10%)\nAsking Price 24,000,000\nOn the main road, 5 minutes easy excess to sheikh muhamed bin zayed road\n100% freehold for all nationalities, Good for investment\nCovered Car parking,Security room CCTV,Government electricity,high speed 2 elevator,Very need,clean Building,big size hall and rooms in very good price\n- Al Rawdah1 is the famous living community located at the popular Al Hamidya main road in Ajman,near Shiekh Ammar road and close to all amenities,government buildings,5 minutes to city center,15 minutes to the airport\n- The building is Prime Location in the main road and it is very clean and spacious,there is a room for the guard and equipped with surveillance cameras,central AC to reduce electricity load,Sustainable thermal walls, LED lights,quality finishing\n- Near by Places:government buildings,School Area, Al Kenz shopping Center,Restaurant, cafeteria,Mosque,Public Transportation,supermarkets,easy access going to Dubai and other emirates road\nCall us now for more details about this, for further details and information+971505013286 or +971555994044']"
9,['Best Offer | Studio in Fayrouz - Bab Al Bahr'],"['FayrouzRas Al Khaimah, Al Marjan Island, Bab Al Bahar']",,['Apartment'],['591 sqft\n                      /            55 sqm'],['studio'],['1'],"['285,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nShared Gym\nShared Pool\nView of Water'],,['Listed:1 month ago'],['Ready'],"['DescriptionProperty and Community Description:* Includes centralized a/c, kitchen cabinets and wardrobes* White sandy beach front* Community swimming pool and kids play area* Next to Rixos Hotels* Within the Al Marjan Island Development* Close to retail shops, cafés and restaurants* Gate access control system with 24 hours security* Covered car park* Shared Swimming Pool* Wide range of units from Garden, to Sea view with low or high floor.Ras Al Khaimah offers a variety of entertainment including exclusive Hotels & Resorts, international cuisines\x92 restaurants, health clubs and spas perfect for relaxation. It also offers outdoor activities such as\xa0Watersports, Sailing Cruises, Desert camps, Golf courses and mounting climbing.Company Description:* Sherwoods Property has been established since 1984 and has been in the UAE since 1989.\xa0* We offer a one stop shop; whether your are a purchaser, vendor, investor, potential tenant.Call Sherwoods Property RAK on +971509220514 / +97172444988 or visit http://www.sherwoodsproperty.com for further details']"
