,title_advert,location1,location2,property_type,property_size,bedrooms,bathrooms,cost,amenities,description,listed,completion,descriptions
0,['10% ROI | Investor Deal | Surf  Townhouses Emaar'],"['SurfDubai, Dubai Creek Harbour (The Lagoons), Creek Beach']",,['Apartment'],['680 sqft\n                      /            63 sqm'],['1'],['2'],"['980,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nShared Gym'],,['Listed:3 months ago'],['Off-plan'],"[""DescriptionS?URF CREEK HARBOUR BY EMAARRide the Wave of Wonderful MomentsExclusive Offer:- 5%\xa0Down Payment Only - 60/40\xa0Post Payment Plan Over\xa02 Years\xa0- Prices Starting From\xa0AED 799,999\xa0- 5 Years of Free\xa0Property Management\xa0- 2%\xa0DLD Waiver\xa0- 0%\xa0Agency Commission- Ready by Q4 2022- Investor Deal- 10% ROI- Dubai Creek View1, 2 & 3\xa0Bedroom Apartments For SaleThese are just some of the discoveries that will capture your heart at SURF. A magical place where family living feels like a\xa0never-ending holiday.Creek Beach is full of surprises, including a dazzling plaza. Only a few steps from SURF, the plaza has a beautiful water feature at its heart, surrounded by promenades, farmer's markets and other events that foster a sense of community.Walk through the landscaped courtyard to the licensed bars and restaurants at the Vida Hotel. Or simply spend quality time with family among your resort-style amenities.Connectivity: Perfectly Connected? Closest to Creek plaza? Next to the Pedestrian bridge leads to Dubai square & creek tower? Close to Creek beach? Ras Al Khor Wildlife Sanctuary? Access to dedicated metro stationAmenities: All at Your Doorstep? A Shimmering Pool? Fully Equipped Residents\x92 Gym? Multi-Purpose Community Room? A Children\x92s Playground? Barbecue Outdoor Dining Areas? Landscaping and Green SpacesCall Harbor Real Estate on +971509166543 / +97143251616 or visit www.harbordubai.com for further details""]"
1,['2 Car Parking Slots for Every 2BR Apartment'],"['Skycourts Tower ADubai, Dubai Land, Skycourts Towers']",,['Apartment'],"['1,236 sqft\n                      /            115 sqm']",['2'],['2'],"['981,315  AED']","[""Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nShared Gym\nShared Pool""]",,['Listed:more than 6 months ago'],['Ready'],"[""Description2-Bedroom Apartments in Skycourts, DubailandOther Units available; Different sizes and competitive prices!!* 2 car parking slots for every 2BR Apartment* Great ROI \x96 up to 10% annual rent returns* 10% expected annual capital appreciation leading up to Expo 2020* Vacant & rented units with immediate income* Long-term finance available by most banksTake a look at our 7 Years Payments Plan Option* Payable in 7 Years* 10 % Down-payment* Monthly Payment for 84 Months* 4% registration fee paid by the developer* Bonus: Free Service Charges for the 1st Year* Guaranteed annual capital appreciationOpen House from Saturday to Thursday,\xa09am\xa0to\xa06pmKey Features* 6 state-of-the-art duplex gymnasiums, 2 large swimming pools, children's pool, 6 enchanting Skycourts lounges and spacious lush gardens* 24-hour security, in-house maintenance* Cafes, salons, restaurants, clinic, pharmacy, laundry, a major supermarket and other services retailInterested?\xa0Call Harbor Real Estate NOW!\xa0Our consultants speak the English, Arabic, Hindi, Russian, Kyrgyz, Turkish, Urdu, Filipino, Czech and Slovak languages.For more info call or Whatsapp +971509166543""]"
2,['Great Investment | Stunning Burj Khalifa Views'],"['Downtown Views IIDubai, Downtown Dubai']",,['Apartment'],"['1,104 sqft\n                      /            103 sqm']",['2'],['2'],"['1,750,000  AED']","[""Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nShared Gym\nShared Pool""]",,['Listed:3 months ago'],['Off-plan'],"['DescriptionProvident Real Estate proudly presents this luxurious 2 Bedroom with an unbeatable price. This unit is centrally located in Downtown Views II.Within walking distance to The Dubai Mall, Downtown Views II promises the pinnacle of urban living. Given their impressive height, the three gleaming towers offer awe-inspiring views of Burj KhalifaProperty details:- Balcony with Burj Khalifa view- 1104 Sqft- 2 Bath- Fully Fitted Kitchen- Mid Floor- Children playing area- Tower 3- Gym- Shared Pool- Payment Plan- Handover on Dec 2020Downtown Views II promises the pinnacle of urban living with awe-inspiring vistas of Burj Khalifa, The Dubai Fountain and the Dubai cityscape.\xa0\nFor \xa0booking please call Provident Estate on +971527611173 or visit www.providentestate.com for further details and informations.Company name: Provident Real EstateRERA ORN: 1933 Address: Office #702, Al Barsha 1, Al Zarooni Bldg. Dubai (UAE) Primary email: offplan@providentestate.comWebsite: www.providentestate.com']"
3,['Upgraded/Spacious 3 Bed /Gated Community'],"['Masakin Al Furjan\n                              3.8\n/53 ReviewsDubai, Al Furjan, South Village']",,['Apartment'],"['1,867 sqft\n                      /            173 sqm']",['3 + Maid'],['4'],"['1,418,000  AED']","[""Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nCovered Parking\nMaids Room\nShared Gym\nShared Pool""]",,['Listed:4 months ago'],['Ready'],"['DescriptionTabani Real Estate the leading & Al Furjan # 1 Real Estate Company\xa0proud to offer you this Upgraded 3 Bedroom + Maid\'s Room apartment in Masakin for Sale:Masakin,Al Furjan\xa0Type: 3 Beds + Maid\'s RoomClosed Kitchen2 Covered ParkingHuge Space for Kids Play AreaSize: 1867.55 sqftPrice :1,418,000 AED\nMasakin is one of the Beautiful projects by master developer ""Nakheel"", which is the only gated community in Al Furjan. Strategically located very close to Metro Station,the residents of Masakin would enjoy the proximity of the IBN Battuta Mall as well as the upcoming metro line that extends all the way to DIP.Al Furjan is a vibrant residential development located between Sheikh Zayed Road and Mohammed Bin Zayed Road, adjacent to the Discovery Gardens community and is accessible from Al Yalayis Street and Al Asayel Street.Nearby PlacesClose to Upcoming Metro StationClose to IBN Batuta MallClose to Al Furjan PavilionFor more information, please call Ali Chippa +971582465290 / +97142408081Email: alichippa@tabanirealestate.ae']"
4,['Spacious | Bright | 1BHK | For Sale - Cour Jardin'],"['Damac Maison Cour Jardin\n                              4.4\n/52 ReviewsDubai, Business Bay']",,['Apartment'],"['1,322 sqft\n                      /            123 sqm']",['1'],['2'],"['950,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nSecurity\nShared Gym\nShared Pool'],,['Listed:5 months ago'],[],"['DescriptionTulip Home Real Estate is proud to offer the stunning one Bedroom apartment in Damac Courjardin Hotel Apartments, located in the heart of Business Bay..\nAbout Damac Courjardin:\nDAMAC Maison Cour Jardin is a stunning 19-storey mixed-use tower, for those who thrive on the buzz of the city. The stunning building blends seamlessly with its incredible neighborhood in the ‘platinum square kilometre’ of Dubai. Strategically located in the heart of the business, dining and shopping district of Dubai, these luxury suites are a sanctuary for both business and leisure travelers alike.\nProperty Details:\n- Huge One Bedroom apartment\n- 2 Bathroom\n- Balcony\n- Gym\n- Pool\n- Sauna\n- Partial Canal View\n- 5 minutes drive from Burj Khalifa\n- Vacant and ready to move in\nFOR MORE DETAILS PLEASE CONTACT.                                                \nKamal Al Adawi\nMob no.: +971507691701\nkamal@tuliphomere.com\nBRN: 44544\nOFFICE DETAILS: \nTULIP HOME REAL ESTATE \nORN: 22554\nPermit No. 0379316490                      \nOffice No. +97143935282\nwww.tuliphomere.com']"
5,['Villa first inhabitant central air conditioning'],"['Al Mwaihat 1Ajman, Al Mwaihat']",,['Villa'],"['5,500 sqft\n                      /            511 sqm']",['6'],['7+'],"['1,850,000  AED']","[""Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nChildren's Pool\nConcierge\nCovered Parking\nKitchen Appliances\nLobby in Building\nMaid Service\nPrivate Garden\nPrivate Gym\nPrivate Jacuzzi\nPrivate Pool\nSecurity\nShared Gym\nShared Pool\nShared Spa\nStudy\nVastu-compliant""]",,[],['Ready'],"[""DescriptionOffers Al-Mutairi Real Estate and Contracting\nVilla for sale with all the features you want\nVilla first inhabitant central air conditioning\nThe villa is close to the mosque nearby Sheikh Ammar Street Mamteh you to move quickly between all Emirates\nFollowed at a distance of 20 minutes from the airport East\nFollowed a 30 minute drive from Dubai Airport\nFollowed at a distance of 3 minutes on Sheikh Ammar Street\n\xa0\nThe villa area is 5000 square feet\nConsists of two floors first floor is\n1- Master room on the ground floor\n2- Master Council\n3- Master Lounge\n4 - large kitchen\n5- Maid's room\n6 - area dedicated to the plant and there are trees\n7 - parking space can accommodate more than 3 cars\nThe second floor consists of\n1- 4 Master Rooms\n2- Preparatory kitchen\n3-Lounge\nThe company offers after sales service\nAlso give warranty for maintenance\nThe villa is the first inhabitant\nAl-Mutairi Real Estate offers this villa to all who want to get rid of rents\nPay in your property by installments better than rentals\nThe company also provides all banking facilities for customers\nThe company also offers the possibility of installment for customers in a small amount\nThe price is 850 thousand dirhams""]"
6,['2BHK-RENT THE WAY YOU CAN OWN IT-BEST PAYMENT PLAN'],"['Orient Tower 1Ajman, Al Bustan, Orient Towers']",,['Apartment'],"['1,323 sqft\n                      /            123 sqm']",['2'],['2'],"['600,000  AED']",['Unfurnished\nBalcony\nCentral A/C\nCovered Parking\nLobby in Building\nNetworked\nPets Allowed\nSecurity\nShared Gym\nShared Pool\nView of Landmark\nView of Water\nWalk-in Closet'],,[],['Ready'],"['DescriptionOrient Towers has contemporary design clubbed with all the needs of a modern lifestyle, and combined residential, shopping and leisure facilities within a single development.\nPay 6000 monthly & own this ideal 2 bedroom\nApartment Details:\n1323 sqft area\n2 bedroom \n1 living room\nClosed kitchen\n2 bathroom (with bathing tub)\n1 free car parking\nBalcony with open city view\nLimited & Exclusive Lease to Own offers\nPremier Lifestyle Destination\n-Ready to Move in\n-100% Freehold\n-No down payment\n-Brand new apartments \n-No hidden charges\n-No bank involvement\n-8 years plan\n-No commission \n-No interest \nLOCATION:\n-Ideally located in front of Free Zone and Ajman port the commercial hub of Ajman.\n-Close to Ajman Corniche & 3 km Jogging track\n-Close to City center and major Malls of Ajman\n-Close to most of Ajman Govt. Offices\n-Close to 5* Hotels\n-Fish Market\n-Proximity to Family park\n-Close to educational institutions\nAMENITIES:\n-Boasting exclusive facilities and amenities including\n-Huge Mall within the development\n-Centrally air conditioned\n-High speed elevators and dedicated cargo elevator for each building\n-Covered Parking\n-24 hours security\n-CCTV\n-Gymnasium.\n-Steam and Sauna.\n-Swimming Pool.\n-Kids Play Area & Nursery.\n-Payment Plan\nFor more details feel free to ask:  Mr.  Saad Gilani.\nAbout Emirates Properties\nEstablished in 2007, EMIRATES PROPERTIES is a market leader in international Residential Real Estate Services. Headquartered in Ajman, we specialize in providing professional services across the UAE. Our team of experts & professionals provide a full range of consultancy services for commercial & residential property. \nWe appreciate the importance of developing long-term relationships with each of our clients, wherever they are on their property journey.']"
7,['Burj View | Motivated Seller | Reduced Price'],"['GrandeDubai, Downtown Dubai, Opera District']",,['Apartment'],"['1,245 sqft\n                      /            116 sqm']",['2'],['3'],"['2,251,888  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nConcierge\nCovered Parking\nSecurity\nShared Gym\nShared Spa\nView of Landmark\nView of Water\nWalk-in Closet'],,['Listed:4 months ago'],['Off-plan'],"['DescriptionGood deal with Dubai GRANDE by EMAAR\n-A premium residential tower in the heart of the stylish Opera District, \n-Near Burj Khalifa and Dubai Opera OperaGrand \n-Dubai Fountain and the Opera House!! \n-Its floor is a good idea for a full panoramic view of the hustle bustle that the new \nOpera District will Witness! \n-Spectacular panoramic views over the Boulevard, \n-Business Bay walking distance to Dubai Mall, Opera House & Souk Al Bahar \n- 2 Bedroom(s) with en-suite bathrooms\n- Size: 1,282 square feet\n-Selling Price AED 2,251,888\nFor more details please call:\nKHUSRO\nMobile: +971558992429\nTel: +97143454888\nEmail: info@hsproperties(dot)ae\nH & S Real Estate prides itself as one of the competent real estate in Dubai, United Arab Emirates, Our mission is to serve the needs of our clients with a menu of tailored services designed to free the client from headaches and hassles of residential property management while maximizing the value of the investment.']"
8,['Amazing Unit | Corner Villa | Big plot |Best Offer'],"['Casa VivaDubai, Serena']",,['Villa'],"['2,800 sqft\n                      /            260 sqm']",['3'],['4'],"['1,500,000  AED']",['Partly furnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nSecurity\nShared Pool'],,['Listed:6 months ago'],['Off-plan'],"[""DescriptionFollowing the highly successful Casa Dora and Bella Casa, Casa Viva is the highly anticipated third community of Serena by Dubai Properties. Reflecting the preeminent Mediterranean lifestyle that has made Serena Villas in Dubai one of the most desirable properties in UAE, Casa Viva is a delightful family-centered community that offers relaxing natural vistas and a full suite of attractive amenities.\nBella Casa Viva in Serena offers 2 and 3 bedroom villas and townhouses with a maid room.\nProperty Features:\nBUA: 2,800 Sq. Ft\n3 Bedroom(s) with Ensuite Bath(s)\n1 Powder room\nSelling Price: 1,500,000 AED\nPayment Plan:\n•5% -Signing Date\n•5% -15-Sep-19\n•5% -15-Dec-19\n•5% - 15-May-20\n•5% -15-Dec-20\n•10%15-Jun-21\n•10%-15-Dec-21\n•10%-15-Jun-22\n•10%-15-Dec-22\n•10%-15-Jun-23\n•25%-15-Dec-23\nSee what's near Serena!\n•\tRESTAURANTS\n•\tCAFÉ\n•\tHOTELS\n•\tPETROL STATIONS\n•\tSUPERMARKETS\n•\tPOST OFFICES\n•\tATM\n•\tDEPARTMENT STORES\nFOR BOOKINGS PLEASE CALL :\nVIKAS\nMobile: +971558138770\nTel: +97143454888\nEmail address: info@hsproperties(dot)ae\nWebsite: www.hsproperty.ae\nH & S Real Estate prides itself as one of the competent real estate in Dubai, United Arab Emirates,Our mission is to serve the needs of our clients with a menu of tailored services designed to free the client from headaches & hassles of residential property management while maximizing the value of the investment.""]"
9,['EXCLUSIVE C3 | Stunning 4BR + M | Detached Villa'],"['EsmeraldaDubai, Dubai Sports City, Victory Heights']",,['Villa'],"['3,201 sqft\n                      /            297 sqm']",['4 + Maid'],['4'],"['2,900,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nKitchen Appliances\nMaids Room\nPets Allowed\nPrivate Pool\nSecurity\nShared Gym\nShared Pool\nStudy\nWalk-in Closet'],,['Listed:more than 6 months ago'],['Ready'],"['DescriptionKatie Savage, Victory Heights specialist at The Urban Nest Real Estate Broker is proud to present exclusively to the market this stunning 4 bedroomed property. Immaculately presented. Must be seen.                                     \nDescription:\n•\tFour Bedrooms with maids room\n•\tDetached villa\n•\tBuilt-up area 3201 square feet\n•\tPlot size 6600 square feet\n•\tFour bathrooms\n•\tParking for 2 cars with garage\n•\tPrivate pool and jacuzzi\n•\tOutside entertaining area with bar and barbeque\n•\tChildren’s play areas\n•\tSecurity controlled golf course community\n•\tSelling Price  AED2,900,000\n•\tPlease call  +971507151741  for viewing\nVictory Heights is a popular gated community built around the Ernie Els-designed golf course. The community is largely made up of lots of green open space with parks in most of the villages for residents to enjoy. \nThere are 4 entrances and exits that lead to the three major road networks of Al Khail, Hessa Street and Sheikh Mohammad Bin Zayed Road so access in and out of the community is easy.']"
