,title_advert,location1,location2,property_type,property_size,bedrooms,bathrooms,cost,amenities,description,listed,completion,descriptions
0,['Awesome Value for Upgraded 1 Bedroom Apt'],"['Index Tower\n                              4.2\n/56 ReviewsDubai, DIFC']",,['Apartment'],['890 sqft\n                      /            83 sqm'],['1'],['2'],"['1,400,000  AED']",['Unfurnished\nCentral A/C\nCovered Parking\nKitchen Appliances\nShared Pool\nView of Water'],,['Listed:2 months ago'],['Ready'],"['DescriptionUpgraded 1 Bedroom Apartment with Green Avenue View\nBrought to you by Driven Properties, this 1 bedroom apartment is located in Index, DIFC.\n\xa0 \xa0Unit Details\xa0\n● Vacant\n● High floor level\n● Unit Type: Middle\xa0\xa0\n● View: DIFC\n● Kitchen: Open and Fully Fitted\n● Bathrooms: 1.5\n● Internal Area: 890 Square Feet\n● Balcony Area: No\n● Service Charges: AED 21 per square feet\n● No. of Parking: 1\n● Rental Estimate: AED 105,000\nBuilding Amenities:\n● Close to Metro Station\n● Easy access to the Downtown and SZR\n● 24 hours of maintenance and security\nComplimentary mortgage advisory through Driven Properties via partnerships with over 15 UAE banks.\nCall our DIFC expert for more information or viewing on +97144297040 or Out of office hours or weekends call\xa0 +971553658402.\nSince 2012, Driven Properties has grown to be one of the largest real estate platforms in the region. Through multiple branches in Dubai, Ajman, China, and Saudi Arabia, Driven Properties manages a portfolio of over 10,000 units.']"
1,['Middle unit | Facing DIFC for Good price'],"['Index Tower\n                              4.2\n/56 ReviewsDubai, DIFC']",,['Apartment'],"['1,745 sqft\n                      /            162 sqm']",['2'],['3'],"['2,300,000  AED']",['Unfurnished\nCentral A/C\nCovered Parking\nPets Allowed\nShared Pool\nView of Water'],,['Listed:2 months ago'],['Ready'],"['DescriptionElegant 2 Bedrooms Apartment | Spacious Living Area\nBrought to you by Driven Properties, this 2 bedroom apartment is located in Index, DIFC.\nUnit Details\xa0\xa0\n●\xa0Rented\n●\xa0High floor level\n●\xa0Unit Type: Middle\xa0 \xa0\n●\xa0View: DIFC\n●\xa0Kitchen: Open and Fully Fitted\n●\xa0Bathrooms: 2.5\n●\xa0Internal Area:\xa0 1,744 Square Feet\n●\xa0Balcony Area: 1\xa0\xa0\n●\xa0Service Charges: AED 21/square feet\n●\xa0No. of Parking: 1\nBuilding Amenities:\n●\xa0Close to Metro\xa0\n●\xa0Easy access to the DOWNTOWN / SZR\n●\xa024 hours of maintenance and security\nComplimentary mortgage advisory through Driven Properties via partnerships with over 15 UAE banks.\nCall our DIFC expert for more information or viewing on +97144297040 or Out of office hours or weekends call\xa0 +971553658402.\nSince 2012, Driven Properties has grown to be one of the largest real estate platforms in the region. Through multiple branches in Dubai, Ajman, China, and Saudi Arabia, Driven Properties manages a portfolio of over 10,000 units.']"
2,"['motivated seller,1bedroom mid floor in bay central']","['Central TowerDubai, Dubai Marina, Bay Central']",,['Apartment'],['708 sqft\n                      /            66 sqm'],['1'],[],"['900,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCovered Parking\nKitchen Appliances\nShared Gym\nShared Pool\nShared Spa\nView of Landmark\nView of Water\nWalk-in Closet'],,['Listed:2 months ago'],['Ready'],"['DescriptionExclusive Links one of the top real estate companies in Dubai is pleased to offer this excellent apartment for sale in Dubai Marina - Bay Central Tower. This is a great Dubai property investment with an ROI of 6%\nVacant\nPanoramic marina view\nFloor to ceiling windows & bright\nLarge balcony\nSpacious Lounge with semi closed kitchen\nDrawing inspiration from other waterfront developments in the world most high-profile cities, Dubai Marina has gone a step further to truly create a city within a city – the new heartbeat of Dubai.\nThe 11-km promenade is the highpoint of the marina lifestyle and features fine dining restaurants, coffee shops, retail outlets, supermarket and a wide selection of recognized Hotel chains.\nLocated on the Marina waters with unhindered views that extend across the marina all the way to the sea, there is a wide selection of luxury studio to 4 bedroom apartments and penthouses. There are also unique water and sky villas and marina homes for family living within this sought after and popular destination.']"
3,['Canal View | Nice Layout | 2.5 Bathrooms'],"['Travo Tower ADubai, The Views, Travo']",,['Apartment'],"['1,350 sqft\n                      /            125 sqm']",['2'],['2'],"['1,300,000  AED']",[],,['Listed:2 months ago'],['Ready'],"['Description2 Bedroom | Canal View | Rented | Spacious Layout\n- 2 Bedroom\n- 2 Bathrooms\n- Storage Space\n- Canal View\n- Close to Park\n- Low Rise Building\n- Shared Pool and Gym\n- 1,350 Sq. Ft.\n- SUP151769\n- Agent: Conor McElhinney on +971503870386,  RERA BRN No. 40807\nA spacious two bedroom apartment comprising of a living/dining room, semi enclosed fully fitted kitchen, two double bedrooms with master en-suite, family bathroom, guest w/c and utility cupboard. The apartment has a balcony facing over the pool and canal and is sold with one parking space.\nProperty Reference: SUP151769\nFinance is available on this property through Allsopp & Allsopp partnership with In-House Mortgage Services.\nFor further details or to arrange a viewing appointment please contact our Head Office on +971429 4444 , alternatively visit our website www.allsoppandallsopp.com where you will find an extensive selection of properties available both for sale and for rent.\nPlease call Conor McElhinney on +971503870386 for more information or to arrange a viewing.']"
4,"['Full Golf Course View from all rooms, Largest 2br']","['A2Dubai, The Hills, The Hills A']",,['Apartment'],"['1,459 sqft\n                      /            136 sqm']",['2'],['3'],"['2,000,000  AED']","[""Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nKitchen Appliances\nPets Allowed\nShared Gym\nShared Pool""]",,['Listed:2 months ago'],['Ready'],"['DescriptionA1 Properties is proud to offer this Brand New apartment in The Hills :- 1,458 sq ft- Fitted Kitchen- The Largest Layout\xa0- Corner Unit- 2 and a half bathrooms- Large Balcony- Golf Course View- Laundry Room- Luxury Finishing- Floor to ceiling windows- More options availableI specialize in the Hills and Have more options available !\xa0The Hills offers an array of amenities including an immaculately-maintained yoga lawn, barbecue deck, health and fitness facilities, children play area and welcome lobby. All homes sport contemporary finishes and modern fittings.\xa0In close proximity to Emaar Business Park, Dubai Media City, Dubai Internet City, and Dubai Marina, The Hills is an ideal destination for families and professionals to unwind in cosy retreat-like homes in the heart of the city.For more information about this property call Tanya\xa0 today\xa0 on +971556928234 | BRN 40819\xa0Company name: A1 Properties LLCRERA ORN: 12095\xa0Address: PO Box 128805, Dubai, UAE\xa0Office phone no: +97143515583Website: www.a1properties.ae']"
5,['Nice Location / Residential Land/ Amazing area'],"['Khalifa City AAbu Dhabi, Khalifa City']",,['Land'],['1 sqft\n                      /            0 sqm'],[],[],"['6,500,000  AED']",[],,[],['Ready'],"['DescriptionResidential Land Located in nice Location on A Corner and Two Streets\n Has land  area 40,000 sq.ft.\n* Nate:The Price Negotiable\nFor more information please contact Mr. Samir : +971503070042   Or     Mr. Sameh : +971555065462\nBRN: 54404\nBRN: 208990\nORN: 53733\nKhalifa City \nIn Abu Dhabi Khalifa City A is one of the most popular areas in the emirate. For those moving to Khalifa City A a popular area is Villa Compound which houses both apartments and villas. Geographically, Khalifa City A Abu Dhabi is situated north-east of the Mussafah industrial area. It’s well connected to Abu Dhabi by two bridges and is a short drive away from the leisure center, Yas Island. While the international airport is 15 minutes away. It is also ideally located between the two highways to Dubai and Al Ain, adjacent to the upscale Al Raha Beach area, and close to the new cultural capital of the country, Saadiyat Island.\nAmong the most important areas \nAl Forsan Sports Resort\nAbu Dhabi Golf Club\nIt includes all services.\nFine Home International Group\nFine Home Real Estate is a multi-awarded Real Estate Regulatory Agency (RERA) registered company. Established since 2004 and in business for 15 years, with a solid UAE and international client base. Our service focuses on all aspects of property selling, buying and leasing both residential and commercial. For various properties offers and hottest deals. \nGeneral Inquiries | +97126592300\nPrimary email | info@finehomeint.com \nFor more properties browse to | www.finehomeint.com \nYou can also visit our | Facebook https://www.facebook.com/finehomeint \n| Instagram: @finehomeint \n| YouTube: https://www.youtube.com/channel/UCBHOe70UyD9jk51eaY5VUIA']"
6,['Brand New|Great Layout|Best Price'],"['Maple 3Dubai, Dubai Hills Estate, Maple at Dubai Hills Estate']",,['Townhouse'],"['2,471 sqft\n                      /            230 sqm']",['4'],['5'],"['2,000,000  AED']","[""Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nCovered Parking\nKitchen Appliances\nNetworked\nSecurity\nShared Gym\nShared Pool\nWalk-in Closet""]",,['Listed:3 months ago'],['Off-plan'],"['DescriptionWe are delighted to present this exceptional four-bedroom townhouse for sale in Maple 3, Dubai Hills Estate. This unit is currently priced to sell and is ready to welcome its new owner. With this beautiful townhouse, you will get:\n• Four spacious and well laid out bedrooms\n• Master suite with walk-in closet and gorgeous en-suite\n• Balconies with a view of community\n• Living room with garden access\n• Large windows that let in plenty of light\n• High-quality interior finishes\n• Sold unfurnished\n• Ready to be landscaped\nThis incredible townhouse is part of a family-oriented community that provides easy access to everything you could possibly need, including international schools, top-of-the-line healthcare, parks, outdoor areas, a shopping mall and plenty of retail and dining options.\nTo learn more about this very ideal home and to schedule a viewing, please contact me today.(Ryan)']"
7,['Brand New Villa | Huge Plot Size | Elevator'],"['Quortaj\n                              4.0\n/54 ReviewsDubai, Al Furjan, North Village']",,['Villa'],"['6,577 sqft\n                      /            611 sqm']",['5 + Maid'],['7'],"['3,500,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nKitchen Appliances\nMaids Room\nPets Allowed\nPrivate Garden\nWalk-in Closet'],,['Listed:1 month ago'],['Ready'],"[""DescriptionFam Properties is thrilled to be offering you this single-storey, urban 5-bedroom (5.5-bathroom) house at the Al Furjan, Dubai.\nPriced on at AED 3,500,000.\n|| Developed in 2019 || Ready to use\nThis fantastic opportunity has:\n- 5 bedrooms including 5 masters\n- 6.5 bathrooms\n- An avant-garde closed-style kitchen\n- Private gated car park with a 2 car allocation\n- Capacious family room\n- Dining room\n- living room\n- entrance hall\n- maid's room\n- pantry\n- 6,577 sq.ft plot of land\n- 5,600 sq.ft of BUA\n- Bright floor-to-ceiling windows\n- astronomical built-in wardrobes\nEnjoy relaxing in your downtime on the uncompromisingly private decked-terrace\nCall Ines Ntavyibuha for more information about the property.\nfäm Properties \n Contact Us - +97142483669\n Toll free: 800fam800 800326800) \n Email: cc@famproperties.com\n Visit our website: famproperties.com""]"
8,['Pay 2% per month | Premium amenities |\xa0REVA'],"['Reva ResidencesDubai, Business Bay']",,['Apartment'],['618 sqft\n                      /            57 sqm'],['1'],['2'],"['1,057,000  AED']",['Unfurnished\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nSecurity\nShared Gym\nShared Pool'],,['Listed:1 month ago'],['Off-plan'],"[""DescriptionLIVING CHOICE Real Estate is pleased to present you this premium home at Reva Residences, located in Business Bay, Dubai. \nApartment Features\n• Size: 618 Sq ft.\n• One Bedroom Apartment\n• Closed kitchen\n• Modern style\n• Good construction quality & finishes\nAdvantages\n• Complete family entertainment\n• Community security\n• Indoor and Outdoor Gymnasium and swimming pool\n• Children’s play area\n• Outdoor courtyard\n• Yoga and Meditation area\n• Dining and shopping facilities\nPayment plan\n• Deposit: 10% + 4%\n• 2% per month for 20 months\n• 50 % on completion\nReva Residence is a 30-storey tower by Damac Properties strategically located in Business Bay and overlooking the Dubai Canal. \nIts prominent location makes it a perfect place for many diverse needs.\n• Located in the commercial center of Dubai at Business Bay, an area where dreams come true.  \n• Place where luxury, technology and ultimate lifestyle along with contemporary amenity are gathered.\n• Easy access to major roads in Dubai such as Jumeirah Road & Sheikh Zayed Road.\n• 7 minutes to Burj Khalifa and Dubai Mall\nSounds interesting? Feel free to contact us for more information , we are ready to listen, advise and guide you to find the best option for you.\nLIVING CHOICE Real Estate is a RERA certified company whose primary business is to introduce a wide range of real estate brokerage services in Dubai's market. We believe that trust is the key of success, therefore we assure to always provide an outstanding service by putting our client’s interest first and guiding them through the whole process.\n*Your Choice, Our Commitment*\nwww.livingchoice.ae""]"
9,['Located Near Nikki Beach | Corner Plot | Park View'],"['Pearl Jumeirah VillasDubai, Jumeirah, Pearl Jumeirah']",,['Land'],"['10,486 sqft\n                      /            974 sqm']",[],[],"['3,359,999  AED']","[""Children's Play Area\nView of Water""]",,['Listed:1 month ago'],['Ready'],"['DescriptionSpringfield Real Estate is pleased to offer this corner residential plot with a view of the Park in Pearl Jumeirah, Dubai.* Plot Size: 10,500 sq ft.* Selling Price: AED 3,360,000.* AED 320 / sqft.With spectacular sea views over the Arabian Gulf and the awe-inspiring Dubai skyline, lays the exclusive residential development of Pearl Jumeirah.The reclaimed island that covers approximately 8.3 million sq. ft. of land will host 7 key residential areas, a Town Center with retail facilities, a unique 2 km promenade, schools, mosques, beaches and waterfront hotels.The size, location and exclusivity of Pearl Jumeira makes it a unique jewel that lies in the heart of Dubai\x92s finest residential district. The place caters to individuals who enjoy the seclusion of a desert island destination yet want to always stay connected to the bustle of the city.You may call our property investment\xa0specialist\xa0Farooq Syed 28603 on +971507751757 / +97144542588 or email info@springfield-re.com for more details.SPRINGFIELD REAL ESTATERERA ORN 11929.']"
