,title_advert,location1,location2,property_type,property_size,bedrooms,bathrooms,cost,amenities,description,listed,completion,descriptions
0,['Spacious and Elegant 1 Bed Apartment in JVC'],"['Mulberry 2\n                              5\n/51 ReviewsDubai, Jumeirah Village Circle, Emirates Gardens 2']",,['Apartment'],"['1,391 sqft\n                      /            129 sqm']",['1'],['2'],"['700,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCovered Parking\nShared Gym'],,['Listed:2 months ago'],['Ready'],"['DescriptionBrought to you by Driven Properties, this 1 bedroom apartment is located in Mulberry 2, Jumeirah Village Circle.\xa0\nUnit Details:\n● Vacant\n● Low floor\xa0\n● Unit Type: Corner\n● View: Community\xa0\n● Kitchen: Open\n● Bathrooms: 1.5\n● Internal Area: 1,391 sqft\n● Balcony Area\n● Service Charges: AED 10.50 per sqft\n● No. of Parking: 1\n● Rental Estimate: AED 60,000\nBuilding Amenities:\n● Close to Al Khail Road\n● Easy access to MOE, Marina, & JLT areas\n● 24 hours of maintenance and security\n● Shared swimming pool & gym\n● Steam\n● Sauna\xa0\nComplimentary mortgage advisory through Driven Properties via partnerships with over 15 UAE banks.\nCall our Jumeirah Village Circle expert for more information or viewing on +97144297040 for out of office hours or weekends call +971553658402.\nSince 2012, Driven Properties has grown to be one of the largest real estate platforms in the region. Through multiple branches in Dubai, Ajman, China, and Saudi Arabia, Driven Properties manages a portfolio of over 10,000 units.']"
1,['Upgraded 2BR+M+S Duplex Loft Apartment High Floor'],"['Executive Tower LDubai, Business Bay, Executive Towers']",,['Duplex'],"['2,308 sqft\n                      /            214 sqm']",['2'],['3'],"['3,000,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nSecurity\nShared Gym\nShared Pool\nStudy\nView of Landmark\nWalk-in Closet'],,['Listed:2 months ago'],['Ready'],"[""DescriptionTHINK PROPERTIES REAL ESTATE is proud to present you a beautiful Upgraded 2 bedroom+maids+ study duplex (lofts apartment) in Executive Towers, Business Bay.\nThis is a unique apartment .\nThe price is negotiable \ncomes with kitchen appliances (microwave, double decker refrigerator , washing machine, grill, premium expresso machine )\n2 bed plus walk in closet plus maid's , \n3 and half washrooms \nDuplex lofts apartment\nBUA: 2308 sq ft\nWith small study\nmaster bedroom has a Jacuzzi.\n2 car parks\nWith beautiful Sea view \nOn High Floor\nFEATURES:\nLocated on Sheikh Zayed Road\nEasy Access to Business Bay Crossing\nSwimming Pool and Gyms\nTwo Level Shopping Mall at Bay Avenue\nClose to Dubai Mall and Burj Khalifa\nClose to Business Bay Metro Station\nServiced by off site District Cooling System\nThe tower is strategically located near the Sheikh Zayed Road, Business Bay, and the Business Bay metro station. Eleven of the towers which are residential and one commercial tower are complemented by the Bay Avenue Retail Promenade particularly.\nFor viewings please call Sonu Miglanni at +971555519767 OR mailto sonu@think-properties.ae.\nI would appreciate if you call us at-least 24 hour before to arrange a smooth viewing.\nMortgage available on this property through Think Properties Mortgage Services\nThink Properties Real Estate\nSuite No: 404, The Binary Tower by Omniyat,\nBusiness Bay, Dubai, United Arab Emirates\nLandline +97145543227\nToll Free : 800 MYTHINK (6984465)\nRERA ORN: 17224  \nwww.think-properties.ae \nVisit our website for multiple options of properties available for rent & sale.""]"
2,"['LEAST EXPENSIVE| Upgraded| Garden View | 4 Bed, JI']","['Entertainment FoyerDubai, Jumeirah Islands, European Clusters']",,['Villa'],"['5,199 sqft\n                      /            483 sqm']",['4 + Maid'],['5'],"['4,200,000  AED']","[""Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nCovered Parking\nMaids Room\nPets Allowed\nPrivate Garden\nPrivate Pool\nStudy\nView of Water""]",,['Listed:2 months ago'],['Ready'],"[""DescriptionLEAST EXPENSIVEOutstanding Location and Very Well Maintained Spanish Entertainment Foyer Villa for SaleNicely upgraded Spanish Elevation VillaEuropean ClusterOpen Garden ViewExtremely Well MaintainedLand Available for Purchase at the Back from Nakheel to Extend PlotSpanish Entertainment Foyer4 Beds + Maids2 Car ParksPrivate PoolPrivate GardenPrice 4.2 MillionThe Cluster Location is Amazing, all green and welcoming.Welcome to Edwards & Towers, Dubai's Best Real Estate Brokerage.Bringing over 15 years of Dubai real estate experience and RICS professional accreditation, Edwards & Towers is well placed to help our customers meet their needs. We offer the full range of real estate services, including residential sales & leasing, commercial sales & leasing, property management, RICS valuations and investment advice.Our residential division focuses on sales, leasing and property management in some of Dubai\x92s most exclusive real estate areas, including the world-famous Palm Jumeirah, Emirates Hills, Jumeirah Islands and Dubai Marina.""]"
3,['4 Bedrooms | End unit | Best price | 2E'],"['Maple 1Dubai, Dubai Hills Estate, Maple at Dubai Hills Estate']",,['Townhouse'],"['2,462 sqft\n                      /            229 sqm']",['4'],['4'],"['2,150,000  AED']",[],,['Listed:2 months ago'],['Ready'],"[""DescriptionTreo Homes are excited to welcome the long awaited Maple Townhouses within Dubai's most demanded Townhouse community the Dubai Hills Estate!\xa0The community as a whole will consist of Independent villas, Townhouses and luxury low rise apartments, with greens as far as the eye can see, parks pools and even its own super mall within the community!Located centrally within Dubai, just minutes from Downtown and Dubai Marina you can't really get a better location in Dubai!\xa0Maple is the first townhouse community to come to the market made up for 4 Types of Townhouses ranging from 3 bedrooms to 5 bedroom properties! These bright an airy townhouses are a modern version of the Springs community within Emirates Living!\xa0With double bedrooms, modern en-suite bathrooms, modern fitted kitchens, maids rooms and studies Emaar have made perfect use of the space provided, plus the added bonus of a car port for two vehicles!- Multiple Options- Brand new\xa0- Great location- 1 YR internal Warranty\xa0- Multiple pools- Call Treo Homes to arrange a viewing""]"
4,['Type D I Independent I Community view I Landscaped'],"['D VillasDubai, Living Legends']",,['Villa'],"['4,871 sqft\n                      /            453 sqm']",['4 + Maid'],['4'],"['2,500,000  AED']","[""Unfurnished\nBalcony\nBarbecue Area\nCentral A/C\nChildren's Play Area\nCovered Parking\nMaids Room\nPrivate Garden""]",,['Listed:2 months ago'],['Ready'],"[""DescriptionBetter Homes is proud to present this spacious\xa0 villa in Living Legends, with 5,383 sq. ft. plot size, and 4,871 sq. ft. build up area. It is a Type D villa with 4 bedrooms\xa0 and a view of the community. It is built on a corner plot. It is a single row villa and beautifully maintained. The villa can be sold with furniture as well.\xa0Ground floor :- 1 guest bathroom- Maid's room- Store room- open kitchen, upgraded and new\xa0-\xa0Landscaped garden, beautifully maintainedTop floor :- 4 bedrooms- 3 bathroomsFurniture can be negotiated as well.Living Legends is a luxury golf course community, located on Mohammad Bin Zayed Road (Emirates Road), before Global Viilage, In Al Barari Area, and strategically located 15 minutes\x92 drive away from Emirates Mall on one side and Downtown on the other.\xa0The project comprises of 12 residential buildings and 500 villas, which is just the opposite side of the new Marvel Theme Park. A resort living community within an exclusive 9 hole golf course, designed by the world renowned golf course designer Peter Harradine.""]"
5,['Immaculate custom |Luxury finishes |With Pool'],"['The CentroDubai, The Villa']",,['Villa'],"['4,445 sqft\n                      /            413 sqm']",['5 + Maid'],['6'],"['3,999,999  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nMaids Room\nPrivate Garden\nPrivate Pool'],,['Listed:2 months ago'],['Ready'],"['DescriptionBetter Homes is pleased to present this immaculate 5 Bedroom Villa In the Villa project .\n-Approx Bua 4455 sqft \n-Approx Plot -6924 sqft \n-High End Luxury Finish through out the villa \n-Spacious Living and Dining area.\n-Large windows throughout the villa allowing ample of natural light and fresh air \n-Stunning swimming pool view from the dining area \n-Good sized kitchen with granite counter tops \n-On the first floor there are 4 very comfortable sized bedrooms \n-Master bedroom comes with Shower cubicle and Jacuzzi \n-All Bedrooms are with en suite shower room \n-Separate Maids room and Laundry area \n-Property comes with a closed garage .\n-Call The Villa Project Specialist for a viewing on this stunning home \nLocated in Dubailand, The Villa Project is a freehold, residential community of spacious luxury villas at affordable prices. Developed by Dubai Properties. A Built in the style of Spanish country housing the villas on offer are free standing 4, 5 and 6 bedrooms in a range of floor plans with terraces over-looking landscaped gardens.']"
6,['Brand New | Vacant | Lake Views | High Floor'],"['Dubai StarDubai, Jumeirah Lake Towers, Lake Almas West']",,['Apartment'],"['1,273 sqft\n                      /            118 sqm']",['1'],['2'],"['850,000  AED']",[],,['Listed:5 months ago'],['Ready'],"['DescriptionAQUA Properties is proud to offer this stunning 1-bedroom+Study apartment available for sale in Preatoni Tower, Jumeirah Lakes Towers (JLT). This beautiful brand new unit consists of two bedrooms with built-in closets, 2 bathrooms, nicely fitted open plan kitchen and a sizeable living room. This brand new elegant unit features beautiful lake views.\n* 1 Bedrooms+ Study                                                              \n* BUA: 1,273 sq.ft.                                   \n* 2 Bathroom                                                                                             \n* Open plan fitted kitchen                                                                            \n* Lake views                                                      \n* Unfurnished                                                                                            \n* Vacant\nAmenities and facilities:\n* 24/7 maintenance                                                                         \n* 24/7 security                                                                                                                                                \n* Basement parking                                                                                                              \n* BBQ area                                                                                                                            \n* Bus services                                                                      \n* Business centre                                                    \n* CCTV Monitored\n* Covered parking\n* High-speed elevator\n* Near metro station\n* Security\n* Shared gym\n* 2 shared swimming pool\nPreatoni Tower, former Dubai Star Tower, is the second tallest skyscraper in JLT. This mixed-use tower consists of studios, 1, 2 and 4-bedroom apartments with chic design, high-end finishing, and ample spaces. The layout and the interiors are following the contemporary architectural approach.']"
7,['Wow Payment Plan | No commission'],"['Golf PlaceDubai, Dubai Hills Estate']",,['Villa'],"['7,124 sqft\n                      /            662 sqm']",['5 + Maid'],['5'],"['9,599,950  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nMaids Room\nPrivate Garden\nPrivate Pool\nStudy\nView of Water'],,['Listed:5 months ago'],['Off-plan'],"[""DescriptionNo commission- no fees- pay 25% until the handover in April 2021 and 75% on 3 years post-handover payment plan in Dubai Hills. This villa is in Golf Place and enjoys nice views of the Garden. This D3 Type Villa has 7,124 sq.ft. built-up area and sits on a big plot of 8,807 sq. ft. Type D3 consists of 5 bedrooms, a study, and a maid's. it has one bedroom and the study on the ground floor and 4 on the first floor, all en-suite. In addition to well-sized down stairs, the floor plan is opened up and enjoys the well-sized kitchen. These Luxury villas will be ready in 2021. pay 10% only to book your dream home, 10% after 3 months and 5% on Handover!\n-Type D3\n-5 Bedrooms \n-Maids room plus study\n-BUA: Approximately 7124 sqft\n-Plot: Approximately 8675 sqft\n-Private garden\n-Luxurious finishing\n-Ready in March 2021\n-Vacant\nFinance is available on this property through Espace Real Estate.\nOffice Location: Unit 2702 and 2703 Marina Plaza, Dubai Marina, Dubai UAE.\nTel. No.: +97143069999\nRERA No.: 6240; ORN: 9363\nThis property is managed by Espace Real Estate Broker""]"
8,['Stunning 6-Bedroom|Available Now|Furnished'],"['Bromellia\n                              4.6\n/51 ReviewsDubai, Al Barari, Al Barari Villas']",,['Villa'],"['17,603 sqft\n                      /            1,635 sqm']",['6 + Maid'],['7'],"['23,000,000  AED']","[""Furnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nChildren's Pool\nCovered Parking\nKitchen Appliances\nMaids Room\nNetworked\nPets Allowed\nPrivate Garden\nPrivate Gym\nPrivate Pool\nStudy\nVastu-compliant\nView of Water\nWalk-in Closet""]",,['Listed:5 months ago'],['Ready'],"['DescriptionLuxuryProperty.com is delighted to present this immaculate 6 bedroom for sale in Al Barari. \n• 6-Bedroom\n• Huge High Ceiling Windows\n• Dark Wooden Floors with Walk-in Closet\n• Double-height Reception Area\n• Uniquely-shaped Pool with a Jacuzzi\n• Tree-lined the Front Garden\nThe villa features a traditional stone exterior and clean modern interiors. A columned foyer flows out to a large living room with sliding glass doors that provide backyard access. This level also contains a family and living room plus a formal dining room. A kitchen with stainless steel appliances and white modern cabinetry and an en-suite guest bedroom with plunge pool complete the floor.\nThe remaining bedrooms are upstairs, featuring marble-finished en-suites, and covered terraces. A stylish private room can be found in the basement. Maid’s room included.\nA stone and wood-floored deck stretch across the rear, framing a uniquely-shaped pool and sunken seating entertainment area. \nThis is an ideal family home for the discerning buyer.']"
9,['2 Bed with Golf Course View | The Hills'],"['Vida Residence 3Dubai, The Hills, Vida Residence']",,['Apartment'],"['1,451 sqft\n                      /            135 sqm']",['2'],['2'],"['2,050,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nPets Allowed'],,['Listed:5 months ago'],['Ready'],"[""DescriptionUnique Properties Broker proudly presents:\nFEATURES:\n* Built Up Area: 1451 sq.ft.\n* Bedrooms: 2\n* Bathrooms: 2\n* Open Plan and unequipped kitchen\n* Unfurnished\n* View: Full Golf Course view\nProject Description: \nEmaar Properties latest project The Hills is the first apartment project launched in the Emirates Living area. The Hills is a four tower complex with two dedicated residential buildings. Besides, it will have a Vida hotel and Vida serviced apartments.\nWhy Unique Properties?\n* EMAAR's Platinum Agent in 2012, 2013, 2014, 2015, 2016, 2017, 2018 and 2019\n* EMAAR's No.1 Top Selling Agent in 2015\n* DUBAI PROPERTIES' Top Broker of 2015, 2016, 2017 and 2018\n* DUBAI PROPERTIES' No.1 Top Selling Agent in Q1 & Q3 2017\n* MERAAS Top Agent of 2018 and 2019\n* NSHAMA's Top Agent of 2015 and 2016\n* DUBAI SOUTH Top Performing Agent 2016\n* DANUBE PROPERTIES Premier Broker of 2015 and 2016\n* PROPERTY FINDER’s outstanding online listings award winner Q1-2014\nFor all property inquiries, please contact:\nHot Line Mobile No: +971509250888\nToll Free:  80018881""]"
