,title_advert,location1,location2,property_type,property_size,bedrooms,bathrooms,cost,amenities,description,listed,completion,descriptions
0,['CALL NOW EXPERT ADVICE ON FAMILY VILLAS!'],"['Golf PlaceDubai, Dubai Hills Estate']",,['Villa'],"['6,889 sqft\n                      /            640 sqm']",['5'],['5'],"['9,585,888  AED']",['Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nConcierge\nPrivate Garden\nPrivate Jacuzzi\nPrivate Pool\nShared Gym\nView of Water'],,['Listed:more than 6 months ago'],['Off-plan'],"['DescriptionD and B Properties are delighted to offer for sale this 5 bedroom villa located in Golf Place, Dubai Hills Estate by Emaar* Selling Price: 9,585,888 AED*\xa0Build Up Area: 6,889 Square Feet*\xa0Ready by 2021*\xa05 bedrooms villa, all with en suite bathrooms*\xa0Front & Rear Garden Areas*\xa0Flexible Payment Plan*\xa0Each villa features a garden, lounge area, and a study*\xa0Close proximity to Dubai Hills Estate Mall, Parks, nurseries, educational, medical facilities*\xa03 unique architectural styles to choose from: Elegant, Contemporary, Modern styles*\xa0Covered terraces on ground floorGolf Place is a collection of luxury villas located adjacent to the 18-hole championship golf course in Dubai Hills Estate.Call our expert Monir Al Midani for more info +971505073534 |\xa0800DANDB |\xa0www.dandbdubai.comD and B Properties is a leading real estate company in the Intl Off-Plan market including London, Dubai & Abu Dhabi. We assist in every aspect of searching & securing residential off-plan property.']"
1,['Most Popular Corner Unit I Fabulous Landmark Views'],"['Serenia Residences NorthDubai, Palm Jumeirah, Serenia Residences The Palm']",,['Apartment'],"['1,040 sqft\n                      /            97 sqm']",['1'],['1'],"['1,950,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nConcierge\nShared Gym\nShared Pool\nView of Water'],,['Listed:more than 6 months ago'],['Ready'],"['DescriptionVacant Now\xa0Spectacular full sea views including landmarks Burj Al Arab, The Palm & AtlantisLuxury exclusively residential beachfront propertyCorner unitSpacious 1 bedroom apartmentFloor to ceiling glassLarge terraceFully fitted & equipped kitchen - MieleInterior design services availableContemporary interiors & signature architectureDirect access to 9km boardwalk on The PalmPalma is pleased to offer this luxury 1-bedroom apartment at Serenia Residences The Palm for Sale. This exquisite, ready prime property is an exclusive residential resort located on a unique beachfront location on the East Crescent of the famous Palm Jumeirah.\xa0Serenia Residences 5* amenities:- Exquisite 50-meter Infinity Pool- Children\x92s Pool & Play Areas- Private Beach Access- State of the Art Gymnasium- Concierge Services- BBQ & Entertainment Areas- Indoor games room- Tennis Court & mini-golf courseA bespoke development by Palma Holding. Designed by Hazel Wong. Palma holding is one of Dubai\x92s most prestigious developers, offering world-class, bespoke real estate developments and services.']"
2,"['Amazing 2BR, First floor with Greenery View']","['Sherlock House 2Dubai, Motor City, Sherlock House']",,['Apartment'],"['1,471 sqft\n                      /            137 sqm']",['2'],['3'],"['924,999  AED']",['Partly furnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking'],,['Listed:more than 6 months ago'],[],"[""DescriptionMHM Real Estate, nominated Best Brokerage and Best Boutique Brokerage for 2019, offers you this amazing 2BR Apartment in Motor City for sale!\nApartment Details: \nHigh ceiling \nFully Fitted Kitchen\nVery well maintained \nApartment located in First Floor\nNo Neighbours on the right and on the lift side of the unit (This is very important in terms of noise and peace of mind).  \nExcellent privacy \nVery close to the retail shops and Bus station \nVery close to the emergency stair cases \nBuilding is connected from the Corridors till the Bus station \nVery minimal usage of AC due to unit unique direction \nWonderful greenery view from the Balcony \nVery decent size balcony \nAnd the unit comes with 2 car parking and 2 storage's (Like other units) \nSeller is cash Seller (No loan) very fast transaction. \nNew Fridge in the apartment worth of 5,000 Dhs and upgraded size washing machine. \nRented till August 2020\nCall MHM Sale 28408 on +971563615817 / +97144518844 or visit www.mhmrealestate.com for further details\nEmail: info@mhmrealestate.com\nWebsite: www.mhmrealestate.com""]"
3,['AVAILABLE NOW | MIDDLE UNIT | LANDSCAPED'],"['The Polo TownhousesDubai, Meydan, Meydan Gated Community']",,['Townhouse'],"['2,733 sqft\n                      /            254 sqm']",['3 + Maid'],['4'],"['2,550,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nMaids Room\nPets Allowed\nPrivate Garden\nSecurity\nShared Gym\nShared Pool\nWalk-in Closet'],,['Listed:more than 6 months ago'],['Ready'],"[""DescriptionRealty Force Real Estate is pleased to offer you 3 Bedroom in Polo Townhouse\nProperty Features:\n* 3 Bedrooms\n* 4 Baths\n* Maid's room\n* Laundry room\n* BUA: 2733 sqft \n* Plot: 2531 sqft \n* Selling Price AED 2,550,000/-\nBROKERS EXCUSE.\nPlease talk to us once before making a final decision. \nAll our ads are genuine after confirming with Sellers\nPolo Townhouses in Meydan is a private gated community, consisting of 106 residences, offering a wonderful site combining nature and modern architecture in perfect symmetry, covered with beautiful greenery and landscapes, designed to resemble a natural resort.\nThe community includes a clubhouse, where families can meet and socialize. Here, children will enjoy the playground and the community pool, in addition to a dining place and a number of entertainment halls for the sole use of residents and guests.\nThe Townhouses are furnished with stone paved driveways and walkways,embraced by greenery.\nRealty Force Real Estate Brokers\nMobile Number:+971554802323\nPhone:+97143682323\nRERA ORN:1038""]"
4,['2 Bed + maid single row TH handover soon'],"['Arabella Townhouses 2Dubai, Mudon, Arabella Townhouses']",,['Townhouse'],"['1,776 sqft\n                      /            165 sqm']",['2 + Maid'],['3'],"['1,250,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nMaids Room\nSecurity\nShared Gym\nShared Pool\nView of Landmark'],,['Listed:more than 6 months ago'],['Off-plan'],"['DescriptionFeatures: \n2 BR+M\nBaths: 3\n2 Parkings \nSingle Row, Phase 2\nPlot size: 1,776 sq.ft.\nBUA: 1,699 sq.ft.\nDescription: \nArabella 2 is the second phase of the popular Arabella residences, and retains the community’s ethos of embracing an active lifestyle. The properties are supported by an abundance of community facilities that enable residents to make the most of the lush outdoor environment.\nIt provides a synchronicity between indoors and outdoors through their generous open plan interiors, expansive glass facades that are bathed in light, and beautifully landscaped gardens and walkways meander through the community. This townhouse is also ideally located being within a short walk from the pool and park.\nFor further details, call us on +971559146225 to speak to our specialist.\nEffective from 1st January 2018, as per the Federal Decree- Law no.(8) of 2017 on Value Added Tax, 5% VAT is applicable on the commission fee collected by Uber Homes Real Estate as we are a VAT registered company.']"
5,['Pool View | Closed Kitchen | Next Metro'],"['OrchidDubai, Al Furjan, Azizi Residence']",,['Apartment'],"['1,012 sqft\n                      /            94 sqm']",['1 + Maid'],['2'],"['725,000  AED']","[""Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nCovered Parking\nKitchen Appliances\nMaids Room\nPets Allowed\nShared Gym\nShared Pool""]",,['Listed:more than 6 months ago'],['Ready'],"['DescriptionTabani Real Estate Proud to Offer you this Amazing 1 Bedroom\xa0apartment in \xa0Azizi Orchid opposite to metro and Carrefour:Azizi Orchid,FurjanOne Bedroom with closed kitchen1012 sqftVacant ApartmentPool ViewAl Furjan is located between Sheikh Zayed Road and Mohammed Bin Zayed Road,adjacent to the Discovery Gardens.Orchid Residence is one of the Beautiful projects by the now very famous Azizi Development,who have more than 20 projects in Furjan itself.Strategically located very close to Metro Station.This particular 1 bed apartment that measures approx 904 sqft of Internal Apartment Area.The apartment has a CLOSED KITCHEN,Ultra spacious lounge,decent sized 2 balconies,1 master sized bedroom with an en-suite bathroom.Its a Dream property for investors as well as End-users alikeNearby Places\xa0Minutes walk from upcoming Metro Station.\xa0*10 minutes away from Dubai Marina Skyline* 5 minutes away from Ibn Batuta MallFor more info,call Jahangir +971557434352 / +97142408081']"
6,['Modern Villa|open floor plan |Rented @ 380K'],"['The NestDubai, Al Barari']",,['Villa'],"['6,300 sqft\n                      /            585 sqm']",['4'],['5'],"['8,900,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nKitchen Appliances\nPrivate Pool\nSecurity\nView of Landmark\nWalk-in Closet'],,['Listed:more than 6 months ago'],['Off-plan'],"[""Description4 Bedroom + Study + Maids room + Drivers Room\nPlot Size 12000 sqft\n9X 4 M swimming Pool\nRented for 380k\nPlease call +971555763234.\nThe Nest collection totals 55 exquisite villas available in 2 different types. Each villa features 4 ensuite bedrooms, a formal sitting and dining area, contemporary kitchen, as well as a maid’s and driver’s room, private 9x4m swimming pool, outdoor shower, barbeque area, landscaped garden and parking for two cars.\nThe Nest offers the perfect balance of community and privacy. The same attention to detail applied to the outdoors will also be present inside the homes. Luxury finishes will include high-end porcelain tiles and white quartz stone tops in the kitchen, with kitchen cabinets from Colombini Casa and kitchen appliances from Zanussi. The beautiful yet functional homes boast expansive views of Al Barari's landscaped gardens and the adjacent nature reserve, proving once again that luxury and nature can co-exist.....................................""]"
7,['Cheapest 3 Beds + Maid Room with Full Marina View'],"['Marina Wharf 1\n                              3.6\n/51 ReviewsDubai, Dubai Marina, Marina Wharf']",,['Apartment'],"['1,944 sqft\n                      /            181 sqm']",['3'],['3'],"['1,590,000  AED']",[],,['Listed:more than 6 months ago'],[],"['DescriptionAQUA Properties proudly presents this 3 Bedroom Apartment for Sale in Marina Wharf 1, Dubai Marina.\nDescription:\n* 3 Bedrooms\n* 3 Bathrooms\n* 1 Covered Parking Space\n* 1,944 sq.ft\nAmenities and Facilities:\n* 24-Hour Security\n* CCTV Monitored\n* Swimming Pool\n* Gymnasium\n* High-Speed Elevators\n* Squash Court\n* Bowling Ally\n* Speed Ball Court\n* Billiards Room\n* Podium Garden with Jogging Track\nMarina Wharf is a unique residential property project that combines luxury with affordability on the largest waterfront community in the Emirate, Dubai Marina which captures the excitement of an urban center and the serenity of a perfect waterfront lifestyle. It comprises of two buildings offering apartments with wide French windows in the living room as well as granite stone flooring\nAQUA Properties established in 2005 is your turnkey solutions for local and international requirements. Our services include sales, rentals, property management, owners association management and in house projects.']"
8,['3BR+Maid Pool Upgraded kitchen Corner Villa'],"['RahatDubai, Mudon']",,['Villa'],"['3,715 sqft\n                      /            345 sqm']",['3 + Maid'],['4'],"['3,250,000  AED']","[""Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nCovered Parking\nKitchen Appliances\nMaids Room\nPets Allowed\nPrivate Garden\nPrivate Pool\nView of Water""]",,['Listed:more than 6 months ago'],['Ready'],"['DescriptionPremier Estates is proud to offer this beautiful new upgraded 3 bed + maids corner villa in Rahat Mudon.\nThis large 3,715 sq.ft villa with floor to ceiling windows 2 separate living rooms and a dining area and laundry room the villa has been upgraded by the owner to a high quality with a brand new kitchen as well an extension by maids room by a closed off terrace area.\nUpstairs 2 bedrooms have private balconies all bedrooms comes with an en-suite and the master bedroom also has a small study/living room area attached.\nThe garden has also been professionally landscaped to include a large private pool and outdoor shower area as well as a large patio area suitable for table and chairs and BBQ area\nKey Features\n- Upgraded kitchen and extension terrace\n- Swimming pool (with outside shower)\n- 3 beds + Maids all with en-suites\n- 3 family rooms\n- Large private corner plot\n- Immaculate condition\n- Very good location\nLocation:\nRahat is a neighborhood located in Mudon community with villas recognized for their impressive architectural design. These villas feature an Arabic architectural style layout and all the bedrooms are well proportioned and the additions of high ceilings give a light and spacious feel. The bathrooms are finished to a very high standard and fully fitted wardrobes.\nThe Mudon community has playground areas, landscaped gardens, BBQ Area in every courtyard, restaurants, nursery, community centre, swimming pools, tennis courts, 24/7 security, and various other recreational facilities.\nMudon is a prime residential development in a very strategic location. It is a few minutes from Academic City, DSO, Global village and the Dubai Outlet Mall.']"
9,['1 bedroom | Great Location | Lovely Fox Hill'],"['Foxhill 9Dubai, Motor City, Foxhill']",,['Apartment'],"['1,646 sqft\n                      /            153 sqm']",['1'],['1'],"['999,999  AED']","[""Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nCovered Parking""]",,['Listed:more than 6 months ago'],['Ready'],"['DescriptionLarge 1 Bed apartment1646.02 Sq FtExcellent locationCommunity swimming pool and GymWalking distance to all amenities.Large balcony overlooking community area.Vacant on transfer.House Hunters Real Estate are delighted to offer to the sales market this rare opportunity to acquire this unique large 1 bed apartment for sale in uptown Motor city . Located in Foxhill 9 in the heart of Motor city and sitting on a build area of approximately 1646.02 sq ft, this property has been lovingly cared for by its current owners and is being offered in turnkey condition.\xa0Located just five minuets walk from the nearby motor city commercial arcade which boasts various restaurants, Hospital, Hotel and Spinneys shopping center mirrored with its close proximity to the 311 motorway allowing easy access to all major routes makes this the ideal family home.Viewing is highly recommended and is by appointment only.House Hunters Real Estate are known as the No 1 Preferred Agency in Arabian Ranches.Permit no. 1301947238']"
