,title_advert,location1,location2,property_type,property_size,bedrooms,bathrooms,cost,amenities,description,listed,completion,descriptions
0,['NO Commission Fee |  2 yrs Post-Handover'],"['Park RidgeDubai, Dubai Hills Estate']",,['Apartment'],['646 sqft\n                      /            60 sqm'],['1'],['2'],"['1,026,888  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nShared Gym\nShared Pool'],,['Listed:more than 6 months ago'],['Off-plan'],"['DescriptionIntroducing Park Ridges by Emaar Properties.\nComprising one, two and three-bedroom apartments.\nProperty Details:\n- 1 bedroom apartment\n- Price: 1,026,888 AED\n- BUA: 646 square feet\n- Estimated completion by Nov 2020\n- 2 years Post-Handover\n- 18 Hole Championship Golf Course\n- Adjacent to Central Park and Boulevard\n- Children’s Play Areas, Outdoor Gymnasium\n- 2 Kilometer Jogging Track, Art Installations\n- Fountains, Water Features and Splash Pad\n- Popular Cafes and Restaurants\n- Leading Fashion and Retail Outlets\n- Linked Directly to Future Metro Lines\nConnectivity:\n- 10 mins from Downtown Dubai and Dubai Marina\n- 12 mins Jumeirah Beach\n- 15 mins Dubai Creek Tower\n- 20 mins Dubai International Airport\nPark Ridge epitomizes a community-oriented lifestyle. Green spaces surround the towers dotted with numerous retail outlets, cafes and restaurants as well as recreational facilities.\nCall our specialist for more information on +971555565772.\nTrusted Agency | Luxury Links Properties']"
1,['3 Bed Full sea view -Direct to the Beach'],"['BayshoreDubai, Dubai Creek Harbour (The Lagoons), Creek Beach']",,['Apartment'],"['1,489 sqft\n                      /            138 sqm']",['3'],['4'],"['1,820,888  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nShared Gym\nShared Pool\nView of Water'],,['Listed:more than 6 months ago'],['Off-plan'],"[""DescriptionIntroducing Bay Shore at Creek Beach, Dubai Creek Harbour developed by Emaar Properties\nCollection of elegant one, two, and three-bedroom apartments with iconic views of the marvelous Dubai Creek Tower\nProperty Details:\n- Waterfront 3 bedroom apartment\n- Price: 1,820,888 AED\n- BUA: 1,489 square feet\n- Estimated Completion by April 2024\n- Flexible Payment Plan\n- 40% Post-Handover payable in 2 years\nOther Features:\n- Easy access to the beach\n- Direct access to Creek beach and Creek Canal\n- Minutes walk from Creek Marina\n- Kid's Play Area\n- Pool and gym\n- Parking space\n- Health Clubs\n- Cycling and Running Track\nThis exciting new development is an integral part of the master community of Dubai Creek Harbour where an extraordinary waterfront lifestyle awaits. Ideally located in a prime spot in Park District, it is moments away from the pristine white beach and the charming Creek Marina\nCall our specialist for more information on +971555565772\nTrusted Agency | Luxury Links Properties""]"
2,['Panoramic View 2 Bed on High Floor Tiara'],"['RubyDubai, Palm Jumeirah, Tiara Residences']",,['Apartment'],"['1,677 sqft\n                      /            156 sqm']",['2'],['3'],"['2,900,000  AED']",[],,['Listed:more than 6 months ago'],['Ready'],"['DescriptionAqua Properties is proud to offer this 2 Bedroom in Ruby Tiara, Palm Jumeirah.\n*2 Bedroom\n*3 Bathroom\n*High Floor\n*Immaculate\n*Panoramic Sea and Atlantis View\n*1,677 sq.ft\nTiara, as its name suggests, is a beachfront resort community centrally located on The Palms Trunk. A dynamic residential and resort community, Tiara offers private beach access and panoramic views. It provides its residents with a desirable all-in-one way of living: luxury, convenience, privacy and peace of mind. For those who just want to escape from it all, Tiara is an ideal retreat with an impressive array of amenities and services at hand; for those who want to be among the excitement.\nThe Palm Jumeirah is one of the most ambitious real-estate developments on earth, named as the 8th wonder of the world as it can be seen from space as a beautiful palm-shaped land. It features themed hotels, villas, apartment buildings, beaches, marinas, restaurants.\nContact Aqua Properties Palm Specialist for more information.']"
3,['Luxurious 3 BR APT| Sea View | Premium Amenities'],"['Mamsha Al SaadiyatAbu Dhabi, Saadiyat Island, Saadiyat Cultural District']",,['Apartment'],"['3,713 sqft\n                      /            345 sqm']",['3 + Maid'],['3'],"['4,481,270  AED']","[""Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nChildren's Pool\nConcierge\nCovered Parking\nLobby in Building\nMaids Room\nNetworked\nSecurity\nShared Gym\nShared Pool\nShared Spa\nView of Landmark\nView of Water\nWalk-in Closet""]",,[],['Off-plan'],"[""DescriptionMamsha AlSaadiyat is an exclusive beachfront development comprising of luxury apartments, penthouses and townhouses with breathtaking sea views. Located in The Saadiyat Cultural District, Mamsha features a pristine 1.4km white sandy beach and will be home to diverse retail and F&B outlets. \nMamsha is a brand new development which will feature 461 residential properties with a variety of premium quality facilities including gymnasiums, swimming pools, landscape gardens, a beach promenade, children's playgrounds, walking and cycling paths. All properties will benefit from direct beach access and close proximity to world class museums and everything which the island has to offer, including Saadiyat Grove, a premium retail destination just a short walk away.""]"
4,['3 BR APT w/ View & premium amenities in Yas Island'],"['Waters EdgeAbu Dhabi, Yas Island']",,['Apartment'],"['1,388 sqft\n                      /            129 sqm']",['3'],['3'],"['1,703,466  AED']",['Unfurnished\nBalcony\nCentral A/C\nCovered Parking\nSecurity\nShared Gym\nShared Pool\nView of Landmark\nView of Water'],,[],['Off-plan'],"['DescriptionWater’s Edge is ideally situated on its own canal and 800m promenade, in the heart of Yas Island. From modern studios to spacious three bedroom apartments, every home brings you the best of Yas at affordable prices, with beautiful views over the canal and beyond.\nThe destination will feature landscaped gardens, fully equipped gyms, pools and a jogging track that skirts the canal. Residents can also enjoy a waterfront boardwalk lined with cafes, restaurants and shops.\nAt Water’s Edge, everything moves at your own pace. So for those who enjoy action, the jogging and cycling trails, sport pitches and pools are ideal for getting your heart pumping. While the waterfront promenade brings a relaxed taste of the Med with its stylish selection of shops and restaurants.\nAbout the developer\nAldar Properties PJSC is the leading real estate developer in Abu Dhabi, and through its iconic developments, it is one of the most well known in the United Arab Emirates, and the wider Middle East region. From its beginnings in 2005 through to today, Aldar continues to shape and enhance the urban fabric of the UAE’s Capital City in addition to other key areas of the Emirate of Abu Dhabi.']"
5,"['Amazing Studio in Lakeside D , IMPZ (103)']","['Lakeside Tower DDubai, Dubai Production City (IMPZ), Lakeside Residence']",,['Apartment'],['365 sqft\n                      /            34 sqm'],['studio'],['1'],"['280,000  AED']",['Unfurnished\nBalcony\nCentral A/C\nPets Allowed\nSecurity\nShared Gym\nShared Pool'],,['Listed:4 months ago'],['Ready'],"['Descriptionproperty Details: \n-IMPZ\n-Lakeside Tower D\n-Studio \n-1 Bathroom\nFACILITIES and AMENITIES:\nGymnasium\nSwimming Pools\nPlaying Area for Kids\nSteam and Sauna Rooms\nTennis Court\nBBQ Area\nHealth Club\nAerobic Center\n24 Hour Security\nHigh Speed Elevators\nAl Mosher Real Estate Brokers is proud to present this Studio apartment located in IMPZ\nLakeside project comprises of four residential building development which is aligned a crescent shaped portico as well as offers a distinct plan that maximises stunning views across the lake. It is set amidst the landscaped lawns, manicured gardens and calming water fountains in International Media Production Zone,a free zone and freehold area that caters to media production companies and located on the outskirts of the city along the Emirates Road and offers a tranquillity of the suburbs.Lakeside Tower is one of them.\nFor further details or to arrange viewings, please contact our Head Office Stadium Point Tower Sport City on +97144472452, Mobile+971521101158, Branch Office Ontario Tower Business Bay alternatively visit our website www.almosherrealestate.com where you will find our full selection of properties available both for sale and rent .']"
6,['07 Type|2 br Burj View|Motivated Seller|High floor'],"['Vida Residences Dubai MallDubai, Downtown Dubai']",,['Apartment'],"['1,207 sqft\n                      /            112 sqm']",['2'],['2'],"['2,000,000  AED']","[""Furnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nConcierge\nCovered Parking\nKitchen Appliances\nPrivate Jacuzzi\nShared Gym\nShared Pool""]",,['Listed:2 months ago'],['Off-plan'],"[""DescriptionDistrict Real Estate offers you a great opportunity to own a high-end, 2 bedroom with stunning views, located on MBR Boulevard, right opposite Dubai Mall, Downtown.\xa0Vida Dubai Mall offers: gymnasium, swimming pools, parking space, direct access to Dubai Mall. Vida Residence Dubai Mall is a new two-tower, right across from Dubai Mall featuring one, two, three, and four bedroom branded & serviced apartments, as well as a hotel. This project is located on the plot next to Address Fountain Views.\xa0It is due for completion by October 2021.\xa0\xa0Tower 1: 1, 2, & 3 bedroom Vida branded apartments- Both towers have a shared podium with one basement- The podium consists of the following:Ground Floor\xa0featuring the hotel drop-off, lobby lounge, all-day dining, serviced apartments' lobby, branded apartments' lobbyLevel 2\xa0featuring two F&B outlets, two salons, a florist and a connection to Fountain Views & Dubai MallCall District on +971502312040 / +97148800373 or visit www.districtuae.com for further details""]"
7,['Studio (can be considered 1 BR) | Al Hamra Village'],"['Royal breeze 2\n                              4.6\n/51 ReviewsRas Al Khaimah, Al Hamra Village, Royal Breeze']",,['Apartment'],['598 sqft\n                      /            56 sqm'],['studio'],['1'],"['299,000  AED']","[""Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nCovered Parking\nShared Gym\nShared Pool""]",,['Listed:more than 6 months ago'],['Ready'],"['Description* Located at RB2 building, Ground floor* Sea View* Includes centralized a/c* Built in kitchen cabinets and wardrobesCommunity Description:* Access to hotels, bars, clubs and restaurants* Gate access control system with 24 hours security* Free access to the gym, swimming pool and beach* Car parking* Pool access to its residentsRas Al Khaimah offers a variety of entertainment including exclusive Hotels & Resorts, international cuisines\x92 restaurants, health clubs and spas perfect for relaxation. It also offers wide range of outdoor activities such as\xa0Watersports, Sailing Cruises, Desert camps, Golf courses Mountain Climbing and Breath taking Zipline activities.Company Description:Sherwoods have now been working at the forefront of international real estate for almost 25 years, with experience in the property markets of the UK and the Gulf States. Sherwoods are offering a one stop shop; whether you are a purchaser, vendor, investor or a potential tenant.For more inquiries, please contact Sherwoods Property on +971545496969 / +97172444988']"
8,['Biggest 3 BHK | Spacious Layout | Best Price'],['Al Khail HeightsDubai'],,['Apartment'],"['2,200 sqft\n                      /            204 sqm']",['3'],['4'],"['1,350,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C'],,['Listed:5 months ago'],[],"['DescriptionHuge 3 BHK\n3.5 Bath\nBright and Sunny Unit\nExcellent Layout\n2,200 sq/ft\nCommunity View\n2 Reserved Parking for a unit\nVacant\nViewing Possible\nModern Gym\n24/7 Security\nSelling Price: AED 1,350,000\nPay Now 80%\nPay 20% in Installments\nLOCATION:\nAl Quoz 4, Al Khail Road\nClose to Burj Khalifa, Dubai Mall, Dubai Downtown and Business Bay \n10 Mins from Dubai Mall, Downtown and Business Bay\nStatus: Ready\nDeveloper: Meraas /Texture Holding Ltd\nTitle Type: Freehold\nQuality Classification: Mid-end\nIn the heart of Dubai a few minutes away from the new Dubai Water Canal Business Bay and Dubai Downtown. Easy access to Sheikh Zayed Road and Sheikh Rashid highway surrounded by best Schools, Hospitals, and ThemeParks of Dubai.\n**Studios, 1 Bedrooms, 2 Bedrooms, 3 Bedrooms Apartments, Town Houses And Villas (Multiple Units and layouts available)**\nFor Info Contact:\nCall or Whatsapp: +971547254191\nEmpyrean Real Estate L.L.C\nOffice 803, Aspect Towers\nExecutive Towers, Business Bay']"
9,['Hot Deal Brand New Studio Golf View (101)'],"['Eagle HeightsDubai, Dubai Sports City']",,['Apartment'],['441 sqft\n                      /            41 sqm'],['studio'],['1'],"['340,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nPets Allowed\nSecurity\nShared Gym\nShared Pool'],,['Listed:2 months ago'],['Off-plan'],"['DescriptionProperty Details;\n- Studio Apartment \n- High Quality Building\n- Size 440 sq/ft.\n- 24-Hour Security\n- Landscaped Gardens\n- Jogging Track\n- High-Speed Elevators.\n- Car Parking.\n- Swimming Pool &GYM.\nFACILITIES and AMENITIES:\n24-Hour Security\nLandscaped Gardens\nJogging Track\nHigh Speed Elevators\nCar Parking\nSwimming Pool\nAl Mosher Real Estate Brokers is proud to present this Studio apartment located in the Sports City.\nEagle Heights, the golfers dream. A state-of-the-art modern apartment building at the heart of Dubai Sports City. A building with every imaginable amenity the most important being an amazing golf course literally just outside your front door.\nIt is primarily located within the Dubai Sports City that provides facilities including a fantastic golf course on your door step.\nFor further details or to arrange viewings, please contact our Head Office Stadium Point Tower Sport City on +97144472452, Mobile+971521101158, Branch Office Ontario Tower Business Bay alternatively visit our website www.almosherrealestate.com where you will find our full selection of properties available both for sale and rent .']"
10,['Villa for Sale in Shargan - Sharjah'],"['SharqanSharjah, Al Heerah']",,['Villa'],"['7,500 sqft\n                      /            697 sqm']",['7 + Maid'],['4'],"['1,950,000  AED']",['Partly furnished\nBalcony\nCovered Parking\nKitchen Appliances\nMaids Room\nPrivate Garden\nSecurity\nStudy\nView of Landmark'],,['Listed:2 months ago'],['Ready'],"['Description6 bedroom villa for sale ALshargan - Sharjah, double storey villa, the size of this plot is 7500 Sq/ft and the built up area is 5000 Sq/ft.\nThe ground floor consists of two halls,a 2 room a dining room, a board, a large kitchen and 3 bathrooms and the first floor consists of five bedrooms, a small hall, four bathrooms, maids room, a laundry room,a large balcony ,\nwatchman room a private car parking the villa also has its own garden making it ideal for family outdoor seating.\nBalcony or Terrace\nDouble Glazed Windows\nCentral Air-Con\nLaundry Room\nStorage Areas\nMaid Service\nPrivate garage\nPublic parking\nGolden Home Real Estate management\nWas established in 1990 specialized in the brokerage and property management of residential and commercial properties both for sale and lease in Sharjah.']"
