,title_advert,location1,location2,property_type,property_size,bedrooms,bathrooms,cost,amenities,description,listed,completion,descriptions
0,['Vacant High Floor | Marina and Sea Views'],"['Cayan Tower\n                              3.7\n/520 ReviewsDubai, Dubai Marina']",,['Apartment'],['762 sqft\n                      /            71 sqm'],['1'],['2'],"['1,350,000  AED']",['Unfurnished\nBalcony\nConcierge\nKitchen Appliances'],,['Listed:21 days ago'],['Ready'],"['DescriptionPH Real Estate are thrilled to exclusively offer to market this stunning 1 Bedroom apartment in Cayan Tower, Dubai Marina for an incredible price of only AED 1,350,000.\nThis stunning 07 type layout boasts the following key features:\n- Bright spacious living area\n- 1 Large En-suite Bedroom\n- Guest Powder Room\n- Fully Open Style Fitted Kitchen\n- Balcony\n- Marina and Sea Views\n- Not overlooking construction\n- High Floor\n- 762 sqft as per title deed\n- Perfect condition and well maintained\n- Cash paid property\n- Vacant on transfer\n- Sales price - AED 1,350,000\nCayan Tower is an iconic 73 storey residential tower that spirals in a smooth curve by an astonishing 90 degrees to give every apartment a stunning views of the sea or Marina. Cayan’s dynamic twisting shape challenges conventional architecture and redefines standards of luxury. Situated in a key location at the mouth of Dubai Marina thus enjoying great views on to the Marina, sea and The Palm.\nFor more information and to organize a viewing on this incredible apartment please call Padraic on+971504644029 or email padraic@phrealestate.ae']"
1,['5 Years Post Handover | 20/80 Payment Plan'],"['Rawda ApartmentsDubai, Town Square']",,['Apartment'],['710 sqft\n                      /            66 sqm'],['1'],['2'],"['749,888  AED']","[""Unfurnished\nBalcony\nCentral A/C\nChildren's Play Area\nCovered Parking\nShared Pool""]",,['Listed:20 days ago'],['Off-plan'],"['DescriptionPARK VIEW IN TOWN SQUARED & B Properties are delighted to offer for sale this stunning 1-bedroom apartment located in Park View, Rawda, Town Square by NSHAMA.\n* Selling Price: AED\xa0749,888* Ready in April 2020* Close to Pool and Park* Built Up Area: 710 Square Feet* 1 bedroom w/ en-suite bathrooms*\xa010 km Nature Trails Network* Complimented by private gardens, a concierge service, landscaped public spaces, local shops, restaurants and leisure amenitiesPayment Plan:* 10% Booking Only*\xa020/80 5 Yrs Post Handover Payment Plan*\xa04% DLD DiscountTown Square is conveniently located at the intersection of Al Qudra Road and Emirates Road, only 10 minutes drive to Mall of the Emirates, and within proximity from Al Maktoum International Airport and The Dubai Mall.Call our Town Square expert today for more info or to organise a full project tour at +971565203470 | 800 DANDB | www.dandbdubai.comD and B Properties is a leading real estate company in the International Off-Plan market.']"
2,['Best Priced Townhouse | Invest Full Sea view'],"['Sur La MerDubai, Jumeirah, La Mer']",,['Townhouse'],"['3,707 sqft\n                      /            344 sqm']",['3 + Maid'],['4'],['Ask for price'],['Unfurnished\nBuilt in Wardrobes\nCentral A/C\nConcierge\nMaids Room\nPets Allowed\nPrivate Jacuzzi\nShared Gym\nShared Pool'],,['Listed:16 days ago'],['Off-plan'],"[""DescriptionD&B Properties are pleased to offer for sale this spacious 3 bedroom Townhouse located in Sur, La Mer, Jumeirah, Dubai by Meraas.* Selling Price: AED 4,565,000* Built Up Area: 3,707 Square Feet* Ready to move in by 2021* Private Beach Access* Flexible Payment Plan* +190 berth marina & yacht club* 3 bedroom plus maid's with en-suite bathrooms* Located in one of the most sought after districts in Jumeirah 1* Unparalleled shopping, dining, and hospitality experiences, along with leisure, entertainment, and convenience optionsSur La Mer benefits from excellent connectivity to popular locations in the city while being located in one of the most-sought-after districts: Jumeirah 1. The community can be reached by road and sea, meaning residents can take in the spectacular coastline at their leisure.Contact Aarti our specialist today for more info at +971523821422 | 800 DANDB |\xa0www.dandbdubai.comD&B Properties is a leading real estate company in the Intl Off-Plan market incl London, Dubai & Abu Dhabi We assist in every aspect of searching & securing residential off-plan property.""]"
3,['Best Price | Upgraded | Rented | 2 Balconies'],"['Al Thayyal 4Dubai, Greens, Al Thayyal']",,['Apartment'],['972 sqft\n                      /            90 sqm'],['1'],['1'],"['730,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nKitchen Appliances\nSecurity\nShared Gym\nShared Pool'],,['Listed:15 days ago'],['Ready'],"['DescriptionRare Homes pleased to offer you this Upgraded 1 Bedroom with 2 balconies in The Greens\nSelling Price: AED 730,000\nProperty Specification:\n- 2 Balcony\n- 1 bathroom\n- Upgraded\n- Rented till May\n- 1 parking bay\nFacilities and Amenities:\n- Gated adults’ and children’s swimming pools\n- Men’s and women’s changing rooms with shower facilities\n- Gymnasium\n- Community Hall\n- Barbecue area\n- Basketball court\n- Children’s play area\n- Lush courtyards\n- Covered parking\n- Access control, CCTV and intercom systems\n****************************\nRARE HOMES is a Real Estate Agency with over decades of experience in Commercial & Residential Property Management & Sales.\nOur Team are well experienced to provide a professional and comprehensive property service to our client and has been able to develop a long-term business relationship by meeting our client’s particular requirement in ways that are individual, innovative and commercially sound.\nWhether you are an owner of a property, a tenant or a buyer, we value your company and we are pleased to offer you the attention and service that you deserve.\nCall our Area Specialist for viewing\nSyed Sabir+971567892938']"
4,['STUDIO AVAILABLE FOR SALE IN HORIZON TOWERS AJMAN.'],[],,['Apartment'],['669 sqft\n                      /            62 sqm'],['studio'],['1'],[],[],,[],[],[]
5,['Great Offer | Invest Full Sea view Townhouse'],"['Sur La MerDubai, Jumeirah, La Mer']",,['Townhouse'],"['4,794 sqft\n                      /            445 sqm']",['4'],['5'],['Ask for price'],['Unfurnished\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nConcierge\nPrivate Jacuzzi\nShared Gym\nShared Pool'],,['Listed:16 days ago'],['Off-plan'],"['DescriptionD&B Properties are pleased to offer for sale this spacious 4 bedroom townhouse located in Sur, La Mer, Jumeirah, Dubai by Meraas.* Selling Price: AED 6,027,000* 4 bedroom plus maid with en-suite bathrooms* Built Up Area: 4,794 Square Feet* Ready to move in by 2021* Private Beach Access* Flexible Payment Plan* +190 berth marina & yacht club* Located in one of the most sought after districts in Jumeirah 1* Premium Amenities* Unparalleled shopping, dining, and hospitality experiences, along with leisure, entertainment, and convenience optionsNestled between the La Mer beachfront, the Mediterranean inspired Port de La Mer and the azure waters of the Arabian Gulf, Sur La Mer will be the first freehold townhouse community located in the prestigious Jumeirah 1 district.Contact Aarti our expert today for more info at +971523821422 | 800 DANDB |\xa0www.dandbdubai.comD&B Properties is a leading real estate company in the Intl Off-Plan market incl London, Dubai & Abu Dhabi We assist in every aspect of searching & securing residential off-plan property.']"
6,['Cosmopolitan Lifestyle|Beach Facing|Villa Sur La Mer'],"['Sur La MerDubai, Jumeirah, La Mer']",,['Townhouse'],"['4,795 sqft\n                      /            445 sqm']",['4'],['5'],"['6,100,000  AED']",['Unfurnished\nBalcony\nCentral A/C\nPets Allowed\nShared Gym\nShared Pool\nView of Water'],,['Listed:3 days ago'],['Off-plan'],"['DescriptionSeafront Living Redefined\nSur La Mer by Meraas\nThe First Freehold Master Community in Jumeirah\nAttractive Payment Plan\nBooking - 10%\nDuring Construction - 40%\nHandover - 50% (September 2021)\nProperty Types\n3 Bedroom Townhouses\nBUA 3700 SqFt\nPrice From AED 4.55M\n4 Bedroom Townhouses\nBUA 4,794 SqFt\nPrice From AED 6.10M\n5 Bedroom Townhouses\nBUA 6821 SqFt\nPrice AED 9.5M\nNestled between the La Mer beachfront, the Mediterranean inspired Port de La Mer and the azure waters of the Arabian Gulf, Sur La Mer will be the first freehold townhouse community located one of Dubai’s most prestigious districts, Jumeirah 1.  In a landscape comprising of open spaces shaded by olive and lemon trees, to alleys covered in magenta Bougainville flowers, one truly gets a sense of a European seaside atmosphere. A linear park along with a host of other world-class amenities complete the experience of living at Sur La Mer\nPREMIUM AMENITIES:\nClubhouse\nSwimming pool and kids pool\nBicycle sharing\nElectric vehicle charging\nKids play area\nShaded seating areas\n1 km promenade along the water edge\nPrivate beach access\nMarina access\nCall Nishant Tahilramani 30361 on +971555963603\nvisit www.indusre.ae']"
7,['MAGNIFYING FULL WATERFRONT-FURNISHED 5br on 68LEVEL'],"['The Address Jumeirah Resort and SpaDubai, Jumeirah Beach Residence']",,['Penthouse'],"['5,018 sqft\n                      /            466 sqm']",['5 + Maid'],['6'],"['14,450,000  AED']",['Furnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nConcierge\nCovered Parking\nKitchen Appliances\nMaids Room\nPets Allowed\nSecurity\nShared Pool\nShared Spa\nStudy\nView of Landmark\nWalk-in Closet'],,['Listed:4 days ago'],['Off-plan'],"['DescriptionAddress Residence JBR- A glittering spectacle rising above the scintillating promenades of Jumeirah Beach Walk,\nKey highlights.\nLargest 5 bedroom Sea view FURNISHED\nIndoor Kids’ Club on Ground Floor (on commercial basis),\nOutdoor Shaded Children’s splash pad pool with water features on ground floor level,\nChildren’s rock-climbing wall inside the Kids’ Club approx. 3.0 metres height,\nOutdoor dry play area,\nSundeck area\nOutdoor terraced landscaped gardens and seven (7) reflecting ponds,\nOutdoor beach café and grill,\nOutdoor event lawn on ground floor,\nBeach terrace with DJ Booth and wait station,\nLevel 75 Hotel Spa (with prior reservation on commercial basis),\nHotel lounge at Podium Level 2,\nAll day dining terrace at Ground Floor.,\nCustom designed & custom-made furniture & fabrics,\nCustom Axminister carpet designs for built-in carpets to all bedrooms ; Material is 80% New Zealand Wool & 20% Nylon, & 7 pitch per inch and 9 rows per inch (for deep feel & soft touch).']"
8,['A Park & Club view villa in Grand Views'],"['Grand ViewsDubai, Meydan, Meydan Gated Community']",,['Villa'],"['6,044 sqft\n                      /            562 sqm']",['6 + Maid'],['7'],"['5,600,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCovered Parking\nKitchen Appliances\nMaids Room\nPets Allowed\nPrivate Garden\nSecurity\nStudy\nWalk-in Closet'],,['Listed:more than 6 months ago'],['Ready'],"['DescriptionValoran Real Estate Brokers is pleased to present this 6 Bedroom the most luxury Villa located in the  Grand Views at Millennium Estate Community within Meydan area.\nAbout Villa:\n6 Bedroom\n8.5 Bathrooms\nMaids Room\nDrivers Rooms\nCovered Terrace\nPrivet lift\nFeatures:\nItalian Marble\nHardwood in Bedrooms\nTemp Controlled Pool\nKitchen by Poggen Pohl\nRace Track Facing\nGrand Views villas are suitable and a Perfect house for Families *\nGrand Views is one of the city premier community offering spectacular views of the grandstand and equestrian track.\nLocated in Meydan at Nad Al Sheba, home to the world-renowned Godolphin Stables, Meydan developments are a true mark of excellence for commercial, residential and mixed-use real estate. alike. \nMeydan is just about 9 minutes far from Sheikh Zayed Road and around 12 minutes to Deirah And Bur Dubai.\nFrom Millennium Estate Community you need just 4 minutes to drive to the Meydan Hotel. \nFor more information and viewing please call on +971551019474 .']"
9,['0%Down Payment|Pay monthly 7500AED|No Comission'],"['MAG EyeDubai, Mohammed Bin Rashid City, District 7']",,['Apartment'],['750 sqft\n                      /            70 sqm'],['1 + Maid'],['2'],"['1,200,000  AED']",['Unfurnished\nBalcony\nCovered Parking\nKitchen Appliances\nMaids Room\nShared Gym'],,['Listed:3 months ago'],['Off-plan'],"[""DescriptionMAG EYE is a mixed use, residential community development project, located in Mohammed bin Rashid City,Close to District 1 Meydan District . Built in close proximity to Meydan Racecourse, with easy access to Al Khail and Sheikh Mohammad Bin Zayed Roads, MAG EYE is centrally located within a few minutes drive to major leisure and shopping destinations in Dubai.'\nOne of the best payment plan in dubai.\nNo Down payment ,Direct from developer without any bank involvment\nPay monthly  5500 AED upto 150 months \nHand over Q3 2021\nNo any additional expenses \nunits can be booked online ,and your payment will be in escrow account(government authority) until handover of the unit\nproperty is 100% free hold required passport copy only\nThe design of MAG Eye is designed to visualize the development of one of the best-celebrated cities in the world. Living in these apartments allows you to a good vista of the new Dubai. With good ventilation system, stylish interiors, and high-end amenities, these homes will surely make you feel comfortable, away from busyness of city life. \nMAG Eye Apartments welcome you to a selection of urban privileges being located at the door of urban living. Enjoy recreation and entertainment without limits. \nCall Property consultant on +971555818866  or whatsapp for further details""]"
