,title_advert,location1,location2,property_type,property_size,bedrooms,bathrooms,cost,amenities,description,listed,completion,descriptions
0,['Penthouse|Burj Khalifa and Fountain Views'],"['Vida Residence DowntownDubai, Downtown Dubai']",,['Penthouse'],"['5,365 sqft\n                      /            498 sqm']",['5 + Maid'],['5'],"['19,999,999  AED']",['Furnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nKitchen Appliances\nMaids Room\nPets Allowed\nShared Gym\nShared Pool\nView of Water'],,['Listed:1 month ago'],['Ready'],"[""DescriptionBetterhomes are pleased to offer this unique gorgeous sky collection penthouse for sale with full Burj Khalifa and fountain views.\nFeatures:\n* Sky collections\n* Floor to ceiling window\n* 5 master bedrooms penthouse\n* Maid's room\n* Modern living and dining area\n* Beautiful staircase\n* Duplex\n* Family room\n* Terraces\n* Panoramic downtown view\n* Fully fitted kitchen\n* Fully Furnished\n* 2 Car Parking\n* Cleaning services\nVida Residence Downtown Dubai is a trendy serviced residence concept. Its Sky Collection features luxurious,prestigious apartments on the upper levels of the 58-Storey apartment tower. Its a five-bedroom apartments, featuring refined fixtures and contemporary design which combine international style with local touches to create an environment of understated elegance. The tower is designed to take full advantage of the vibrant boulevard views, Burj Khalifa and The Dubai Fountain.\nCompany: Betterhomes\nRERA ORN: 97 \nAddress: Vision Tower, 42nd Floor, Dubai""]"
1,['Spacious Studio Apartment with DIFC View in BK'],"['Burj Khalifa\n                              4.1\n/515 ReviewsDubai, Downtown Dubai, Burj Khalifa Area']",,['Apartment'],['550 sqft\n                      /            51 sqm'],['studio'],['1'],"['1,899,900  AED']","[""Unfurnished\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nConcierge\nCovered Parking\nKitchen Appliances\nPrivate Jacuzzi\nShared Gym\nShared Pool\nView of Water""]",,['Listed:4 months ago'],['Ready'],"['DescriptionKAYE & CO REAL ESTATE L.L.C. welcomes you to this furnished and cozy Studio flat located in the prestigious Burj Khalifa Tower.\xa0Property Details:\xa0Studio with 558 sqftSpacious Living areaLarge enough for queen size bed and sofa next to it1 BathroomUnfurnished1 ParkingOverlooks the impressive DIFC towers and the sea coastType SB - based in zone 2B, which means you only need to take 1 lift to your floorAED 1,899,900Building Amenities:\xa0Indoor link to Dubai MallSky lounge for residents (123rd floor)24/7 ConciergeTennis Court x 2 plus Basketball on SaturdaysGym + Swimming Pool x 2Business Center on 43rd FloorMeeting Rooms on 43rd and 76th FloorZoom Supermarket on Ground Floor6 Armani Restaurants with 15% discount for residentsHousekeeping, carwash and laundry available as a service\xa0\xa0\xa0Please feel free to contact Nicole at +971509739700 for any additional information.\xa0Burj Khalifa is truly a mixed-use tower, comprises 1.85 million square feet of residential space, and 300,000 square feet of office space, in addition to the Armani Hotel Dubai and Armani Residences. It also features lounges, health and wellness facilities, four pools and two observation decks.\xa0KAYE & CO. is a privately-run real estate firm with more than fifteen years of local industry experience. We are a Burj Khalifa tower focused agency and if you are looking for somebody that can guide you through the tower with few different layouts and views - please contact me to book your site visit today.']"
2,['Boulevard View | Vacant Upon Transfer| 2 Bed'],"['Claren Tower 1\n                              4.1\n/56 ReviewsDubai, Downtown Dubai, Claren Towers']",,['Apartment'],"['1,257 sqft\n                      /            117 sqm']",['2'],['3'],"['1,700,000  AED']",['Unfurnished\nConcierge'],,['Listed:3 months ago'],['Ready'],"['DescriptionAQUA Properties is pleased to offer this contemporary designed 2-bedroom apartment available for sale in Claren Tower 1, Downtown. This stunning unit is elegantly designed and finished and features mesmerising views of the boulevard. Excessive use of glass ensures ample natural light. It is offered unfurnished and comes with one parking space.\n* 2 Bedrooms\n* BUA: 1,257 sq.ft.\n* 3 Bathrooms\n* boulevard views\n* Elegantly designed and finished\n* 1 Parking space\n* Unfurnished\n* Very well maintained\n* Vacant\nAmenities and facilities:\n* 24/7 Security\n* CCTV Monitored\n* Swimming pool\n* Fully equipped gymnasium\n* High-speed elevators\n* Children playing area\n* Park\nResidents in Claren Tower enjoy a multitude of amenities ranging from a swimming pool, children wading pool and play area. As well as a state of the art gymnasium, and squash courts. Claren Towers are located on the boulevard, with a plethora of restaurants at your doorstep. As well as walking distance from the Vida Hotel and a 5 minutes walk to Dubai mall.']"
3,['Huge Size I Studio I Bermuda Views High (TH)'],"['Bermuda ViewsDubai, Dubai Sports City']",,['Apartment'],['532 sqft\n                      /            49 sqm'],['studio'],['1'],"['390,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nConcierge\nCovered Parking\nPets Allowed\nSecurity\nShared Gym\nShared Pool'],,['Listed:more than 6 months ago'],['Ready'],"['DescriptionProperty Details;\n- Partial Golf course view\n- Size:531.92 sq/ft.\n- Covered parking\n- Shared gym\n- 24 hours security.\n- Storage room.\nAl Mosher Real Estate Brokers is proud to present Studio  apartment located in Sport City.\nBERMUDA VIEWS TOWER, located in Dubai Sports City in full compliance with the guidelines of Dubai Sport City and all the required documents such as Mulkiya/title deeds, affection plan from land department and Dubai Municipality are in place. It is a 15 Storey Residential Tower with 2 basements and parking facilities \nWith easy access to the Ernie Els 18-hole championship golf course and Butch Harmon School of Golf, this residence offers views of the golf course, a park and the exclusive canal retail area where high-end brands will feature along with a new proposed luxury hotel. For everyday convenience residents will have at their doorstep shopping malls, cafes, restaurants, sporting stadiums and sporting academies\nThe project consists of 220 apartments (studio, 1 & 2 bedroom units).\nFor further details or to arrange viewings, please contact our Head Office on +97144472452, Mobile +971521101158  alternatively visit our website www.almosherrealestate.com where you will find our full selection of properties available both for sale and rent.']"
4,['Top-Floor|Pool & Park View|Near Dubai Hills Mall'],"['AcaciaDubai, Dubai Hills Estate, Park Heights']",,['Apartment'],"['1,345 sqft\n                      /            125 sqm']",['2'],['3'],"['1,500,000  AED']","[""Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nCovered Parking\nKitchen Appliances\nLobby in Building\nNetworked\nPets Allowed\nShared Gym\nShared Pool\nView of Landmark\nWalk-in Closet""]",,['Listed:more than 6 months ago'],['Off-plan'],"['DescriptionWe are delighted to offer this luxurious One-bedroom apartment at Acacia Park Heights, a mixed-use residential development by Emaar nestled within Dubai Hills Estate.\n• Acacia Park Heights\n• Stunning views of Pool & Park.\n• BUA Size: 1,345 Sq.ft.\n• En-suite Bathroom\n• Floor-to-ceiling Windows\n• Lush Green Park\nSet over more than 1,345 sq.ft this incredible apartment is very spacious and enjoys a sizeable balcony that looks out onto the lush green park nearby. It features an open-plan layout that flawlessly combines the kitchen, dining room, and living area altogether. A natural colour palette spreads across the entire home. Acacia Park Heights provides residents with a great range of premium lifestyle amenities, including a health club, a steam room, play areas, a multi-purpose hall, a swimming pool, as well as a variety of retail, dining, and entertainment attractions found at Dubai Hills Mall.\nFor our most discerning clients, this property could be a fantastic residential option.']"
5,['Large 5-Bed | Single Row | Viewing Now Possible'],"['Sidra Villas IIDubai, Dubai Hills Estate, Sidra Villas']",,['Villa'],"['6,112 sqft\n                      /            568 sqm']",['5'],['5'],"['4,500,000  AED']","[""Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nChildren's Pool\nCovered Parking\nKitchen Appliances\nNetworked\nPets Allowed\nPrivate Garden\nPrivate Pool\nShared Gym\nShared Pool\nStudy\nVastu-compliant\nView of Landmark\nView of Water\nWalk-in Closet""]",,['Listed:more than 6 months ago'],['Off-plan'],"['DescriptionLuxuryProperty.com is delighted to present this 5 -bed, Type 5 Villa situated in phase 2 of the extremely popular Sidra II community inside Dubai Hills Estate.\n• Lush Landscape\n• Community Pool Area\n• BUA: 4,283 \n• PLOT: 6,112 sq.ft.\n• 40% Post-Handover Payment Plan\n• Built-In Wardrobes\n• Marble Finish En-Suite Bathroom\n• Skilfully Designed Kitchen. \nWith its’ tree-lined, leafy avenues, this tranquil enclave is set away from the bustling hive of Dubai’s city center; yet due to its excellent location between major roads, residents are just minutes away from the business, retail and tourism landmarks. Residents will also have access to metro lines, allowing fast access to the development. \nSidra Villas II offers the perfect surroundings for family life, bringing residents a wide array of amenities. The homes have been planned along the network of green corridors, providing shaded pathways, cycling and jogging tracks, exercise courses and community playgrounds.']"
6,"[""High floor I Marina View I Vacant I Plus maid's""]","['Marinascape Avant\n                              4.3\n/51 ReviewsDubai, Dubai Marina, Marinascape']",,['Apartment'],"['1,653 sqft\n                      /            154 sqm']",['2'],['3'],"['1,750,000  AED']",[],,['Listed:more than 6 months ago'],['Ready'],"[""DescriptionThis elegant 2-bed apartment overlooking Marina. The property features tiled flooring throughout as well as floor-to-ceiling windows making the apartment feel bright. The spacious living & dining room leads out to a huge balcony that stretches across the entire apartment whilst being accessible from every room. The 2 large en-suite bedrooms all feature built-in wardrobes. The property also offers a 20 sqm storage room in the basement. Community facilities & amenities include an infinity swimming pool, Jacuzzi, gymnasium. High-Quality Finishing and spacious layout. Trident Marinascape Avant is a 25-story building located in Dubai's most renowned neighborhood in Jumeirah, at the mainland of the Dubai Marina, which is by far the most solicited residential address in the globe. With tremendous beaches and well-planned townships which are in close proximity to the city's bustling business. -2 Bedrooms -Maids room -Store Room -Full marina view -BUA: 1,653 sqft -Gymnasium & terrace -1 Parking space""]"
7,['3 Bed plus Maids Room with Terrace Garden'],"['Villa Lantana 1Dubai, Al Barsha, Villa Lantana']",,['Villa'],"['2,560 sqft\n                      /            238 sqm']",['3 + Maid'],['4'],"['2,300,000  AED']",['Unfurnished\nBuilt in Wardrobes\nCovered Parking\nMaids Room\nPets Allowed\nWalk-in Closet'],,['Listed:more than 6 months ago'],['Ready'],"['DescriptionType 3S4, unfurnished villa\n3 bedroom and 4 bathroom\nplus maids room\n2,560 sq.ft built up area\nwith terrace garden\ncovered parking space\n2 villa available\nrented till August 2020\nVilla Lantana has been carefully master-planned for close-knit community living. Residents will have ample opportunities to meet, relax and enjoy Villa Lantana’s pleasant surroundings. You will discover all you need right on your doorstep, from the daily essentials to life’s little luxuries, with a range of leisure and fitness options to promote quality of life for the entire family. \nRetail center\nParks and play areas\nCommunal gardens with jogging tracks\nTwo community centers with gyms and swimming pools\nLocated in Al Barsha South (close to Dubai’s main business districts and local amenities)\nfor more details, please contact us at\nMobile No.: +971588694124\nTel. No.: +97142769442\ninfo@sevenlinerealestate.com\nwww.sevenlinerealestate.com\nSTR No.: 22759/2018/09/023\nRERA BRN: 42007\nRERA ORN: 20125']"
8,['Castellon Style 4-Bed Villa |Direct on Golf Course'],"['Lime Tree Valley\n                              4.9\n/53 ReviewsDubai, Jumeirah Golf Estates, Earth']",,['Villa'],"['7,092 sqft\n                      /            659 sqm']",['4'],['5'],"['5,750,000  AED']","[""Furnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nChildren's Pool\nCovered Parking\nKitchen Appliances\nNetworked\nPets Allowed\nPrivate Garden\nPrivate Pool\nVastu-compliant\nView of Landmark\nView of Water\nWalk-in Closet""]",,['Listed:more than 6 months ago'],['Ready'],"['DescriptionLuxuryProperty.com delighted to offer this villa at Lime Tree Valley in JGE.\n• High-end Finishing\n• Private Garden Secluded by Trees\n• Views to the Fairway\n• Floor-to-Ceiling Windows\nUpon entering the villa, you are immediately struck by Architraves, subtle paintwork, & feature wallpaper lend this property a touch of class.  The Siematic kitchen is a blend of gentle cream and deep brown cabinetry, perfectly complemented by granite work and stainless-steel German appliances. The fabulous master suite is at the back of the house. To the left is the bedroom featuring dark oak colored wardrobes in a walkthrough area behind the bed, and a large terrace overlooking the back garden. To the right is a large quality 5-piece bathroom, while two good sized bedrooms are at the front of the house, fitted wardrobes, and en-suite baths.\nSitting on 4,800 sqft., this Castellon villa represents an exceptional residential option or indeed a solid investment opportunity for our most discerning clients.']"
9,['Stunning New Modern Villa | Tip of Frond | PJ'],"['Signature Villas Frond MDubai, Palm Jumeirah, Signature Villas']",,['Villa'],"['13,110 sqft\n                      /            1,218 sqm']",['6'],['6'],"['75,000,000  AED']","[""Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nCovered Parking\nKitchen Appliances\nPrivate Garden\nPrivate Pool\nShared Gym\nView of Water""]",,['Listed:more than 6 months ago'],['Ready'],"['DescriptionBuilt to turn-key standards and situated on a unique, private development on the entire tip of M frond, this flawless home offers cutting edge technology and a no-expense-spared approach to luxury and comfort.Wrapped in beautifully landscaped, palm-lined grounds with an ocean panorama, the iconic Dubai Marina takes center stage. This prized beachfront home has been designed for entertaining and flexible modern family living.The main living and dining areas adjoin a fabulous pool and terrace which connects seamlessly with the beach. A show kitchen, and separate production kitchen with top grade appliances, services the informal living and dining area, whilst a formal living area, gym, and a superb home office complete the lower level.The upper levels comprise of 5 large en-suite beds with built-in wardrobes and several private terraces enjoying breathtaking views of the sea and skylineE & T Real Estate\xa0has become one of the most successful real estate agencies in the UAE since 2004.']"
