,title_advert,location1,location2,property_type,property_size,bedrooms,bathrooms,cost,amenities,description,listed,completion,descriptions
0,['Modern and Huge | Amazing Layout | huge Family Rm'],"['Hyati AvenueDubai, Jumeirah Village Circle']",,['Apartment'],"['1,200 sqft\n                      /            111 sqm']",['2'],['2'],"['1,115,970  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nSecurity\nShared Gym\nShared Pool\nView of Landmark'],,['Listed:1 month ago'],['Off-plan'],"['DescriptionAzco Real Estate Brokers (LLC) is proud to offer you this astonishing and elegantly designed property located in the most sought-after residential community in Dubai, Jumeirah Village Circle.\nPROPERTY FEATURES \n■ 2 BR Apartment\n■ 3 Bathrooms\n■ Balcony \n■ Huge Fitted Kitchen\n■ Built-in Wardrobes\n■ Exquisite Design\nAMENITIES\n■ Gymnasium\n■ Swimming Pool\n■ Covered Car Parking \n■ 24 Hour Security equipped with CCTV\n■ High Speed Elevators\n■ Convenient Waste Disposal in every floor\n■ Location: Hyati Avenue\nCONTACT US\n■ Mr. Rizwan Nazir - Property Consultant - JVC SPECIALIST\nWHO WE ARE?\nAZCO Real Estate Brokers, LLC. is an award winning and culturally diverse brokerage that brings together a team of multilingual and highly qualified real estate brokers. AZCO utilizes extensive expertise of the local market and internationalism of real estate. At AZCO, we exercise a client centrode approach that helps us to deliver end-to-end property management and real estate solutions.\nThe company has massively expanded from its official inception in 2017 to a team of 30+ exceptionally talented real estate brokers and consultants. All the solutions rendered at AZCO are formulated with a result-oriented perspective, while our competent brokers are always on the lookout for ideal property investment opportunities.\nBuyers, Sellers, and Tenants can reach us anytime. Thank you for Choosing Azco Real Estate!\n                                                       Visit our website: www.azcorealestate.ae']"
1,['Spacious 1 BR + Study with Private Garden'],"['Murjan Tower\n                              4.4\n/52 ReviewsDubai, Dubai Marina, Emaar 6 Towers']",,['Apartment'],"['1,860 sqft\n                      /            173 sqm']",['1'],['2'],"['1,850,000  AED']","[""Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nConcierge\nCovered Parking\nPets Allowed\nPrivate Garden\nShared Gym\nShared Pool\nStudy""]",,['Listed:4 months ago'],['Ready'],"['DescriptionUnique Fully Furnished with Private GardenWill be vacant end of Jan\xa0Spacious en-suite master bedroomStudy with access to bathroom1.5 bath1 allocated parking spaceService charge 14/sqftHigh ceiling and spacious living room.\n\xa0 The Dubai Marina Towers are an exceptional residential development that redefines the tradition notions of luxurious living by the waterfront and offers the best services such as kids play areas, swimming pools, ladies and gents gyms and spa.Al Murjan is one of the six towers in the first phase of Dubai Marina project and conveniently located within walking distance from leisure and entertainment facilities such as shopping malls, cafes, famous shops etc. They are well built with high standards of luxury living.Conveniently located in Dubai\x92s new growth corridor along Sheikh Zayed Road, Dubai Marina is in close proximity to Dubai Internet City, Dubai Media City, The Address Montgomery Dubai Golf Course, Emirates Golf Club, the American University.Company name: Edwards and TowersRERA ORN: 193 Address: 1903 Marina plaza, Dubai Marina,Office phone no: +97143995787']"
2,['Gorgeous Home | High Class Finishing | No Comm'],"['Oxford Residence 2Dubai, Jumeirah Village Circle']",,['Apartment'],['898 sqft\n                      /            83 sqm'],['1'],['2'],"['690,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nSecurity\nShared Gym\nShared Pool\nView of Landmark'],,['Listed:2 months ago'],['Off-plan'],"['DescriptionAzco Real Estate Brokers (LLC) is proud to offer you this astonishing and elegantly designed property located in the most sought-after residential community in Dubai, Jumeirah Village Circle.\nPROPERTY FEATURES \n■ 1 BR Apartment\n■ 2 Bathrooms\n■ Balcony \n■ Huge Fitted Kitchen\n■ Built-in Wardrobes\n■ Exquisite Design\nAMENITIES\n■ Gymnasium\n■ Swimming Pool\n■ Covered Car Parking \n■ 24 Hour Security equipped with CCTV\n■ High Speed Elevators\n■ Convenient Waste Disposal in every floor\n■ Location: Oxford Residence 2\nWHO WE ARE?\nAZCO Real Estate Brokers, LLC. is an award winning and culturally diverse brokerage that brings together a team of multilingual and highly qualified real estate brokers. AZCO utilizes extensive expertise of the local market and internationalism of real estate. At AZCO, we exercise a client centrode approach that helps us to deliver end-to-end property management and real estate solutions.\nThe company has massively expanded from its official inception in 2017 to a team of 30+ exceptionally talented real estate brokers and consultants. All the solutions rendered at AZCO are formulated with a result-oriented perspective, while our competent brokers are always on the lookout for ideal property investment opportunities.\nBuyers, Sellers, and Tenants can reach us anytime. Thank you for Choosing Azco Real Estate!\n                                                       Visit our website: www.azcorealestate.ae']"
3,"['AED 115,000 Guaranteed Return! NO service charge!']","['Dukes The PalmDubai, Palm Jumeirah']",,['Apartment'],['400 sqft\n                      /            37 sqm'],['studio'],['1'],"['1,165,000  AED']",['Furnished\nBalcony\nCentral A/C\nCovered Parking\nView of Water'],,['Listed:more than 6 months ago'],['Ready'],"[""DescriptionPalm Jumeirah\xa0 -\xa0\xa0Dukes OceanaAED115,000 Guaranteed Return! NO service charge!Safest Investment Opportunity In Today's Market\xa0Five-star Hotel Facilities and AmenitiesNo service Charges7 Days free stay per AnnumFully Furnished StudioBarcelo Hotel Managed PropertyConcierge and Valet Parking Services 24 / 7Located on the BeachOceana Residence facilities\xa0Studio size 400sqft1 allocated parking spaceSelling at Original Price AED 1,165,000Many other units available within the project and Palm Jumeirah, Bluewaters.For more details, please call Olga Palyukh on\xa0 +971501035485\xa0 or email on\xa0 olga@myislandrealestate.comMy Island Real Estate :My Island Real Estate is your independent real estate agent in Dubai. We have a global network of investors, real estate businesses and project developers. This allows us to offer you a wide range of villas and apartments. When it comes to your investment, we fully take your requirements and goals into account and we will accompany you from A to Z in the purchasing process as well as rentals.""]"
4,['Large 2 Beds Unit with Fantastic Marina Views'],"['West Avenue Tower\n                              3.6\n/54 ReviewsDubai, Dubai Marina']",,['Apartment'],"['1,336 sqft\n                      /            124 sqm']",['2'],['2'],"['1,800,000  AED']",[],,['Listed:2 months ago'],[],"['DescriptionAQUA Properties is proud to offer this fully furnished superb 2-bedroom apartment located in West Avenue Tower, Dubai Marina. Large floor-to-ceiling windows ensure ample natural light and enhance the feeling of space.  The sizable balcony features stunning Dubai Marina views. \nDescription:\n* Large 2 Bedrooms Unit\n* BUA: 1,336 sq.ft.\n* 2 Bathrooms\n* Fully furnished \n* Full Marina views\n* Fully equipped kitchen\n* 1 Parking space\nAmenities and Facilities:\n* 24 Hour security\n* CCTV Monitored\n* Shared swimming pool\n* Shared fully equipped gymnasium\n* High-Speed elevators\nWest Avenue project consists of 35 floors featuring exquisite units set in the heart of Dubai Marina. With its state-of-the-art facilities and sea views, it rivals the best projects in the area. Inspired by Manhattan skyline, it combines sophisticated architecture with contemporary living. Its chic and modern units are among the UAE’s most sought-after property investment locations. It is ideally located in proximity to public transport, ensuring residents and visitors easy access to the surrounding marina and the rest of Dubai’s major attractions.']"
5,['Type C2 | Extended and upgraded Gym | Park Facing'],"['Alvorada 4Dubai, Arabian Ranches, Alvorada']",,['Villa'],"['4,424 sqft\n                      /            411 sqm']",['5 + Maid'],['5'],"['4,500,000  AED']",['Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nMaids Room\nPrivate Jacuzzi'],,['Listed:2 months ago'],['Ready'],"[""DescriptionBetterhomes is delighted to present this stunning FIVE bedroom C2 villa with large garden located close to park and pool in Alvorada 4.\xa0On the ground floor, the unit comprises kitchen/breakfast bar, dining room and lounge, all with doors leading into the rear garden. Additionally there is a guest bedroom with en-suite, maid's room, WC, storage cupboard and access into the garage.On the first floor, the master bedroom boasts \x92his and hers\x92 dressing areas and en-suite bathroom with three additional bedrooms with en-suite bathrooms and a spacious family room.Outside there is a lovely landscaped garden with patio area, gazebo and gym/tv room.Type C2 Alvorada villaExtended and upgraded with separate Gym and TV roomBUA: 4,424 sq.ftPlot:\xa010,216 sq.ft\xa0Large plotPark to the rearFIVE bedrooms + MaidsAll bedrooms en-suiteVacant on transferCall Tam Du Kett on +971585425744 or visit www.bhomes.com for further detailsCompany name: BetterhomesRERA ORN: 97 Address: Vision Tower, 42nd Floor, Dubai Office phone no: +97144090911Office fax no: Primary email: customercare@bhomes.comWebsite: www.bhomes.com""]"
6,['2 Years Post Hand Over | Only 5% Booking'],"['Central Park at City WalkDubai, City Walk']",,['Apartment'],"['2,141 sqft\n                      /            199 sqm']",['3'],['3'],['Ask for price'],['Unfurnished\nCentral A/C\nPets Allowed\nShared Gym\nShared Pool'],,['Listed:4 months ago'],['Off-plan'],"['DescriptionBrought to you by Driven Properties, this 3 Bedrooms apartment is located in Central Park at City Walk, Citywalk.\xa0\nUnit Details:\n● Handover on 2021\n● Mid Floor\n● Bathrooms: 2.5\n● BUA: 1,842 square feet\n● Balcony Area: 299 square feet\n● No. of Parking: 2\nBuilding Amenities:\n● Pools & water play\n● Kids play area, Running track\n● Multi-use games and sports lawns\n● Outdoor gym & fitness station\n● Spa & Sauna\n● Yoga & meditation areas\n● Nursery\nCentral Park at City Walk is a superb setting for a healthier and active lifestyle. Experience the tranquility of true park living, whilst still enjoying the excitement and vibrancy of City Walk\nCall our Citywalk expert for more information or viewing on +97144297040 for out of office hours or weekends call +971553658402.\nSince 2012, Driven Properties has grown to be one of the largest real estate platforms in the region. Through multiple branches in Dubai, Ajman, China, & Saudi Arabia, Driven Properties manages a portfolio of over 10,000 units.']"
7,['Type 2E | Close To Pool | Lowest Genuine Price'],"['Maple 3Dubai, Dubai Hills Estate, Maple at Dubai Hills Estate']",,['Townhouse'],"['3,041 sqft\n                      /            283 sqm']",['4 + Maid'],['4'],"['2,000,000  AED']","[""Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nCovered Parking\nMaids Room\nNetworked\nPets Allowed\nPrivate Garden\nSecurity\nShared Gym\nShared Pool""]",,['Listed:2 months ago'],['Off-plan'],"['DescriptionWe are delighted to present this exceptional four-bedroom townhouse for sale in Maple 3, Dubai Hills Estate. This unit is currently priced to sell and is ready to welcome its new owner. With this beautiful townhouse, you will get:\n• Four spacious and well laid out bedrooms\n• Master suite with walk-in closet and gorgeous en-suite\n• Balconies with a view of community\n• Living room with garden access\n• Large windows that let in plenty of light\n• High-quality interior finishes\n• Sold unfurnished\n• Ready to be landscaped\nThis incredible townhouse is part of a family-oriented community that provides easy access to everything you could possibly need, including international schools, top-of-the-line healthcare, parks, outdoor areas, a shopping mall and plenty of retail and dining options.\nTo learn more about this very ideal home and to schedule a viewing, please contact me today.\n*Photos are for Illustration Purpose Only. (Ryan)']"
8,['Type 14 | Renovated | Single Row | Private Pool'],"['Terra NovaDubai, Arabian Ranches']",,['Villa'],"['3,809 sqft\n                      /            354 sqm']",['4'],['5'],"['3,400,000  AED']",['Unfurnished\nBalcony\nBarbecue Area\nCovered Parking\nPets Allowed\nPrivate Garden\nPrivate Pool\nShared Pool\nStudy'],,['Listed:1 month ago'],['Ready'],"['DescriptionBetter Homes are excited to bring to the market this perfect example of a 4 bedroom type 14 in Terranova, Arabian Ranches.Type 14Single RowClose to the Gate\xa0Renovated\xa0Private PoolFor anyone looking for a relaxed villa neighborhood to settle down in, Arabian Ranches Dubai is a wonderful choice. Preserving a low-key, everyone-knows-everyone feel and picturesque charm, it offers Arabian and Spanish themed freehold villas and townhouses ranging from two to six bedrooms, alongside world-class amenities.Company name: BetterhomesRERA ORN: 97 Address: Vision Tower, 42nd Floor, Dubai Office phone no: +97144090911Office fax no: Primary email: customercare@bhomes.comWebsite: www.bhomes.comCompany Profile: Better Homes is UAEs most recognised property brand, attracting thousands of buyers, sellers, tenants and landlords every month, and offers a broad range of properties across UAE, from studio apartments to spacious villas as well as a variety of commercial spaces. Our solid team of 150 agents boasts unrivalled community expertise across Dubai, Abu Dhabi and the GCC. To find out more, contact +971600522233 or customercare@bhomes.com or visit www.bhomes.com.']"
9,"['Great Price! Amazing Roof Terrace, EXCLUSIVE']","['AlcoveDubai, Jumeirah Village Circle']",,['Apartment'],"['1,330 sqft\n                      /            124 sqm']",['2'],['2'],"['1,025,000  AED']","[""Unfurnished\nBalcony\nChildren's Play Area""]",,['Listed:6 months ago'],['Ready'],"[""DescriptionDirect Specialist: +971529901248Reference No: AP-S-21152RERA Permit No: 0109565490- EXCLUSIVE- Great Price! Amazing Offer- Well Kept 2 Bedroom Apartment\xa0- with Roof Terrace- BUA 1,330 sq. ft.- Alcove, JVCContact Us NowAston Pearl Real Estate\xa0Office: +97143928831\xa0Email: info@astonpearlre.com\xa0Website:\xa0www.astonpearlre.com\xa0RERA ORN: 2169To Sellers / Landlords: Get all your available properties listed through Aston Pearl so we can have it sold or rented for you in no time! Don't miss out our READY Buyers and Tenants in Palm Jumeirah, Jumeirah Park, JBR, Dubai Marina, JLT, Emirates Living and Downtown Burj Areas.Aston Pearl Real Estate Services Offered: - Residential Sales and Lettings \x96 Commercial Sales and Lettings \x96 Property Management Services \x96 Mortgage Services \x96 Real Estate Valuation Services \x96 International Property Sales \x96 Buildings - Hotels""]"
