,title_advert,location1,location2,property_type,property_size,bedrooms,bathrooms,cost,amenities,description,listed,completion,descriptions
0,"[""Al Tala'a spacious villa with garden and private pool""]","['Al DarariSharjah, Mughaidir']",,['Villa'],"['12,000 sqft\n                      /            1,115 sqm']",['5 + Maid'],['6'],"['9,000,000  AED']",['Partly furnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nKitchen Appliances\nMaids Room\nPets Allowed\nPrivate Garden\nPrivate Pool'],,[],['Ready'],"[""DescriptionSavills is proud to offer a spacious 4 bedroom villa in Al Tala'a area, Sharjah.\xa0Al Tala'a Sharjah is a town situated in Sharjah, the third-largest city in the United Arab Emirates. This place is known for its numerous elegant and exquisite villas. It is near to Al Tala'a Park. This place offers a calmness that eases a very tiring and fast-moving pace of the city.Plot: 55,000 sq ft.BUA: 12,000 sq ft.Ground Floor:Entrance Lobby and Ladies MajlisTerraceLaundry AreaService CorridorFormal DiningKitchen and Breakfast AreaStorageFirst Floor Amenities:Family Living AreaStudy RoomBalcony (3)Master Bedroom (With Dressing & Bath)Bedroom (5, Bathroom attached)Maids RoomCorridorLaundry RoomOutdoor Service roomsLandscaped gardenSwimming poolsCovered Parking\nCall Maqsoud Odinaev on +971563690788 / +97165723794 or visit sharjah.savills.ae for further detailsCompany name: Savills Sharjah RERA ORN: Address: Al Marzouqi Towers, Office #2702C, King Faisal Road, Sharjah, PO Box 3615 United Arab Emirates Office phone no: +97165723794Office fax no: Primary email: sharjah@cluttons.meWebsite: sharjah.savills.aeCompany Profile: Founded in 1855, Savills is a global real estate firm with more than 35,000 staff and 600 offices worldwide. In the Middle East, we have been the regional leader and real estate advisor of choice for over 42 years. The team provides an array of specialist services including strategic consultancy, valuations, residential sales and leasing, commercial sales and leasing, property and facilities management, international tenant representation, international residential and market research.""]"
1,['Exclusive!!! Rented|Landscaped Garden| Fully Upgraded'],"['The SundialsDubai, Jumeirah Golf Estates, Earth']",,['Villa'],"['8,195 sqft\n                      /            761 sqm']",['5 + Maid'],['6'],"['4,600,000  AED']",['Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nMaids Room'],,['Listed:more than 6 months ago'],['Ready'],"['DescriptionArabian Escapes is delighted to offer you this beautiful landscaped Villa in Sundials.Property Features:Type SundialsCorner Villa5 BR en-suite bathrooms + Guest room + Maid roomPlot Area 8,195 sqftBuilt-up Area of 7,134 sqftFully Upgraded Kitchen and InteriorBasement can be used as a cinema room or a party hall.Garage with 2 car parkinglandscaped & community viewRented at AED 220,000/-Vacant on : March 07, 2020Sundials development is an Estate within the Earth community of Jumeirah Golf Estates comprising of 46 villas, each on individual plots. The development is located in the South West corner of the Estate within a secured gated community adjacent to hole 3 & 4 of the Greg Norman Earth course. These Mediterranean-themed villas are available in seven different styles, 3 levels, including a basement.The unique features of The Sundials community are the private and spacious living that is captured in the distinctive clusters along with the opulent Mediterranean influences within the tranquil & breathtaking setting of water features, lush landscaping, and golf course views.']"
2,['Waterfront 2 BR Villa in Cove Rotana  |  Amazing View'],"['The Cove RotanaRas Al Khaimah, Ras Al Khaimah Waterfront']",,['Villa'],"['2,864 sqft\n                      /            266 sqm']",['2'],['2'],"['1,250,000  AED']",['Furnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nConcierge\nPrivate Pool\nShared Gym\nView of Water'],,['Listed:more than 6 months ago'],['Ready'],"['DescriptionThe residents staying in this beautiful development have private access to the beach. A private plunge pool is well appointed in the privacy of every apartment. This property unit guarantees a rental yield for three years. It is ideally located just 40 minutes away from the famous Dubai International Airport, on the north of Dubai. This unique beach resort is expected to have capital appreciation. It is being managed by a 5 star resort management and is located in the close proximity of world class amenities. This community is not only surrounded by high class amenities, but the building also incorporates world class hi-tech features with high quality electrical and mechanical services.\xa0Company Description:Sherwoods have now been working at the forefront of international real estate for almost 25 years, with experience in the property markets of the UK and the Gulf States. Sherwoods are offering a one stop shop; whether you are a purchaser, vendor, investor or a potential tenant.For more inquiries, please contact Sherwoods Property on +971545496969 / +97172444988']"
3,['Modern Studio Apartment | Newest Technology Equipped|'],"['District 10Dubai, Jumeirah Village Circle']",,['Apartment'],['401 sqft\n                      /            37 sqm'],['studio'],['1'],"['450,000  AED']",[],,['Listed:2 months ago'],['Off-plan'],"[""DescriptionSignature Livings is the worlds first solar powered residential apartment building in Jumeirah Village, Dubai. It will change the way architects industry-wide think about solar. Low rise, shiny and slapped onto roofs.Solar panels have an unsightly reputation but thats beginning to change as Green Group architects experiment with creative ways to incorporate these mini energy farms into solar luxe-habitat. As solar architecture becomes more pervasive, designers at Green Group pushed the aesthetics even more particularly in areas that have challenging design review policies from local planning commissions. The roof canopy made from solar generates electricity and provides shade at the same time.Living spaces at Signature Livings by Green Group strikes the perfect balance through best interior designs. During the day, the grand windows welcome natural light. As dusk falls and curtains close, the space adopts a cozier feel. The 21st century smart home luxury show apartment can be viewed at Green Group's head office""]"
4,['Fully Furnished |Loft Studio in Al Hamra | High Floor'],"['Marina ApartmentsRas Al Khaimah, Al Hamra Village, Al Hamra Marina Residences']",,['Apartment'],['600 sqft\n                      /            56 sqm'],['studio'],['1'],"['250,000  AED']",['Furnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nShared Pool'],,['Listed:more than 6 months ago'],['Ready'],"['DescriptionProperty Description:* Located at F building* 7th Floor* Includes centralized a/c* Built in kitchen cabinets and wardrobesCommunity Description:* Access to hotels, bars, clubs and restaurants* Gate access control system with 24 hours security* Free access to the swimming pool and beach* Car parking* Pool access to its residentsRas Al Khaimah offers a variety of entertainment including exclusive Hotels & Resorts, international cuisines\x92 restaurants, health clubs and spas perfect for relaxation. It also offers wide range of outdoor activities such as\xa0Watersports, Sailing Cruises, Desert camps, Golf courses Mountain Climbing and Breath taking Zipline activities.Company Description:Sherwoods have now been working at the forefront of international real estate for almost 25 years, with experience in the property markets of the UK and the Gulf States. Sherwoods are offering a one stop shop; whether you are a purchaser, vendor, investor or a potential tenant.For more inquiries, please contact Sherwoods Property on +971545496969 / +97172444988']"
5,['Posh Location | Luxury High-end Unit with Canal views'],"['Marquise Square TowerDubai, Business Bay']",,['Apartment'],"['1,328 sqft\n                      /            123 sqm']",['2'],['3'],"['2,349,980  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nKitchen Appliances\nShared Gym\nShared Pool\nView of Water'],,[],['Ready'],"[""DescriptionMarquise Square \x96 Business Bay district, Dubai\xa0- Excellent Location\xa0\xa0- Ready 2 Bedrooms\xa0- Higher Floor\xa0- Canal View\xa0- Balcony\xa0- Power room\xa0- 1,327.94 Sq. ft.- Fitted kitchen- Luxury fishing\xa0\xa0- 5\xa0 % on Reservation- 15 % Upon Signing SPA\xa0- 80 % (Post Payment Plan of 18 Months)\xa0- 2 Years' Service Charges Waived\xa0- 4% DLD Fees Paid By Developer- Rental Profile Sharing\xa0- 6 % Net Rental Yield Guaranteed for 2 Years\xa0- Pay Zero Commission\xa0- Ready to move in or rent out- Great Deal\xa0- Call to visit show apartments\xa0Marquise Square, a strategic location that delivers the high rental yields of Downtown and the high capital appreciation of Business Bay. Immaculately finished apartments. A podium level swimming pool, state-of-the-art gymnasium and cinema room.\xa0Marquise Square is being developed by SRG Properties L.L.C, one of Dubai\x92s leading and most renowned family-owned property developers. For more information please\xa0contact SRG Properties LLC on 009714-506666 /+971565496699""]"
6,['Brand New Building G+ 5 storey'],"['Al MahattaSharjah, Al Qasemiya']",,['Whole Building'],"['4,793 sqft\n                      /            445 sqm']",[],[],"['10,000,000  AED']",['Unfurnished\nBalcony\nCentral A/C'],,['Listed:3 months ago'],[],"['DescriptionBrand New Building Ground plus 5 storey in Al Qasemiya area - Sharjah \nHigh quality finishing, with external stone bricks covering  \nReady for renting \nThe land area  Size is 4793 Square feet =  445.3 square meters\nTotal of 31 Units\n25 residential apartment and 6 shops\n20 Apartments of one bedroom\nand 5 Apartments of two  bedroom \n6 shops each shop with private bathroom\nAll Units are still vacant \nRequired price is 10 million\nFor further information and veining  please call +971505251798\nSharjah is the third largest and one of the most popular cities in the UAE. \nAl Qasimia community is the second most popular area to rent an apartment in Sharjah.\nAl Qasimia is closed to notable landmarks such as King Faisal Mosque, Ittihad Park, Mega Mall and many other retail stores are located within the area.\nThere are multiple schools and education centers in the district.\nGolden Home Real Estate management\nWas established in 1990 specialized in the brokerage and property management of residential and commercial properties both for sale and lease in Sharjah.']"
7,['OT Specialist | Exclusive | Vacant | Community V'],"['Zanzebeel 2Dubai, Old Town, Zanzebeel']",,['Apartment'],"['1,412 sqft\n                      /            131 sqm']",['2'],['3'],"['1,700,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C'],,['Listed:1 month ago'],['Ready'],"['DescriptionAll apartment details are below,\xa0Richard has been specialising solely in Old Town for the last five years and has completed the highest number of transactions in both 2017 & 2018. He is the perfect person to show you multiple options in this area and help you find the perfect home/investment.The details for this specific apartment are as followed:\xa0Vacant or Tenanted? Vacant on Transfer\xa0View? Full communitySize? 1412 sqftCondition? ImmaculateFloor Plan: Attached number 10As you walk through the door you will notice this apartment boasts a stunning separate dining area. The layout of the apartment is one of most desirable in Old Town and all rooms have a stunning community view with zero construction.\xa0Company name: LUXFolio Real Estate LLCRERA ORN: 23275Address: Office 113, Building 5, Gold & Diamond Park. DubaiEmail: richard@luxfoliorealestate.aeWebsite: www.luxfoliorealestate.ae\xa0\xa0Call Richard Grieve on +971544777249 or email richard@luxfoliorealestate.ae for further details']"
8,['Garden view 3 Bed plus laundry area Al Ghaf'],"['Al Ghaf 1Dubai, Greens, Al Ghaf']",,['Apartment'],"['1,530 sqft\n                      /            142 sqm']",['3'],['3'],"['1,600,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nConcierge\nCovered Parking\nPets Allowed\nPrivate Jacuzzi\nSecurity\nShared Gym\nShared Pool'],,['Listed:3 months ago'],['Ready'],"['Description3 Bedroom Apartment in Al Ghaf 1, Greens and The Views, exclusively for sale\nDetails of the Apartment:\nSpacious 3 Bedrooms\nLaundry area\nGarden View\nUnfurnished\nBright and well-maintained\nSet on the first floor\nSelling Price: Aed 1,600,000\nRented for Aed 135,000                       \nCall +971502487601 or visit www.aeontrisl.com for further details.\nThe Greens comprises of 10 mid rise communities, ideally suited to families and young professionals. There are also a variety of cafes and restaurants with plenty of outdoor seating to relax and enjoy the cooler weather.\nThe Greens Village offers a supermarket, restaurants, coffee shops, a dry cleaner, bookstore, photo studio, and beauty salon as well as banking facilities and a pharmacy. The centre is just a five or 10 minute walk from any of the buildings in the area and comes alive in the evening and at weekends.\nAeon Trisl Real Estate Broker           \nOrn: 2461\nAddress: Al Barsha 1, Al Zarouni Building']"
9,['Palm View East | Sea Views | Keys with us'],"['Palm Views East\n                              4.0\n/56 ReviewsDubai, Palm Jumeirah, Palm Views']",,['Apartment'],['507 sqft\n                      /            47 sqm'],['studio'],['1'],"['725,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCovered Parking\nKitchen Appliances\nPets Allowed\nSecurity\nShared Gym\nWalk-in Closet'],,['Listed:3 months ago'],[],"['DescriptionStudio Apartment for Sale in Palm Views Palm Jumeirah.\n- Community: Palm Jumeirah.\n- Building: Palm Views East.\n- Bedroom: Studio.\n- Bathroom: 1.\n- Area: 507 - Sq.Ft.\n- Floor Range: High Floor\n- Prize: 725,000 AED.\nFor More Details & Viewing Contact Kush Desai at +971565933202\nThe Palm Jumeirah\nPalm Jumeirah is the world’s largest man-made island and is comprised of a two kilometre long trunk, a crown made up of 17 fronds and a surrounding crescent. \nThe Palm Jumeirah is an artificial archipelago created using land reclamation by Nakheel, a company owned by the Dubai government in United Arab Emirates and was designed and developed by HHCP architects. \nThe Palm Jumeirah comprises of luxurious villas offering water front living along with private beaches and numerous buildings that fulfils every investors home owning dream to own an asset with spectacular views.\n*Pictures are for illustrative purpose*']"
