,title_advert,location1,location2,property_type,property_size,bedrooms,bathrooms,cost,amenities,description,listed,completion,descriptions
0,['AMAZING COMMUNITY l STUNNING 6 BR VILLA!'],"['Golf PlaceDubai, Dubai Hills Estate']",,['Villa'],"['8,631 sqft\n                      /            802 sqm']",['6'],['6'],"['12,900,000  AED']",['Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nConcierge\nPrivate Garden\nPrivate Jacuzzi\nPrivate Pool\nShared Gym\nView of Water'],,['Listed:5 months ago'],['Off-plan'],"['Description** LARGE PLOT l GOLF COURSE VIEWS **D&B Properties are delighted to offer for sale this 6 bedroom villa located in Golf Place Vistas, Dubai Hills Estate by Emaar.* Selling Price: AED 12,900,000 * 6 bedrooms all with en suite bathrooms* 18-hole championship golf course in the vicinity* 15 min away from Burj Khalifa* 20 min away from Dubai Intl. Airport* Close proximity to Dubai Hills Estate Mall* Parks & Green Open Spaces* 3 unique architectural styles to choose from: Elegant, Contemporary, Modern styles* Front & Rear Garden Areas* Covered terraces on ground floor* Built Up Area: 8,631 Square Feet* Located bet. Sheikh Mohammed Bin Zayed Road & Al Khail Road* Flexible Payment Plan* Ready by April 2021Call Surayya our DHE expert for more info +971557161726 or 800DANDB l www.dandbdubai.com.D&B Properties is a leading real estate company in the Intl Off-Plan market including London, Dubai & Abu Dhabi. We assist in every aspect of searching & securing residential off-plan property.']"
1,['Burj Khalifa  View | Middle Unit | Best Layout'],"['The Address Sky View Tower 1Dubai, Downtown Dubai, The Address Sky View Towers']",,['Apartment'],"['2,368 sqft\n                      /            220 sqm']",['3 + Maid'],['4'],"['6,000,000  AED']",['Furnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nConcierge\nCovered Parking\nKitchen Appliances\nMaids Room\nShared Gym\nShared Pool'],,['Listed:6 months ago'],['Off-plan'],"['DescriptionSavills is delighted to offer this spacious 3 bedroom with maids fully furnished/serviced luxury apartment designed by the architects of Burj Khalifa, Skidmore, Owings & Merrill, Address Residences Sky View is set to become another compelling landmark in the city. Unit Details:- Mid Floor- View: Burj Khalifa- Fully Fitted Closed kitchen- Bathrooms: 3.5- Internal Area: 2023 Sq.ft.- Balcony Area: 344 Sq.ft.- No. of Parking: 2- Handover soonThe towers serve as a perfect complement to the thriving world-class lifestyle in Downtown Dubai and will be linked directly to the Dubai Metro and The Dubai Mall. The Address Residences Sky View is a striking hotel, residence, and serviced apartment twin-tower complex. A dedicated lobby for Address Residences Sky View welcomes residents and guests with warmth and elegance, as distinct materials and textures, including wood, glass, stone and beautiful leathers with soft lighting, evoke a sense of luxury.Call Mohammed Abdulaziz 29939 on +971505597464 / +97143657700 or visit dubai.savills.me for further detailsCompany name: Savills Dubai RERA ORN: 422 Address: 22nd Floor, Arenco Tower, Sheikh Zayed Road, PO Box 3087, Dubai, United Arab Emirates Office phone no: +97143657700Office fax no: +97144305291Primary email: Dubairesidentialadmin@savills.me']"
2,['Incredible Apartment|Best Priced|Spacious'],"['Seventh HeavenDubai, Al Barari']",,['Apartment'],"['1,964 sqft\n                      /            182 sqm']",['1'],['2'],"['1,800,000  AED']","[""Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nChildren's Pool\nCovered Parking\nKitchen Appliances\nView of Landmark""]",,['Listed:3 months ago'],['Off-plan'],"['DescriptionWe are delighted to present this gorgeous one-bedroom apartment in Seventh Heaven, part of the Al Barari community. This is an incredible opportunity in a stunning natural haven at the heart of Dubai.\nHere are the main features of the apartment:\n• 1,984 sq ft built-up area\n• Unfurnished\n• Sleek contemporary interiors\n• High-quality finishes and fittings\n• Open plan living area\n• Well-designed kitchen with built-in cabinetry and Miele appliances\n• Floor-to-ceiling windows with views of Dubai skyline\n• Spacious terrace\n• En-suite bedrooms with built-in wardrobes\nSeventh Heaven offers a different kind of living experience in Dubai with a smart contemporary aesthetic. It also features some fantastic amenities at your doorstep, including:\n• Retail and dining outlets along ground level\n• Open green spaces to take a quiet stroll and spend time with loved ones\n• Easy access to Al Barari’s signature restaurant, high-end gym and health spa\n• Short drive from Downtown Dubai\nThis is a great option for the discerning buyer. Please get in touch for a viewing.']"
3,['Brand New Studio Apt in a Prime Location'],"['Oxford ResidenceDubai, Jumeirah Village Circle']",,['Apartment'],['453 sqft\n                      /            42 sqm'],['studio'],['1'],"['453,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nShared Pool'],,['Listed:3 months ago'],['Off-plan'],"['DescriptionBrought to you by Driven Properties, this luxurious Studio apartment is located in Oxford Residence, Jumeirah Village Circle.\xa0\nUnit Details:\n● Low floor level\n● Ceiling to floor windows\n● Built-in wardrobes\xa0\n● Unit Type: Middle\n● View: Comunity\n● Kitchen: Open and Fully Fitted\n● Bathrooms:1\n● Internal Area: 453 square feet\n● Balcony Area\n● No. of Parking: 1 Covered Parking\nBuilding Amenities:\n● Serene and Great Community\n● Shared swimming pool and gymnasium\n● 24 hours of maintenance and security\xa0\nComplimentary mortgage advisory through Driven Properties via partnerships with over 15 UAE banks.\nCall our Jumeirah Village Circle expert for more information or viewing on +97144297040 for out of office hours or weekends call +971553658402.\nSince 2012, Driven Properties has grown to be one of the largest real estate platforms in the region. Through multiple branches in Dubai, Ajman, China, and Saudi Arabia, Driven Properties manages a portfolio of over 10,000 units.']"
4,['2 YEARS POST COMPLETION PAYMENT PLAN'],"['RahaalDubai, Umm Suqeim, Madinat Jumeirah Living']",,['Apartment'],"['1,350 sqft\n                      /            125 sqm']",['2'],['2'],"['1,495,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nKitchen Appliances\nSecurity\nShared Gym\nShared Pool'],,['Listed:3 months ago'],['Off-plan'],"['DescriptionCapital is delighted to offer you this prestigious 2-bedroom apartment in RAHAAL, MADINAT JUMEIRAH LIVING.\n•\t2 years post completion payment plan\n•\t5% Booking Fees\n•\tGated Residential Clusters\n•\tCommunity Centre \n•\tCommunity Retail \n•\tSuite of Concierge Services \n•\tLobby Lounges \n•\tPlay Areas\n•\tParks and Open Spaces\n•\tFitness Centres\n•\tSwimming Pools \n•\tAmple Basement Parking For Residents \n•\tDesignated Visitor Parking \n•\tDay Care Centres \n•\tDirect Airconditioned \n•\tCommunal roof terraces with BBQ areas\n•\tFootbridge Connected To Madinat Jumeirah Resort \n•\tKilometres Of Shaded Walkways, Jogging And Cycling\nExquisitely designed lobby lounges open the way for tranquil residences, consisting of tastefully appointed and spacious apartment buildings with fresh contemporary interiors.\nSpacious layouts with elegant features convey a simple yet contemporary spirit while offering visual delights. Each home also lends itself to the creation of a unique sense of identity with a range of 1, 2, 3 and 4-bedroom apartments.\nFor more information and to book a viewing, please call or WhatsApp +971561123456']"
5,['2 Bedroom | Zero Commission | Great Investment'],"['Belgravia SquareDubai, Jumeirah Village Circle']",,['Apartment'],"['1,099 sqft\n                      /            102 sqm']",['2'],['2'],"['1,063,828  AED']",['Unfurnished\nPrivate Jacuzzi\nShared Pool'],,['Listed:3 months ago'],['Off-plan'],['DescriptionPH Real estate in proud to offer these elligant two bedroom apartments finished to the highest quality with many unique features which are a must see for the end user and investor.\nBelgravia Square is due to be handed over in Q4 2020 and amenties include.\n&nbsp; &nbsp;&nbsp; &nbsp;&nbsp; &nbsp;&nbsp; &nbsp;\n- Landscaped Courtyard and Garden areas;\n- Fitness Centre\n-Resort-style Adult’s and Kid’s Swimming pools&nbsp; &nbsp;\n  with sun-bathing decks\n-Male and Female shower and changing rooms\n-Indoor & Outdoor Kid’s Play Room / Areas\n-Clubhouse with Games Room & TV Lounge\nIf you are interested to know more about this property please do not hesistate to contact Tom on +971529813315 or EMAIL tom.s@phrealestate.ae']
6,['Largest 4BD I Private Pool I With 2 Terrace.'],"['Sadaf 8\n                              4.9\n/52 ReviewsDubai, Jumeirah Beach Residence, Sadaf']",,['Apartment'],"['6,190 sqft\n                      /            575 sqm']",['4 + Maid'],['5'],"['3,870,000  AED']",['Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nMaids Room\nPets Allowed\nPrivate Pool\nShared Pool\nView of Water'],,['Listed:more than 6 months ago'],['Ready'],"[""DescriptionOBG Real Estate Broker\xa0 is proud to offer unique\xa0 4 Bedroom\xa0 terrace apartment with private pool in SADAF 8, JBR with sea and courtyard view . This property is located opposite to Beach, walking distance to the Metro Station and JBR Walk.Specifications:* 4 Bedrooms* 4.5 Bathrooms* Unfurnished* Largest 4 bedroom Terrace apartment with size of 6200 sq.ft.* Two huge terrace\xa0*Two Huge family halls.we have only 4 slimier apartments in whole JBR* Partial Sea and Community view* High Floor* Balcony* Car Parking: 2* Price AED 3,870,000/-Facilities:-* Gym* Private Swimming pool* 24/7 Supermarket* Pool and beach access* RestaurantsJumeirah Beach Residence is an exclusive residential development situated between Dubai Marina and the shores of the Arabian Gulf, overlooking the Palm Jumeirah. Offering a combination of beach resort living and a modern urban lifestyle in a prime waterfront location, it has become one of Dubai's most sought-after communities.At the heart of Jumeirah Beach Residence and Dubai Marina community is The Walk.""]"
7,['Rented One Bedroom for sale Italy Cluster'],"['Italy ClusterDubai, International City']",,['Apartment'],['721 sqft\n                      /            67 sqm'],['1'],['2'],"['335,000  AED']",['Unfurnished\nBuilt in Wardrobes\nCentral A/C\nPets Allowed\nSecurity\nWalk-in Closet'],,['Listed:more than 6 months ago'],[],"['DescriptionDear, Valued Buyers\nIn Italy cluster International city Dubai\nI have a one bedroom Apartment for sale\nWithout Balcony\nLocated on second Floor\ncurrently rented for AED32000/-  Rent is refundable to buyer\nready for immediate transfer\nSelling price:- 335000 net to the Owner\nTenant of the  Apartment is very reliable and flexible\nAll public common facilities are on walking distance such as super market, saloon, gym, restaurant, pharmacy, laundry, carrefour, Dragon mart, Bus stop, etc..... \nInternational City’s location in Dubai’s Al Warsan area, along the Dubai-Hatta Road, offers the community’s residents easy access to Sheikh Zayed Highway and Emirates Road. Just 12 kilometers away from Dubai International Airport and in close proximity to some of the city’s major landmarks (Festival City Complex, Uptown Mirdif, Fruit & Vegetable Market, etc.),\nSelling price:- 335000 net to the Owner\nFor more details please feel free to call\nQayyum Ahmed Malik+971557221892\nRERA # 27959\nPermit no. 2071309591']"
8,['No Agency Commission|Vacant Soon|Best facilities'],"['Sun TowerAbu Dhabi, Al Reem Island, Shams Abu Dhabi']",,['Apartment'],"['1,316 sqft\n                      /            122 sqm']",['2'],['2'],"['1,250,000  AED']","[""Unfurnished\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nConcierge\nPrivate Jacuzzi\nShared Gym\nShared Pool""]",,[],['Ready'],"[""DescriptionThis 2 bedroom apartment in Sun Tower will be vacant 2 months after transferring the property to the new owner. Situated mid-level with great views over the city.Open plan.Separate laundryWalk-in closet.Bath & shower.2 double bedrooms.Fantastic amenitiesService charges AED 17,500\nSun and Sky Tower have fantastic amenities including swimming pool, lap pool, children's pool, cabanas, loungers, fully equipped gyms, squash courts, tennis court, basketball, play equipment.Sun Tower is located in the heart of Al Reem Island above the Boutik Mall. Very convenient for Waitrose, cafes, restaurants, pharmacy, nursery and a host of other shops and services. Burjeel Hospital is next door along with Repton School.Founded in 1855, Savills is a global real estate firm with more than 35,000 staff and 600 offices worldwide. In the Middle East, we have been the regional leader and real estate advisor of choice for over 42 years. The team provides an array of specialist services including strategic consultancy, valuations, residential sales and leasing, commercial sales and leasing, property and facilities management, international tenant representation, international residential and market researchCall Joanna Tate on +971565119864 / +97124411225 or visit abudhabi.savills.ae for further details.""]"
9,['Furnished 2BR Sea View in Shams / Vacant'],"['Shams 1\n                              4.1\n/52 ReviewsDubai, Jumeirah Beach Residence, Shams']",,['Apartment'],"['1,375 sqft\n                      /            128 sqm']",['2'],['3'],"['1,750,000  AED']",['Furnished\nBalcony\nKitchen Appliances\nPets Allowed\nPrivate Garden\nSecurity\nShared Gym\nShared Pool\nView of Water'],,['Listed:more than 6 months ago'],[],"[""DescriptionMajor local and tourist destination with its beach, retail activity, and carnival-like atmosphere. The area is home to many of Dubai's most popular hotels & resorts. Jumeirah Beach Residence is both an individual project and a master-community. \nDeveloper: Dubai Properties Group\nAmenities:\n24-hour Front Desk \n24-hour Security\nBiking Track \nHigh-speed elevator Jogging/Bicycling tracks \nKey card security access\nNear Beach\nPlay area\nPrayer room \nReserved Parking Spots \nSwimming Pool\nSHARED GYM\nPRESTIGE HOME GROUP REAL ESTATE BROKER provides a full range of services for all your real estate needs and strives to provide our clients with the highest quality service and value for their real estate investments in Dubai.\nWe have the best property in PRESTIGE HOME GROUP REAL ESTATE BROKER \nFor further details, viewings, please contact MUHAMMAD UMAIR  +971545546268\nOr visit us in Al Fattan Marine Towers Office No. 6, Dubai Marina, Dubai, UAE. \nOffice Telephone Number +97143303666""]"
