,title_advert,location1,location2,property_type,property_size,bedrooms,bathrooms,cost,amenities,description,listed,completion,descriptions
0,['1 Bed in one of the exclusive addresses in Dubai'],"['Silverene Tower A\n                              4.4\n/54 ReviewsDubai, Dubai Marina, Silverene']",,['Apartment'],['609 sqft\n                      /            57 sqm'],['1'],['2'],"['1,050,000  AED']",['Unfurnished\nBuilt in Wardrobes\nCentral A/C\nKitchen Appliances\nShared Gym\nShared Pool'],,['Listed:more than 6 months ago'],['Ready'],"[""DescriptionThis is a highly modern and convenient 1 BR (609 sq.ft) apartment with panoramic city and JLT views from both living room and bedroom. Silverene Towers The residential towers house 34 floors in Tower A and 25 floors in Tower B, accommodating lively community of residents. The base of the building is also home to a captivating mix of retail tenants secured by the adept planning of the Palma Asset Management team. Retail units include a Carrefour Market, an exclusive 24,000 sq. ft. health club and an exciting mix of Sushi, Lebanese and Seafood restaurant; giving its residents a unique lifestyle. Silverene is located in Dubai Marina, possibly the world's most exclusive waterfront development, where a stylish, sophisticated lifestyle has been created to delight its residents. In between the new Marina Mall and Al Majara community, Silverene enjoys boat harbours in front of the towers and is only minutes away from one of the region\x92s largest boat harbours. Amenities include: Large swimming pool Sun Deck and kids pool State-of-the-art gymnasium Retails stores on the promenade 24 hour building security Basement Parking Retail outlets in the building Palma Real Estate mission is to deliver boutique agency services across Dubai\x92s premium real estate market including Brokerage, Consultancy and Management Services.""]"
1,['Beautiful and Cozy Apartment | Amazing View'],"['The Royal OceanicDubai, Dubai Marina, Oceanic']",,['Apartment'],['786 sqft\n                      /            73 sqm'],['1'],['2'],"['1,000,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nKitchen Appliances\nShared Gym\nShared Pool'],,['Listed:17 days ago'],['Ready'],"['DescriptionFIDU properties is pleased to offer you 1-bedroom apartment in Royal Oceanic Tower, Dubai Marina!\nSome of the characteristics of the apartment:\n•\tBUA 786 sq. ft.\n•\tLower floor\n•\tKitchen equipped with built –in appliances\n•\tSpacious living room with natural light\n•\tSouth orientation\n•\tCommunity view with partial sea view\n•\tNo road below the balcony\n•\t1 private parking place allocated to the basement\nDesigned for the demands of modern living, Royal Oceanic tower occupies one of the premier locations in Dubai Marina, standing tall between Le Royal Meridian, Habtoor Grand and Grosvenor House. \nThe building has a health club with spa, sauna, Jacuzzi and steam rooms, an open air, temperature controlled swimming pool with separate children’s pool and play area, and a delightful barbecue area add to a sense of exclusivity.\nClose to the public tram transportation and super markets, walking distance to the beach and Marina promenade, makes it and ideal choice for people who needs their privacy but be close to everything at the same time.\nFIDU Properties is one of the most innovative and leading real estate agency in Dubai, we provide our clients a wide range of services, providing relevant and reliable information for residential, commercial and off plan properties.\nYou can contact us at +971525999999 for any enquiry.']"
2,['Luxury Lifestyle  Waterfront Low Density Community'],[],,['Apartment'],['732 sqft\n                      /            68 sqm'],['1'],['2'],[],[],,[],[],[]
3,['Stunning & Spacious || Park & Sea Views'],"['Golden Mile 9\n                              3.4\n/51 ReviewsDubai, Palm Jumeirah, Golden Mile']",,['Penthouse'],"['10,236 sqft\n                      /            951 sqm']",['5 + Maid'],['6'],"['6,500,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nKitchen Appliances\nMaids Room\nPets Allowed\nSecurity\nShared Gym\nShared Pool\nVastu-compliant\nWalk-in Closet'],,['Listed:15 days ago'],['Ready'],"[""DescriptionFam Properties bring you this insane Penthouse - based on the top floor of the Golden Mile 9. With every room layout bright and Spacious to meet your needs and requirements - I would highly recommend viewing this immaculate Property.\nWith its Huge walk-in wardrobes, even bigger bathrooms and insane full-floor terrace, this property is not to be missed.\n|| 10,236 Sq ft - Duplex 2 Floors\n|| 5 Bed Rooms All With En-Suite + Walk In Wardrobes\n|| 6 Bathrooms\n|| 2 Private Car Park Spaces + (Unlimited Guest Car Parking)\n|| Floor To Ceiling Windows\n|| Private Full Floor Terrace With Park & Sea Views\n|| Close To The Brand New Nakheel Mall - For All Your Needs\nWithin a stone's throw of the brand new Nakheel Mall on your doorstep, you have everything you need to live the luxurious and royal lifestyle on the amazing, world-famous Palm Jumeirah. From your favorite restaurants and shops - to Gyms and viewing points the Nakheel Mall has everything you could possibly need. \nAlternatively, you have direct access to the Golden Mile Galeria, which includes nurseries and all small amenities needed such as coffee shops.\nDo not miss out, and call Ryan Kenna - Fam Properties for any additional information & to arrange a viewing.\nfäm Properties \n Contact Us - +97142483671\n Toll free: 800fam800 800326800) \n Email: cc@famproperties.com\n Visit our website: famproperties.com""]"
4,['Best Layout | Garden Lobby Beachfront Villa | Sale'],"['Signature Villas Frond KDubai, Palm Jumeirah, Signature Villas']",,['Villa'],"['7,000 sqft\n                      /            650 sqm']",['5 + Maid'],['7'],"['18,000,000  AED']",['Partly furnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nKitchen Appliances\nMaids Room\nNetworked\nPets Allowed\nPrivate Garden\nPrivate Pool\nSecurity\nStudy\nVastu-compliant\nView of Water'],,['Listed:6 months ago'],['Ready'],"[""DescriptionLUXURY MANSION  is proud to present This immaculate and spacious 5 Bedrooms villa located in Palm Jumeirah Frond K.\n This extremely roomy villa has a built-up area of 7,000 sq ft and is just right for a family, Consisting of 4 bedrooms and 1 master bedroom, this  house also features 2  living areas and a dining space where you can entertain your close family and friends. This entire living space is complemented by an abundance of natural light.\nFeatures:- 5 Bedrooms- Plot Area - 13,000 sq. ft.- Buildup -7,000 sq. ft- Covered parking- / beach access/ Swimming Pool / Marina Skyline View.\nAbout Palm Jumeirah\nPalm Jumeirah is a unique place with an exclusive address. Island living provides true resort-style amenities and atmosphere with privacy and tranquility and offers a wide selection of renowned restaurants of a global choice, cafés, bars, night clubs, retail outlets and leisure facilities including famous destination Aquaventure water park located in Atlantis Hotel- island's signature landmark. The island comprises residential buildings and villas, boutique and world-class hotels and residences. The Palm Jumeirah is not a place that a single nation fell in love with; it is a multinational community,       \nPalm Jumeirah is a unique place with an exclusive address. Island living provides true resort-style amenities and atmosphere with privacy and tranquility and offers a wide selection of renowned restaurants of a global choice, cafés, bars, night clubs, retail outlets and leisure facilities including famous destination Aquaventure water park located in Atlantis Hotel- island's signature landmark. The island comprises residential buildings and villas, boutique and world-class hotels and residences. The Palm Jumeirah is not a place that a single nation fell in love with; it is a multinational community,""]"
5,['High Floor |Sea & Marina Skyline Views |Fully Furnished |Exceptional Price'],"['The Fairmont Palm Residence North\n                              4.4\n/52 ReviewsDubai, Palm Jumeirah, The Fairmont Palm Residences']",,['Apartment'],"['1,725 sqft\n                      /            160 sqm']",['2 + Maid'],['3'],"['2,895,000  AED']",['Unfurnished\nBalcony\nMaids Room\nSecurity\nView of Water'],,['Listed:3 months ago'],['Ready'],"['DescriptionA stunning example of a two-bedroom E type with maid’s room in Fairmont’s preferred North Residences. \nProperty highlights:\n- North Residences\n- High-Floor\n- 2 Bedroom Apartment\n- Fully Furnished\n- Sea, marina & Pool View\n- Maid’s Room\n- Superb Facilities\n- Marble Flooring\n- Immaculate Condition\n- Competitively Priced\nStep into this modern layout apartment with a dining/living room opening to the fabulous Dubai marina skyline, with a large terrace to enjoy the dusks and dawns.  \nFully fitted kitchen, marble flooring throughout, two large en-suite double bedrooms, and en-suite maid’s room. All bedrooms feature Extensive wardrobe space including balconies with sea views. The modern neutral furniture ensures you can give the apartment a personal touch with custom furnishings and create a space that truly defines you.']"
6,['EXCLUSIVE! | Great Layout | Beach Access'],"['Palma ResidencesDubai, Palm Jumeirah']",,['Villa'],"['3,781 sqft\n                      /            351 sqm']",['4'],['5'],"['4,380,000  AED']",[],,['Listed:2 months ago'],[],"[""DescriptionAQUA Properties is proud to offer this exquisite 4-bedroom + maid's room townhouse located in Palma Residences, The Palm Jumeirah. A spacious semi-open kitchen, roomy bedrooms, multiple built-in wardrobes, and two allocated parking spaces are just some of the features that make this unit desirable.\nLocated in the proximity of Dubai's most popular areas, this property tenders to all its residents' needs.\n* 4 Bedrooms\n* BUA: 3,781 sq.ft.\n* 5 Bathrooms\n* Maid's room\n* Fully fitted open kitchen\n* Balcony\n* Built-in wardrobes\n* Storage room\n* 2 allocated parking spaces\n* Beach access\n* Pool views\n* Unfurnished\n* Vacant and ready to move.\n2 options available.\nPalma Residences is a Nakheel's development featuring exclusive homes located on Palm Jumeirah famous man-made island known for its high-end lifestyle. Most townhouses have a private beach which is perfect during the hot summer months in Dubai. This comfortable and cozy home makes its residents' busy lives extremely easy to navigate.""]"
7,['The Mother of All Rent to Own Deals'],"['Casa FloresDubai, Motor City, Green Community Motor City']",,['Villa'],"['3,079 sqft\n                      /            286 sqm']",['4'],['5'],"['3,264,800  AED']",[],,['Listed:more than 6 months ago'],['Off-plan'],"['DescriptionReady 3&4 B/R Freehold Townhouses at Casa Flores Motor City, Up To 20 Years In-House Payment Plan, 0% Down Payment*, AED 17,760 monthly Payment Only, Spacious Built-Up Areas From 2,712 - 3,080 Sq.Ft. No Banks, No Hidden Charges, No Processing Fees, No Rate Fluctuations & 4% DLD Registration.Grab Your Opportunity To Get Hold On The Last Available Units! call Harbor Real Estate (the Exclusive Property Management Consultant) on: +97143251616 or +971509166543Why Casa Flores?\x95 Casa Flores is part of the already popular and well-established Green Community development in Motor City voted as the best\xa0place to live in Dubai according to the National newspaper\x95 World-class community amenities including lush gardens, schools, mosques, supermarkets, salons, medical facilities, and community centers with health, fitness and leisure options, as well as the perennially popular Motor City Retail Strip\x95 Self-contained, gated community with 24-hour security\xa0and professional facility management services']"
8,['Genuine and Exclusive Listing  | Investor Deal'],"['Aurora Tower\n                              3.9\n/53 ReviewsDubai, Dubai Marina, Marina Promenade']",,['Apartment'],['946 sqft\n                      /            88 sqm'],['1'],['2'],"['1,175,000  AED']","[""Unfurnished\nBalcony\nBuilt in Wardrobes\nChildren's Play Area\nCovered Parking\nKitchen Appliances\nPets Allowed\nView of Water""]",,['Listed:2 months ago'],['Ready'],"['DescriptionDirect Specialist: +971555836419Reference No:\xa0AP-S-21516RERA Permit No: 1509032476Aston Pearl Real Estate is proud to offer this one-bedroom apartment in Marina Promenade, Dubai Marina, with Partial marina and sea views.There is an open plan lounge, open fitted kitchen with breakfast bar, guest WC & large balcony. The bedroom comes with an en-suite bathroom, built-in wardrobes and tiled flooring.\xa0Price Non-NegotiableOnly Cash buyer* 1 bedroom\xa0* Rare unit.* Rented until end 2019* High floor* Huge balcony and living room* Partial marina and sea views.* 946 sq. ft.* Direct access to marina walk* Less than a minute walk to the beach* Three minutes from marina mall* Marina promenade also offers swimming pool, gymnasium, Squash courts, library, BBQ area etc.Contact Us NowAston Pearl Real Estate\xa0Office: +97143928831\xa0Email: info@astonpearlre.com\xa0Website: www.astonpearlre.com\xa0RERA ORN: 2169Genuine and Exclusive Listing | Investor Deal']"
9,['Upgraded Type BM I Next to The Lakes Club I Rented'],"['ForatDubai, The Lakes']",,['Villa'],"['3,015 sqft\n                      /            280 sqm']",['3 + Maid'],['3'],"['2,750,000  AED']","[""Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nCovered Parking\nMaids Room\nPets Allowed\nPrivate Garden\nShared Gym\nShared Pool\nStudy""]",,['Listed:2 months ago'],['Ready'],"[""DescriptionBetter Homes is pleased to offer this stunning villa in Forat. It\x92s a three bedrooms plus study (can be use as fourth bedroom) and maid's. The backyard opens directly to The Club House.Forat is the most demanding community in The Lakes because of it's location.On entering the villa you find the kitchen on the left hand side that opens to the dining and a big sitting area. There is a large study room and the maid's quarters also on the ground floor. All three bedrooms are on the first floor and a family room; two of them sharing a bath while the master bedroom has an attached bath with a huge balcony overlooking the landscaped garden and the Lakes Club.The Lakes community offers tranquil surroundings of landscaped gardens, children's play area, pools, etc. The Lakes member club provides residents with a gym, basketball, football field, restaurant, bar, nurseries and supermarket.For further details or to arrange viewings, please contact our Head Office on +97144081000 or visit www.bhomes.com for further details.""]"
