,title_advert,location1,location2,property_type,property_size,bedrooms,bathrooms,cost,amenities,description,listed,completion,descriptions
0,['Beautiful Mediterranean Villa|Private Beach|Type A'],"['District One VillasDubai, Mohammed Bin Rashid City, District One']",,['Villa'],"['7,909 sqft\n                      /            735 sqm']",['4 + Maid'],['6'],"['10,140,000  AED']","[""Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nChildren's Pool\nCovered Parking\nKitchen Appliances\nMaids Room\nNetworked\nPets Allowed\nPrivate Garden\nPrivate Pool\nSecurity\nShared Pool\nVastu-compliant\nView of Water\nWalk-in Closet""]",,['Listed:2 months ago'],['Ready'],"[""DescriptionThis home is located in a haven for greenery and wildlife whilst being right in the heart of the city.\nA Mediterranean style property that is a Type A villa, this home is situated on a large plot in the heart of an exclusive neighborhood. It's a classic home, perfect for families with an active lifestyle and who love the outdoors.\nThere are 4 bedrooms in total with 3 upstairs, including the master bedroom, and 1 downstairs that is perfect for guests who are visiting. It can even be converted into a TV room or office if desired as well. All the bedrooms are spacious and come with walk-in closets and ensuite bathrooms. Of course, the master bedroom is the most impressive with views over the back garden and swimming pool area and with Jack and Jill sinks in the bathroom.\nOtherwise, this villa is equipped with everything you might want for a perfect family lifestyle. From a family living room and study upstairs to a traditional majlis area at the front of the property for when guests are over to visit. The majlis even has its own terrace overlooking the front garden which can be opened up and is perfect for the cooler months of the year.\nThe living and dining space is designed for open plan living and the kitchen has been cleverly designed so that is can be opened up or closed off dependent on your wishes. The kitchen itself comes with built-in Miele appliances and is fully fitted with high-quality cabinetry.\nOutside of the home, the community is safe and secure and perfect for families with pets. Greenery is all around you and residents have access to a private beach and can swim in a unique crystal lagoon whilst enjoying views over the Dubai skyline.""]"
1,['Exclusive! Modern and fully Upgrade - Extended 4BR'],"['Meadows 9\n                              4.6\n/52 ReviewsDubai, Meadows']",,['Villa'],"['3,578 sqft\n                      /            332 sqm']",['4 + Maid'],['4'],"['3,850,000  AED']","[""Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nCovered Parking\nMaids Room\nPets Allowed\nPrivate Garden\nPrivate Jacuzzi\nShared Pool\nStudy""]",,['Listed:1 month ago'],['Ready'],"[""DescriptionIf you are looking for a\xa0 fully upgraded villa with modern taste and great quality and finishes, then this is the right property for you.This lovely 4 Bedroom is located away from the cables in Meadows 9, has been fully renovated in all bathrooms, kitchen, flooring throughout the house.Large and tall windows facing the swimming pool adds an extra charismatic feel to this amazing villa.\nGarden is green and mature with a big pool, Jacuzzi and pergolaDont Miss out and call todayVilla Features:Elegant finishes, including ceramic tiles throughout the villa and marble stairs.Living areas with 9-foot ceilings.Kitchen with designer cabinetry and provision for gas cooking.Spacious bedrooms with built-in wardrobes.En-suite bathroom in the master bedroom.Maids quarters, linen closets and laundry/utility rooms.Tranquil and verdant, residents step into The Meadows to find tree lined streets and distinctive, spacious villas. These homes range from three to seven bedrooms, two-storey homes proving particularly attractive to Dubai's young professional families.""]"
2,"['Type 04!  1BR, amazing water view,ready soon']","['5242Dubai, Dubai Marina']",,['Apartment'],['703 sqft\n                      /            65 sqm'],['1'],['1'],"['1,050,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCovered Parking\nKitchen Appliances\nShared Pool\nView of Water'],,['Listed:3 months ago'],['Off-plan'],"['DescriptionUnbelievable deal in Dubai Marina! Waterfront living!\xa0Amazing 1 bedroom apartment by Emaar Developer is available for sale in the most famous beach front area:Off plan! Completion in August 2020\xa01 bedroom, type 04balcony with\xa0\xa0stunning water views1 bathroom, laundry roomunit comes with 1 parkingopen kitchenBuilding has the best location in the heart of Dubai Marina- close to the tram station, direct access to Marina Walk. Direct access to the most famous landmarks of Dubai - walking distance to Dubai Eye and Blue waters island, next to JBR beachFabulous modern facilitiesWaterfront livingSpacious interiorsVibrant lifestyleSale PRICE AED 1,050,000 paid as 80% to the Seller and balance 20% upon completion to Developer.\xa0Registered with OqoodDLD registration 4% paid by the Buyer, Agency fee 2% paid by BuyerFor more details call Marina Berdnikova BRN 32821\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0\xa0ONE BROKER GROUPRERA ORN: 17196\xa0Address: Marina Plaza, suit 901Phone: +97145616900Email:\xa0info@obg.aeWebsite:\xa0www.obg.ae']"
3,"['Exclusive, Fully Upgraded and Modified Masterpiece']","['Garden Homes Frond B\n                              4\n/51 ReviewsDubai, Palm Jumeirah, Garden Homes']",,['Villa'],"['7,332 sqft\n                      /            681 sqm']",['3'],['5'],['Ask for price'],['Unfurnished\nSecurity\nShared Pool'],,['Listed:4 months ago'],['Ready'],"['DescriptionKnight Frank is proud to present this contemporary architecturally designed and meticulously upgraded villa to the highest specifications located on the Palm Jumeirah. \nProperty Highlights \n* Completely renovated remodelled \n* Full MEP Works and new A/C units \n* Ceilings heightened with new Walls and Italian marble throughout \n* 3 Bedrooms with a custom built large master suite \n* Floor to ceiling Italian Marble closets \n* Kitchen Remodelled with Scafalini Kitchen Cabinets \n* Miele Kitchen Appliances Separate Chef kitchen \n* Brand new bathrooms with Italian marble \n* Extended plot size with Infinity pool (7,800 Sqft) \n* State of the are home automation\nThe villa needs to be seen and experienced to appreciate the high level of finishing’s throughout.']"
4,['BALCONY | MARINA VIEWS | SOUGHT AFTER LOCATION'],"['Silverene Tower A\n                              4.4\n/54 ReviewsDubai, Dubai Marina, Silverene']",,['Apartment'],"['1,058 sqft\n                      /            98 sqm']",['2'],['3'],"['1,850,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nKitchen Appliances\nShared Pool\nView of Water'],,['Listed:3 months ago'],['Ready'],"['DescriptionThis stunning unit in Silverene Tower A offers the following features;  - Unfurnished - Tenanted until Jan 2020  - Marina View - Balcony going through to all bedrooms  - 1058 sqft Look down on a stunning and panoramic view of the Marina from two spectacular residential towers. Connecting these unique structures is an elevated podium graced with a sun deck and pool. The unit is a two bedroom apartment, 1058 sq. ft. and it is overlooking the Marina. It has a spacious balcony and one parking space is allocated. Silverene encompasses all the benefits of waterfront living, topped by a unique interior treatment. A captivating glass and mirror effect reflects the blue waters and maximizes the breathtaking view on each floor. Although it is in many respects an urban environment, Dubai Marina is a great location for families. Many buildings have their own swimming pools and the beach is just a few minutes\x92 walk away. The tower itself has a perfect location close to metro and Marina Mall.']"
5,['Spacious 1 BR | Nice View | Dubai Marina'],"['Blakely Tower\n                              3.6\n/57 ReviewsDubai, Dubai Marina, Park Island']",,['Apartment'],['709 sqft\n                      /            66 sqm'],['1'],['1'],"['950,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCovered Parking\nKitchen Appliances\nPets Allowed\nShared Gym\nShared Pool\nView of Landmark'],,['Listed:9 days ago'],['Ready'],"['DescriptionBlakely is one of the four buildings at Park Island, a complex that offers fashionable community living in its own exclusive district at Dubai Marina. \nThe four towers are built amidst cascading and stepped water features, palm trees, and terraced planting beds and offer one, two, and three bedrooms, ranging in size from 709 to 3,915 sq ft. With uncompromising high standards, the ultra-modern apartments offer luxurious finishes and advanced technological features.\nMaximizing space utilization through creative approaches, the apartments have designer suite finishes, stone counter tops and stylish cabinetry.\nCall Feraz Dany Today +971502138026 / +97143661662. Toll-free: 800 Hamptons 80042678667) or email us on enquiries(at)Hamptons(dot)ae for further details. \nHamptons UAE\nEmaar Business Park, bldg no 3, 2nd floor80042678667+97143627683\nwww.hamptons.ae']"
6,['Renovated 4BR |Huge Plot |VOT |Exclusive'],"['Meadows 9\n                              4.6\n/52 ReviewsDubai, Meadows']",,['Villa'],"['3,447 sqft\n                      /            320 sqm']",['4 + Maid'],['2'],"['3,199,999  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nMaids Room\nPets Allowed\nPrivate Garden\nSecurity\nView of Landmark\nWalk-in Closet'],,['Listed:6 months ago'],['Ready'],"[""DescriptionEspace Real Estate are pleased to introduce to the market an Exclusive property in the popular Meadows 9 community. The villa is set on a huge plot of 7000 sqft with a beautifully astro-turfed garden and mature plants and trees. The villa itself offers a BUA of 3447sqft laid over two floors. The first floor has been renovated and includes a spacious and bright living area, guest bathroom, guest bedroom, kitchen and breakfast room, maids room and utility, plus convenient outdoor storage. The second floor offers a large master bedroom with ensuite bathroom, walk in wardrobe and private balcony. The two children's rooms share a family bathroom. \n-Type 5\n-4 Bedrooms\n-Study and Maids room\n-BUA: Approximately 3447 sqft\n-Plot: Approximately 7000 sqft\n-Upgraded\n-2 Parking spaces\n-Landscaped garden\n-Owner occupied\nFinance is available on this property through Espace Real Estate. \nOffice location: Unit 2702 and 2703 Marina Plaza, Dubai Marina, Dubai UAE.\nTel. No.: +97143069999\nRERA No.: 25322; ORN: 936\nThis property is managed by Espace Real Estate Broker.""]"
7,"['Luxurious 2 Bed Apartment, No Commission']","['Belgravia Heights 1Dubai, Jumeirah Village Circle']",,['Apartment'],"['1,028 sqft\n                      /            96 sqm']",['2'],['3'],"['935,143  AED']",[],,['Listed:more than 6 months ago'],['Off-plan'],"['DescriptionMagnificent 2 Bedroom Apartment | Serene Environment\nBrought to you by Driven Properties, this 2 bedroom apartment is located in Belgravia Heights 1, Jumeirah Village Circle.\nUnit Details:\n● Low floor\n● Unit Type: Corner\n● View: Community\n● Kitchen: Open\xa0\n● Bathrooms: 3\n● Internal Area: 1,028 sqft\n● Covered Parking\nBuilding Amenities:\n● Outdoor yoga area\n● Close to Metro and Tram\n● Close to Malls and Supermarket\n● Close to Park and School\n● Easy Access to the Sheikh Zayedr Road\n● 24 hours of maintenance and security\nComplimentary mortgage advisory through Driven Properties via partnerships with over 15 UAE banks\nCall our Jumeirah Village Circle expert for more information or viewing on +971522495017 or Out of office hours orweekends call +971522495017.\nSince 2012, Driven Properties has grown to be one of the largest real estate platforms in the region. Through multiple branches in Dubai, Ajman, China, and Saudi Arabia, Driven Properties manages a portfolio of over 10,000 units.']"
8,['Lowest Price! Cozy 2BR Apt with Rent Refund'],"['C2 TowerAbu Dhabi, Al Reem Island, City Of Lights']",,['Apartment'],"['1,191 sqft\n                      /            111 sqm']",['2'],['3'],"['1,000,000  AED']","[""Unfurnished\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nChildren's Pool\nConcierge\nCovered Parking\nLobby in Building\nNetworked\nPets Allowed\nSecurity\nShared Gym\nShared Pool\nShared Spa\nView of Landmark""]",,[],[],"['DescriptionAbout Property:\nHuge 2 Bedroom Apartment with High end Facilities and without Rent Refund for sale in Al Reem Island. \nAdditional Features:\nSpacious room\nBathrooms\nAbout Community:\nAl Reem Island has quickly become one of Abu Dhabi’s foremost residential districts offering a perfect lifestyle destination.\nIt is braced by a world class community with leisure facilities along with high-end retail offerings.\nCommunity Amenities and Surroundings:\n24/7 Maintenance\nTennis and squash courts\nRecreation lodgings\nSaunas and Jacuzzis\nPlaygrounds\nNearby Areas:\n20 Minutes from Airport\n5 Minutes from Abu Dhabi\nContact us on:\nUnited Gulf Properties is one of the leading real estate broker in the United Arab Emirates. For various properties offers and hottest deals/ properties, please call:\nFor Sale: +971502023120\nGeneral Inquiries:.\nPhone: +97126777377\nYou can also visit our website at www.ugp.ae| Facebook https://www.facebook.com/ugpae/ | on instagram: @ugpae | Google  | Twitter | Youtube |']"
9,['2 Bedroom | Close to Shops | Beach Access'],"['Al Basri\n                              3.9\n/54 ReviewsDubai, Palm Jumeirah, Shoreline Apartments']",,['Apartment'],"['1,646 sqft\n                      /            153 sqm']",['2'],['3'],"['1,350,000  AED']",[],,['Listed:more than 6 months ago'],['Ready'],"['Description2 Bedrooms | Close to Shops | Beach Access\n- 2 Bedrooms\n- Maid’s Room\n- E Type\n- Community View\n- VOT\n- 1,648 sq. ft.\n- Lower Floor\n- Close to Local Retail Outlet\n- Parking Slot for One Car\n- A Must See Property\n- Reference: DUB182979\n- Agent: Jonathan Caunce on +971544550589, RERA BRN: 37297\nAllsopp & Allsopp Real Estate is proud to offer for sale this vacant on transfer, two-bedroom plus maid’s, unfurnished, E type apartment in the very sought-after Shoreline development located on the Palm Jumeirah.\nComprising of two bedrooms, with a maid’s room, both bedrooms coming with en-suite facilities and fully fitted wardrobes.\nUpon entering the apartment, the entrance is extremely light and spacious which then continues throughout the lounge, dining room, large kitchen.\nProperty Sales Reference: DUB182979\nFinance is available on this property through Allsopp & Allsopp Mortgage Services.\nPlease call Jonathan Caunce on +971501029641 for more information or to arrange a viewing.']"
