,title_advert,location1,location2,property_type,property_size,bedrooms,bathrooms,cost,amenities,description,listed,completion,descriptions
0,['Pay 25% in 18 months| 75% till 2025|0% DLD'],"['Arabella Townhouses 3Dubai, Mudon, Arabella Townhouses']",,['Townhouse'],"['2,450 sqft\n                      /            228 sqm']",['4'],['4'],"['1,957,888  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nPets Allowed\nPrivate Garden\nShared Pool'],,['Listed:6 months ago'],['Off-plan'],"['DescriptionARABELLA 3\xa0MUDONBY DUBAI PROPERTIES\xa0PAY 75% POST HANDOVER IN 5 YEARS | 0% DLD FEES\xa04 bed + Maid\xa01 BED ON GROUND FLOOR\xa0Gated communityPrivate garden and car park\xa0Shared pool and parkOpposite Arabian Ranches\xa010mins drive from Mall of EmiratesLocated within Mudon, Arabella is one of its most sought after neighbourhoods. Here, the outdoors make for a healthy lifestyle with cycling and walking tracks, water bodies and pristine gardens basking in natural light.Easy Access To:Downtown DubaiEmerites RoadSheikh Mohammed Bin Zayed Road and Abu DabiDubai Cycling CourseMotor CitySports City and Dubai Swimming AcademyGlobal VillageShopping Centres, Cafes, and RestaurantsNear GEMS School in MudonLOCATIONArabella is situated within Mudon Community. It is a new phase which offers exclusive 3,4 bedroom townhouses that offer eclectic fusion of contemporary lifestyle with lush greenery and open spaces.CALL +971554149608 | +971554149609 | +97144207170']"
1,['Amazing Studio facing Financial Center for Sale'],"['Central Park Residential Tower\n                              4.1\n/511 ReviewsDubai, DIFC, Central Park Tower']",,['Apartment'],['732 sqft\n                      /            68 sqm'],['studio'],['1'],"['1,350,000  AED']",['Unfurnished\nBuilt in Wardrobes\nCentral A/C\nSecurity\nShared Gym\nShared Pool'],,['Listed:more than 6 months ago'],['Ready'],"['Description- 1st floor with swimming pool, Sheikh Zayed and DIFC view. \n- Luxurious building \n- Brightest side and large windows. \n- Studio size and big wardrobes. \nGrocery stores and restaurants down the building. \nDIFC \nWithin the DIFC complex are located a variety of retail and convenience stores, and restaurants, along with business services outlets. You will find hair salons for men and women, nail salons, Tailor, flower shops, electronic stores, gift shops, a medical clinic.\nHBS REAL ESTATE\nFrench boutique Real Estate Brokerage company based in Dubai, located in Business Bay, Westburry tower1 . We are providing a tailor made services to our clients from all around the world in order to help them being successful in their home search and find the place that best fits their needs. \nOur team speaks French, Spanish, English, Hindi and Arabic\nPlease Contact\nOffice: +971524231848\nAgent:+971524231848\nVisit our website at: http://hbsdubai.com\nRera Permit no: 18849 .+971524231848              .']"
2,['Brand New - Furnished contemporary villa'],"['Meadows 2\n                              4.1\n/51 ReviewsDubai, Meadows']",,['Villa'],"['4,170 sqft\n                      /            387 sqm']",['4 + Maid'],['4'],"['5,700,000  AED']",['Furnished\nBalcony\nBuilt in Wardrobes\nCovered Parking\nKitchen Appliances\nMaids Room\nWalk-in Closet'],,['Listed:more than 6 months ago'],['Ready'],"[""DescriptionThis 4 bed (all en-suite) type 12 floorplan offers every one of the most requested features in a Meadows villa and is sold fully furnished. Fully renovated in a well-chosen neutral contemporary style, and finished to an exceptionally high standard, this property offers a totally brand new TURN-KEY solution for a new-to-Dubai family, as it is sold fully furnished to the highest standard, with brand new 'never used' furniture. Every element of the villa has been changed, and most importantly, though not particularly visually noticeable, the entire internal workings of the villa have been upgraded - a very important change which makes the day to day villa running much more economical and maintenance stress-free.\nOne of the best logistical features of the type 12 floorplan, apart from the exceptionally spacious interior, is the fact that each of the total four bedrooms is totally en-suite, one of the 4 en-suites being located downstairs, ideal for visiting guests or family.\nThe current owner has recently changed everything in the villa during a detailed and extensive renovation including full bathrooms with top of the range hygienic toilets, all bathrooms suites, floor and wall tiles throughout the villa, all doors, switches and power outlets etc. The entire complement of AC machines and ducts are new and has increased the number of AC machines from 4 to 7, for more efficient running.\nÂ·        German brand built-in kitchen equipment.  \nÂ·        In the bathrooms, fixed wall mounted mixers, showers are Grohl type. WC's are Ideal standard latest hygienic type.\nÂ·        Fixed new ceiling for the whole villa with fitted indirect lights. \nÂ·        Fixed wall cladding in some areas of the villa.\nÂ·        Created new laundry room equipped with German brand washing machine and dryer.\nÂ·        Created a totally new walk-in closet and fixed new...""]"
3,"['EXCLUSIVE | Signature plot | Facing Marina , PJ']","['Signature Villas Frond NDubai, Palm Jumeirah, Signature Villas']",,['Land'],"['13,578 sqft\n                      /            1,261 sqm']",[],[],"['20,250,000  AED']","[""Children's Play Area\nView of Water""]",,['Listed:more than 6 months ago'],['Ready'],"['Description- 13,578 square feet plot size- 10,183 square feet permissible BUA- B+G+1We are\xa0delighted to exclusively present this superb Signature Villa plot, in an enviable location, to the Palm Jumeirah sales market. Situated in the middle of Frond N, the plot enjoys outstanding views of the iconic Dubai Marina skyline due to its perfect position on the curve. The plot size is 13,578 square feet and the buyer will have permission to build an expansive 10,183 square feet villa which can be designed to suit their own individual taste and requirements.This is a rare opportunity to buy one of the most sought after plot locations anywhere on the Palm, so viewings are highly recommended. Kindly visit our website,\xa0http://www.dubaipalmsales.com.E & T Real Estate has been trading since 2004 and has become one of the most successful real estate agencies in United Arab Emirates. Our services include Residential Sales and Leasing, Commercial Sales and Leasing, Property Management, and RICS Valuations.']"
4,['Huge Discount For Cash-buyers | 0% Commission'],"['Al Maryah VistaAbu Dhabi, Al Maryah Island']",,['Apartment'],['525 sqft\n                      /            49 sqm'],['1'],['2'],"['430,115  AED']",['Unfurnished\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nSecurity\nShared Gym\nShared Pool\nView of Landmark\nWalk-in Closet'],,[],['Off-plan'],"['DescriptionSpecial Huge Discount up to 45% for cash buyers.\nOption 2: Normal Payment Plan\n10% Down payment\n1% monthly installment till Handover\n5% Discount\nHandover: Q1 2023\nFeatures:\n• Kitchen cabinets and countertops with refrigerator , washing machine & cooker\n• Balconies\n• Build in Wardrobes\n• TV & Telephone connection\n• Marble and ceramic floor tiling\n• Central Air Conditioning\n• Double Glazed Windows\nAmenities:\nLandscape gardens\nSwimming pool\nKids swimming pool\nFully equipped gym\nCovered Parkings\nSix large lifts\nRetails areas\nAl Maryah Island is Abu Dhabi’s business and lifestyle destination. The development is designed as an investment and financial free zone to meet Abu Dhabi’s long-term commercial and community growth needs. A unique, 114-hectare mixed-use development, Al Maryah Island features some of the emirate’s most ambitious and topnotch real estate developed offerings. Situated in the heart of the capital and surrounded by a striking waterfront promenade which hosts some of Abu Dhabi’s most exhilarating events, this sought-after location features luxury retail and dining offerings, first-class healthcare, premium hospitality and is home to Abu Dhabi Global Market, the world’s newest international financial center.']"
5,['Only 5% Booking | 2 Years Post Hand Over'],"['Central Park at City WalkDubai, City Walk']",,['Apartment'],['939 sqft\n                      /            87 sqm'],['1'],['1'],"['1,471,000  AED']",['Unfurnished\nCentral A/C\nPets Allowed\nShared Gym\nShared Pool'],,['Listed:4 months ago'],['Off-plan'],"['DescriptionBrought to you by Driven Properties, this 1 Bedroom Apartment is located in Central Park at City Walk, Citywalk.\xa0\nUnit Details:\n● Handover on 2021\n● Mid Floor\n● Bathrooms: 1\n● BUA: 848 square feet\n● Balcony Area: 91 square feet\n● No. of Parking: 1\nBuilding Amenities:\n● Pools and water play\n● Kids play area, Running track\n● Multi-use games and sports lawns\n● Outdoor gym & fitness station\n● Spa & Sauna\n● Yoga & meditation areas\n● Nursery\nCentral Park at City Walk is a superb setting for a healthier and active lifestyle. Experience the tranquility of true park living, whilst still enjoying the excitement and vibrancy of City Walk.\nCall our Citywalk expert for more information or viewing on +97144297040 for out of office hours or weekends call +971553658402.\nSince 2012, Driven Properties has grown to be one of the largest real estate platforms in the region. Through multiple branches in Dubai, Ajman, China, and Saudi Arabia, Driven Properties manages a portfolio of over 10,000 units.']"
6,['Park view | Close to main gate | Open plan kitchen'],"['HIDD Al SaadiyatAbu Dhabi, Saadiyat Island']",,['Villa'],"['4,730 sqft\n                      /            439 sqm']",['4 + Maid'],['6'],"['6,200,000  AED']","[""Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nMaids Room\nPets Allowed\nPrivate Garden\nShared Pool\nView of Water""]",,[],['Ready'],"['DescriptionThis modern home is located close to the main gate in Hidd Al Saadiyat with beautiful views of the park.It offers 4 en-suite bedrooms with additional maids rooLaundryAn open plan kitchen Large living/ dining space flooded with natural light from the large floor to ceiling windows. The property is currently tenanted until May 2020.Saadiyat Island boasts a championship golf course, Saadiyat Beach Club, St. Regis and Park Hyatt resorts and the retail/dining arcade \x91The Collection\x92.\xa0Cranleigh, the renowned English school and the New York University are close by and the first Louvre museum outside of Paris will open this yearCall Tollie Potgieter on +971564542161 / 800 HENRY (43679) or visit www.henrywiltshire.ae for further details.Henry Wiltshire International - Award Winner - Most Outstanding Abu Dhabi Brokerage 2018 and 2019.\xa0Fully licensed and compliant boutique estate agency in Abu Dhabi. With offices in Abu Dhabi, London, Dublin, Hong Kong and Singapore, we offer professional sales and leasing services in Abu Dhabi and selected properties for sale in London, Europe, Indian Ocean and Asia']"
7,"['100%Pure vastu ,on park square plot']","['Nikki Beach Resort and Spa DubaiDubai, Jumeirah, Pearl Jumeirah']",,['Land'],"['12,800 sqft\n                      /            1,189 sqm']",[],[],"['5,888,000  AED']",['Covered Parking\nPrivate Garden\nSecurity\nView of Water'],,['Listed:4 months ago'],[],"['Descriptionone of the best best location on the park 100% vastu plot with proper square size \nvery rare plot size is 10832sqft \nGround plus one construction allowed\n70% built up area allowed on the plot size\nNo restriction on design or architecture\nbasement allowed \ncall fro more details and information \nagents pls excuse \nwe have multiple options available  \nAbout Pearl Jumeirah\nPearl Jumeirah by Meraas Development is a project with a lot of unique selling points.\nAnnounced in 2010, this is reclaimed land right off Jumeirah which also applies Jumeirah construction by-laws on the peninsula. Even though it is located right off Jumeirah, it has freehold title.\nThe peninsula offers 300 residential plots and the master-development also incorporates a 90,000 sq. ft. retail area, a mosque, educational facilities and large open spaces.\nMany different factors affect prices, such as plot size, location of the plot (sea facing vs internal), original price etc.']"
8,['100% NO DLD FEE | 3YRS PAYMENT PLAN |AMAZING OFFER'],"['Apartment Building 9Dubai, Bluewaters, Bluewaters Residences']",,['Apartment'],"['1,662 sqft\n                      /            154 sqm']",['2'],['3'],"['3,413,000  AED']",['Unfurnished\nBalcony\nCentral A/C\nConcierge\nCovered Parking\nShared Gym\nShared Pool\nView of Water'],,['Listed:4 months ago'],['Off-plan'],"['DescriptionDUBAI & BEYOND Properties are delighted to offer for sale this stunning 2 Bedroom apartment located in Building 9, Bluewaters by MERAAS.* Selling Price starts from: AED 3,413,000*\xa0Built Up Area starts from: 1,662 Square Feet*\xa02 Bedroom with en-suite bathrooms* Stunning Sea ViewPayment Plan:*\xa0Pay 10% on booking*\xa010% next month during Move-in*\xa080% over 3 Years Post Handover Payment Plan*\xa0100% DLD WaiverBluewaters is a man-made mixed use island located off the coast of Jumeirah Beach Residence. Ain Dubai, the worlds largest observation wheel, forms the unique centerpiece of this development that is poised to become one of the worlds largest tourism hotspots.Call our Bluewaters expert for more information at +971565203470 | 800 DANDB l www.dandbdubai.comIt offers a premium lifestyle for the whole family with residential amenities including state-of-the-art gymnasiums, swimming pools, landscaped gardens, basketball courts and childrens play areas.']"
9,['corner plot with 2 years post handover..'],"['Sidra Villas IIDubai, Dubai Hills Estate, Sidra Villas']",,['Villa'],"['3,523 sqft\n                      /            327 sqm']",['4 + Maid'],['5'],"['3,749,000  AED']","[""Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nCovered Parking\nMaids Room\nPets Allowed\nPrivate Garden\nShared Pool""]",,['Listed:4 months ago'],['Off-plan'],"['DescriptionTABANI REAL ESTATE commit always to give you a genuine listing with the best prices possible to make Seller and Buyer live easierHave a look into this beautiful 4 Bedrooms Villa in the middle of one of the best community in Dubai hills estate - SIDRA villas are far the best villa community made by EMAAR in terms of location /prices/sizes/amenities and finishing.Details:SIDRA 2\xa04 Bedrooms\xa0Type 3 VillaBuilt-up area 3523 Sqft / 328 Sq M\xa0Plots size: 4650 Sqft / 432 Sq M (corner plot)having a living and dining room downstairs with an open kitchen and attached maid room, guest bedroom to host your friends/relativesgoing upstairs you will find 1 master bedroom with balcony and 2 bedrooms with an adjacent bathroom and a beautiful family sitting area.All bedrooms with wardrobes\xa0this property has 2 years post-handover payment plan and the seller is willing to leave for less than is purchased price so take this opportunity before it goes.For more details Call Hafedh on +971554827053']"
