,title_advert,location1,location2,property_type,property_size,bedrooms,bathrooms,cost,amenities,description,listed,completion,descriptions
0,"['PRIME LOCATION, FUTURE DESTINATION, 2020 MARQUIS.']","['Al Barsha South 3Dubai, Al Barsha, Al Barsha South']",,['Apartment'],['960 sqft\n                      /            89 sqm'],['1 + Maid'],['2'],"['999,000  AED']",['Furnished\nBalcony\nBuilt in Wardrobes\nCovered Parking\nMaids Room\nSecurity\nShared Gym'],,['Listed:6 months ago'],['Off-plan'],"['Description2020 Marquis is a 9-storey neoteric residential space located in the heart of Dubai at Arjan, providing an ease of access to important destinations around the city. Sporting 1 and 2-bedroom apartments, this functional and homely living space is designed to encourage community and interaction.\n2020 Marquis is an aesthetically driven property focused towards the next generation of home-owners. This ethereal residential space with exclusive amenities, coupled with it’s connectivity, makes it très magnifique for home owners who are expanding their horizons.\n2020 holdings has launched their first project in ARJAN, Dubai, near Miracle Garden with the G+8 floor, on Thursday, 10th May 2018. The groundbreaking ceremony was inaugurated by M.A. Yusuff Ali, Chairman and Managing Director, Lulu International Group at 11:30 am in the presence of Dr Mohamed Ali Galfar, Mr P.V Abdul Wahab MP, DR Azad Moopan, Mr Shamsudeen Mohiyudeen, Dr Ibrahim Haji, Mr Jumah Khalifa – Director of Dubai municipality, Mr Mohamed Hassan Foolad, Mr Ali Mohammed Al Shihie, Mr Ashraf Ali MA, Mr Saifu – CEO of LuLu group and Mr Adeeb Ahmed – MD of Lulu exchange.\nThe welcome speech was done by Dr Mohammed Kasim Paliathazhathu followed by a project description by Engineer Shameer Kasim – Partner at 2020 holding and MD, Skybay Real Estate. The stage ceremony was supported by partners in 2020 holding, Mr PB Navas Khan and Eng. Mohammed Mezuk while Panakkad Syed Sadiq Ali Shihab Thangal conducted the Dua ceremony.\nMr Shamlal Ahmed – Malabar Gold, Mr Siddique ITL, Mr Shibu Baby John – Ex-Labour Minister, Govt of Kerala, Mr KM Mohammed – KM Trading, Mr Abdul Salaam – Malabar Gold and many more dignitaries were also present at the ceremony. The Programme ended with a tour of the showhouse created at the venue followed by lunch.']"
1,"[""Invest in your own 3 BR Townhouse + Maid's Room""]","['Mamsha Al SaadiyatAbu Dhabi, Saadiyat Island, Saadiyat Cultural District']",,['Townhouse'],"['3,713 sqft\n                      /            345 sqm']",['3 + Maid'],['3'],"['4,207,800  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nKitchen Appliances\nMaids Room\nSecurity\nShared Gym\nShared Pool\nView of Landmark\nView of Water'],,[],['Off-plan'],"[""DescriptionMamsha AlSaadiyat is an exclusive beachfront development comprising of luxury apartments, penthouses and townhouses with breathtaking sea views. Located in The Saadiyat Cultural District, Mamsha features a pristine 1.4km white sandy beach and will be home to diverse retail and F&B outlets. \nMamsha is a brand new development which will feature 461 residential properties with a variety of premium quality facilities including gymnasiums, swimming pools, landscape gardens, a beach promenade, children's playgrounds, walking and cycling paths. All properties will benefit from direct beach access and close proximity to world class museums and everything which the island has to offer, including Saadiyat Grove, a premium retail destination just a short walk away.""]"
2,['Spacious 1 Bedroom For Sale - Bab Al Bahar'],"['FayrouzRas Al Khaimah, Al Marjan Island, Bab Al Bahar']",,['Apartment'],"['1,670 sqft\n                      /            155 sqm']",['1'],['2'],"['980,000  AED']",['Furnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nKitchen Appliances\nPrivate Garden\nPrivate Pool\nSecurity\nShared Pool\nView of Landmark\nView of Water'],,[],['Ready'],"['DescriptionThe Property \nThis 1 Bed with balcony in Bab Al Bahr is located in Al Marjan Island, Ras Al Khaimah With view over the beach and nearby to facilities such as spacious parking, swimming pool, and beach access. \nThe kitchen is fitted. \nThe total area is 1,670.00 sq. ft. including the balcony. \nBasement parking is available for one car. \nIt is offered for sale furnished. \nAl Marjan Island is an artificial archipelago in the Persian Gulf, consisting of four alluvial islands, located in the Emirate of Ras Al Khaimah. The residential complex Bab Al Bahr is one of the best residential complexes on the islands. There is a private beach, swimming pool, supermarket, pharmacy and parking. All this is at the service of residents and guests. The Bab Al Bahr is located between the hotels Rixos - Bab Al Bahr and Double Three by Hilton.\nBab Al Bahr is a freehold area. \nGEMS Westminster School, International School of Choueifat, Ras Al Khaimah Academy and Ras Al Khaimah American School are the nearby schools. \nRAK Hospital and Sheikh Khalifa Specialist Hospital are the hospitals within the area \nThe nearest shopping mall is Al Hamra Mall. \nExtending 4.5 kilometers into the Arabian Gulf\nLocated just 45 minutes from Dubai\nViewing by appointment\nOwners list your properties with us\nCall Azalea Real Estate on M: : +971509996299 or visit us for further details.']"
3,['Amazing Offer | Fully Furnished | Investors Deal'],"['Starz by DanubeDubai, Al Furjan']",,['Apartment'],"['1,000 sqft\n                      /            93 sqm']",['2'],['2'],"['900,000  AED']",[],,['Listed:4 months ago'],['Ready'],"['DescriptionAQUA Properties proudly presents this brand new and ready and fully furnished 2 Bedroom Apartment in Al Furjan Dubai, which will give investors an immediate rental return. Take advantage of this amazing offer.\nDescription:\n•\tLuxury Hotel Apartment\n•\tFully Furnished 2 Bed\n•\tBuilt Up Wardrobes\n•\tFitted Kitchen Appliances\n•\tEasy access and close to upcoming Metro\n•\tAvailable Immediately\n•\tClose to Ibn Battuta Mall, Discovery Pavilion, Dubai Marina and JBR Walk\nProperty Amenities:\n•\tGym\n•\tSwimming Pool\n•\tKids Play area\n•\tRestaurants nearby\n•\tLaundry Services\n•\t24 Hours Security\n•\tCCTV Surveillance\nStarz by Danube is a high – end residential apartment building with hotel facilities in the Al Furjan district of Dubai. The building features a unique design that creates a unique look that is unsurpassed in Al Furjan\nAQUA Properties established in 2005 is your turnkey solutions for local and international requirements. Our services include sales, rentals, property management, owners association management, and in-house projects']"
4,['Luxurious villa with upscale interiors for sale'],"['Al Mwaihat 1Ajman, Al Mwaihat']",,['Villa'],"['5,000 sqft\n                      /            465 sqm']",['5 + Maid'],['7'],['Ask for price'],"[""Unfurnished\nBalcony\nBarbecue Area\nChildren's Play Area\nCovered Parking\nKitchen Appliances\nMaid Service\nMaids Room\nSecurity\nStudy""]",,[],[],"[""DescriptionLuxurious villa with upscale interiors for sale -\n***************************\nThe villa is in a prime location in Al-Muwaihat 1\nWith an area of \u200b\u200b5000 square feet\n**************************\nThe villa features a contemporary elegant design\nAll rooms of the villa are decorated with wonderful gypsum decorations\nConsistent with wall decorations\nThe bathrooms are luxuriously decorated and elegantly decorated\nThe windows of the rooms are large, allowing natural light penetration\n**************************\nThe villa consists of two floors containing:\n5 - spacious bedrooms\n2 - Two spacious halls\n1 - Large council with private bathroom and separate entrance\n1 - A fully equipped main kitchen on the ground floor\n1- Maid's room\n7 - Luxurious bathrooms are elegantly designed\n1 - Balcony\n** Large courtyard\n** Parkin cars\n***************************\nFreehold of all nationalities\nWithout down payment\nWilling to end all banking procedures\nMonthly deduction starts from 5000 dirhams\n==================================\nSama Al Khaleej Real Estate has enough experience in the UAE real estate market to help you make the right decision to own your dream housing in the easiest way. \nCall us any time. Our agents are at your disposal at any time""]"
5,['Luxurious Flat | Prime Area | Direct from Owner'],"['Standpoint Tower 2\n                              3.9\n/56 ReviewsDubai, Downtown Dubai, Standpoint Towers']",,['Apartment'],['827 sqft\n                      /            77 sqm'],['1'],['1'],"['1,200,000  AED']","[""Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nChildren's Pool\nCovered Parking\nSecurity\nShared Gym\nShared Pool""]",,['Listed:3 months ago'],[],"['DescriptionBuilding Amenities:\n- Next to Metro Station and Dubai Mall\n- 24 hours maintenance, concierge and security\n- BBQ Area,Jacuzzi,Kids Playing Area\nStandpoint is located on the blvd and enables easy walking access to the Metro station and the famous Dubai Mall. The walk to the Downtown Park is easy as well, Next door to the Opera house and a lot of dining options down the building.\nDowntown Dubai is proudly known to be the most visited destination in the world. Within this plush community, you’ve got spectacular monuments such as the Burj Khalifa, The Dubai Mall, The Dubai Fountain, Souk Al Bahar, the world’s first Armani Hotel, and The Opera District project. Residents in and around this area are blessed with easy access to malls, schools, fine dining, event hubs, hotels, modern offices, etc.\nAli & Sons Real Estate (ASRE)\nWith the world choosing UAE as its preferred place of residence and work place, Ali & Sons Real Estate fulfills this need.The company manages properties owned by Ali & Sons and manages other property owners’ assets as well. Fully owned developments includes properties such as C40 and C55 bldgs. Located in Al Rawdhat Abu Dhabi. Landmark properties under management includes Sidra Tower & Sidra Village in Dubai.AS Business Centre is considered the operational hub of ASRE management team.']"
6,['Plot on two roads ideal for two villas'],"['Basateen Al TaiSharjah, Al Tai']",,['Land'],"['15,180 sqft\n                      /            1,410 sqm']",[],[],"['1,060,000  AED']","[""Balcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nCovered Parking\nMaids Room\nPets Allowed\nPrivate Garden""]",,[],['Ready'],"['DescriptionSavills ME is proud to offer a residential plot in Basateen Al Tai area, Sharjah for saleBasateen Al Tai, SharjahResidential plotArea 15,180 sqft\xa0SEWA electricity on-sitePermission for two semi-detached villasOn two roads facing green line of Sharjah -Kalba RoadAsking price AED 1,060,000Call Maqsoud for viewings +971563690788 / +97165723794Company name: SAVILLS Middle EastAddress: 2702-C Al Marzouqi Towers, King Faisal Street, Sharjah, UAE P.O.Box 3616  Email: sharjah@me-hub.net Website: http://sharjah.savills.aeFounded in 1855, SAVILLS is a global real estate firm with more than 35,000 staff and 600 offices worldwide. In the Middle East, we have been the regional leader and real estate advisor of choice for over 42 years. The team provides an array of specialist services including strategic consultancy, valuations, residential sales and leasing, commercial sales and leasing, property and facilities management, international tenant representation, international residential and market research.']"
7,['Brand New 1BR Apt|Fully Furnished| Ready to occupy'],"['DAMAC Maison de Ville TenoraDubai, Dubai South (Dubai World Central)']",,['Apartment'],['805 sqft\n                      /            75 sqm'],['1'],['2'],"['685,000  AED']",['Furnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nKitchen Appliances\nPets Allowed\nSecurity\nShared Gym\nShared Pool'],,['Listed:2 months ago'],['Ready'],"['DescriptionCountry home is delighted to offer this elegant apartments very to Expo 2020 project. very  near to Jebelali  Area, DIP, Dubai South\n-Fully Furnished kind of Hotel Apartment\n-Brand New Just Handover, High Quality, City View\n-Huge Balcony with City View\n-Separate living room and dining area with Television provided\n-Fully fitted kitchen, washer, dryer, oven, refrigerator and microwave\nOther Amenities:\n-Landscaped garden\n-Temperature-controlled swimming pool\n-State-of-the-art gymnasium\n-Steam room and sauna\n-Children s play area\n-Space for shops, restaurants and coffee shops on the ground floor\n-Multi-purpose activity room for residents\n-Ample parking\n-Housekeeping Service\n-Valet Parking\nDubai South is home to Dubai World Central (or Al Maktoum International) airport and the site of World Expo 2020. Comprising residential, commercial and logistics elements, Dubai South is the central hub of facilities, amenities and lifestyle offerings in the area. With direct links to rail, road, sea and air, the community combines business and innovation with quality of life.']"
8,['One Bedroom Apartment in Oasis Towers Ajman'],"['Oasis TowerAjman, Al Rashidiya, Al Rashidiya 1']",,['Apartment'],"['1,134 sqft\n                      /            105 sqm']",['1'],['2'],"['630,263  AED']",['Unfurnished\nBalcony\nCentral A/C\nSecurity\nShared Gym\nShared Pool\nView of Landmark\nView of Water'],,[],[],"[""DescriptionDiscover the One-Bedroom ready to move in Apartment at the Oasis Tower 2. It incorporates all the amenities necessary for the family, such as the daily gymnasium and Swimming pool. adds to that a fully equipped kitchen, an elegant dining area. Upon entering this architectural retreat, it's obvious why there is no reason to ever leave.\nWith the area of 1134 sq. ft. contemporary 1-bedroom luxury apartment with fitted kitchen and bathrooms. with a price starting from AED 7,071 per month with a 5% downpayment and flexible payment plans. Each room seamlessly flows outside to the stunning views of Ajman.\nThis property is the ideal canvas to create your dream.\nUnlimited fun is never far away, as this family-friendly residence is located near the Ajman Beach, Ajman City Center. This luxury serviced apartment embodies exceptional comfort and convenience.\nJust pay 5% and you are ready to move in.\nFor more information Call us now: 800GJAJM (45256)\nwww.oasistowers.ae""]"
9,['Brand new 2 bedroom apartment at Oasis tower'],"['Oasis Tower 1Dubai, Dubai Sports City']",,['Apartment'],"['1,021 sqft\n                      /            95 sqm']",['2'],['2'],"['825,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nPets Allowed\nPrivate Gym\nPrivate Pool\nSecurity\nView of Water'],,['Listed:1 month ago'],['Ready'],"[""DescriptionTulip Home real estate is delighted to present this  2 bedroom apartment for sale located in Oasis Tower, Sports City..\nOasis Tower is located in Dubai Sports City. Extend over of an area of 50 million square feet in Dubailand, Dubai Sports City is a mere thirty minute drive away from Dubai International Airport and is in close proximity to some of the major landmarks in the city. \nFrom Oasis Tower 1 it takes roughly:\n22 minutes to drive to Dubai Mall,\n16 minutes to Palm Jumeirah,\n19 minutes to Burj Al Arab \n20 minutes to The Walk JBR.\nDubai International Airport (DXB) is roughly 27 minutes' drive and the new Al Maktoum International Airport is roughly 30 minutes' drive. \nFacilities include a roof-top swimming pool, fully equipped glass gymnasium, a roof-top jogging track, a sauna, a steam room, a social event deck, secure underground parking and 24-hour security.\nThe apartments come with 1 parking originally, however the owner of this apartment bought 1 additional parking, so it has 2 parking which very convenient for families. It has a lake view and walking distance from Cricket stadium.\nFor further details please contact Gulnara Akibaeva on +971528022445, BRN: 27923\nRERA ORN: 22554\nwww.tuliphomere.com""]"
10,['Amazing - Brand New 1BR Eagle Heights(101)'],"['Eagle HeightsDubai, Dubai Sports City']",,['Apartment'],['861 sqft\n                      /            80 sqm'],['1'],['2'],"['540,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nPets Allowed\nSecurity\nShared Gym\nShared Pool'],,['Listed:2 months ago'],['Off-plan'],"['DescriptionProperty Details;\n- 1 Bedroom\n- Handover Right Now\n- High Quality Building\n- Size;860 sq/ft\n- 24-Hour Security\n- Landscaped Gardens.\n- Jogging Track\n- High-Speed Elevators.\n- Car Parking\n- Swimming Pool.\nAl Mosher Real Estate Brokers is proud to present this 1 Bedroom apartment located in Sports City\nEagle Heights, the golfer dream. A state-of-the-art modern apartment building at the heart of Dubai Sports City. A building with every imaginable amenity the most important being an amazing golf course literally just outside your front door.\nThe lifestyle at Eagle Heights is a heady combination of luxurious living and indulging in your favourite sport. Your apartment is light, airy and finished to the highest standards.\nFor further details or to arrange viewings, please contact our Head Office Stadium Point Tower Sport City on +97144472452, Mobile+971521101158, Branch Office Ontario Tower Business Bay alternatively visit our website www.almosherrealestate.com where you will find our full selection of properties available both for sale and rent .']"
11,['Studio at Belgravia Square | JVC'],"['Belgravia SquareDubai, Jumeirah Village Circle']",,['Apartment'],['539 sqft\n                      /            50 sqm'],['studio'],['1'],"['529,000  AED']","[""Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nCovered Parking\nKitchen Appliances\nShared Gym\nShared Pool""]",,['Listed:2 months ago'],['Off-plan'],"['DescriptionRef: MIP-S-1043\nBuilding: Belgravia Square\nLocation: JVC\nBR: Studio\nSizes from  473 sq.ft. to 539 sq.ft.\nParking: 1\nFor inquiries and viewing request please call at +971507381892\nEllington Properties launched its New Iconic Residential Building Belgravia Square at the heart of JVC (Jumeirah Village Circle) in Dubai.\nIt contains contemporary architecture consolidates two smartly designed ""L-Shaped"" blocks that face each other making a perfect square shape community. The magnificent design and the dynamic lighting are complemented by a beautiful sculpture made by the local artist.\nThe project will offer 225 units for sale, comprising studios and 1 to 2 Bedroom apartments. Having the Facilities like a fitness center, large garden, BBQ area & outdoor spa facilities.\nLOCATION:\n- 5 min to the Park in the Community\n- 10 min from Mall of the Emirates\n- 14 min from Emirates Golf Club.\n- 15 min from Burj Al Arab\n- 15 min from Burj Khalifa and Downtown Dubai\n- 18 min from Palm Jumeirah\n- 25 min from Dubai International Airport']"
12,['Huge 2 BR APTs | Balcony | Superb views of Canal'],"['Waters EdgeAbu Dhabi, Yas Island']",,['Apartment'],"['1,065 sqft\n                      /            99 sqm']",['2'],['2'],"['1,192,019  AED']",['Unfurnished\nBalcony\nCentral A/C\nCovered Parking\nSecurity\nShared Gym\nShared Pool\nView of Landmark\nView of Water'],,[],['Off-plan'],"['DescriptionWater’s Edge is ideally situated on its own canal and 800m promenade, in the heart of Yas Island. From modern studios to spacious three bedroom apartments, every home brings you the best of Yas at affordable prices, with beautiful views over the canal and beyond.\nThe destination will feature landscaped gardens, fully equipped gyms, pools and a jogging track that skirts the canal. Residents can also enjoy a waterfront boardwalk lined with cafes, restaurants and shops.\nAt Water’s Edge, everything moves at your own pace. So for those who enjoy action, the jogging and cycling trails, sport pitches and pools are ideal for getting your heart pumping. While the waterfront promenade brings a relaxed taste of the Med with its stylish selection of shops and restaurants.\nAbout the developer\nAldar Properties PJSC is the leading real estate developer in Abu Dhabi, and through its iconic developments, it is one of the most well known in the United Arab Emirates, and the wider Middle East region. From its beginnings in 2005 through to today, Aldar continues to shape and enhance the urban fabric of the UAE’s Capital City in addition to other key areas of the Emirate of Abu Dhabi.']"
13,['Superb 2BR Apartments with View of the canal|ALDAR'],"['Waters EdgeAbu Dhabi, Yas Island']",,['Apartment'],"['1,065 sqft\n                      /            99 sqm']",['2'],['2'],"['1,192,019  AED']",['Unfurnished\nBalcony\nCentral A/C\nCovered Parking\nSecurity\nShared Gym\nShared Pool\nView of Landmark\nView of Water'],,[],['Off-plan'],"['DescriptionWater’s Edge is ideally situated on its own canal and 800m promenade, in the heart of Yas Island. From modern studios to spacious three bedroom apartments, every home brings you the best of Yas at affordable prices, with beautiful views over the canal and beyond.\nThe destination will feature landscaped gardens, fully equipped gyms, pools and a jogging track that skirts the canal. Residents can also enjoy a waterfront boardwalk lined with cafes, restaurants and shops.\nAt Water’s Edge, everything moves at your own pace. So for those who enjoy action, the jogging and cycling trails, sport pitches and pools are ideal for getting your heart pumping. While the waterfront promenade brings a relaxed taste of the Med with its stylish selection of shops and restaurants.\nAbout the developer\nAldar Properties PJSC is the leading real estate developer in Abu Dhabi, and through its iconic developments, it is one of the most well known in the United Arab Emirates, and the wider Middle East region. From its beginnings in 2005 through to today, Aldar continues to shape and enhance the urban fabric of the UAE’s Capital City in addition to other key areas of the Emirate of Abu Dhabi.']"
14,['Amazing Beachfront Apartment |Private Beach Access'],"['Marina VistaDubai, Dubai Harbour, EMAAR Beachfront']",,['Apartment'],['652 sqft\n                      /            61 sqm'],['1'],['2'],"['1,219,888  AED']","[""Unfurnished\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nKitchen Appliances\nView of Water""]",,['Listed:3 months ago'],['Off-plan'],"['DescriptionD & B Properties are pleased to offer for sale this stunning 1 bedroom apartment in Marina Vista, Emaar Beach Front, Dubai* Selling Pricet: AED\xa01,219,888* BUA: 652 Square Feet* 1 bedroom with en-suite bathrooms and terrace* Will be ready by 2022* Attractive Payment Plan* Private gated island* Direct Access to 750-metre long strip of beach on either side of their home* Views of The Palm and the crystal-blue waters of the Arabian Gulf* Conveniently located next to The Palm with easy access to S. Zayed Road* Shopping mall, retail and restaurantsChoose between 1, 2, 3, 4 bed beachfront units with uninterrupted views of Dubai Marina & Arabian Gulf.Contact our EMAAR Beachfront Specialist Samer to book your desired unit at +971554990081 l 800 DANDB l www.dandbdubai.comD & B Properties is a leading real estate company in the International Off-Plan market incl London, Dubai & Abu Dhabi. We assist in every aspect of searching & securing residential off-plan property']"
15,['Type 3M|3Br+Maid|Well Maintained|Back to Back'],"['Mira 4Dubai, Reem, Mira']",,['Villa'],"['2,180 sqft\n                      /            203 sqm']",['3 + Maid'],['3'],"['1,360,000  AED']","[""Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nCovered Parking\nMaids Room\nPets Allowed\nPrivate Garden\nShared Pool""]",,['Listed:4 months ago'],['Ready'],"['DescriptionBinayah Real Estate Brokers are proud to Present this 3 Bed + Maid Townhouse Villa in Mira 4, Reem.- Unit Type : 3 Bedroom Plus Maid room - Type 3M- BUA : 2180 Sqft - Walking Distance to Park and Pool - Great Location. - Vacant.-Back to Back - Private Landscaped Garden-Price : AED 1,380,000 /-*More options available in different types and phase.Mira townhouses in Reem is inspired by nature and promises residents a refreshing new lifestyle. Residents will become part of an exotic neighborhood that features an exclusive desert botanical park, camping facilities, sand surfing, and camel riding trails, go-karting track, dune buggies, rock climbing wall, and a skate park.Binayah Real Estate is a leading real estate company in the international off-plan market including London, Dubai & Muscat. We assist in all aspect of searching and securing residential off-plan property.Contact Toll Free 800-Binayah | Phone: +97144475430 | Mobile: +971555099157 | Email ID: info@binayah.com | Website: www.binayah.com.Call Now for Viewing.']"
16,['Canal View+Fully furnished|No down /1% monthly!'],"['Al Raha LoftsAbu Dhabi, Al Raha Beach']",,['Apartment'],"['1,728 sqft\n                      /            161 sqm']",['3 + Maid'],['4'],"['2,313,675  AED']","[""Furnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nChildren's Pool\nConcierge\nCovered Parking\nKitchen Appliances\nLobby in Building\nMaids Room\nPets Allowed\nPrivate Jacuzzi\nSecurity\nShared Gym\nShared Pool\nView of Landmark\nView of Water\nWalk-in Closet""]",,[],['Off-plan'],"['DescriptionAl Raha Lofts is the group’s first development in the highly sought-after area of Al Raha Beachh residences have expansive views over either the canal, or the main boulevard and offer ample parking for all the apartments.The dynamic design of Al Raha Lofts complement each other with their cascading fades enticing residents towards the waterfront promenade.\nAl Raha Lofts One and two stands six storeys tall, consisting of mostly residential properties with over 280 apartments, including: studios, one, two and three-bedroom properties.\nAl Raha Lofts is the first and unique dynamic development in the highly sought-area of Al Raha Beach Abu Dhabi\nFeatures: \n- Fully furnished\n- Open plan living and dining area\n- Bathroom\n- Fully fitted kitchen\n- Parking\n- Private Terrace\n- Jacuzzi\n- Wood Stairs with Glass Railings\nFacilities:\n- Swimming Pools \n- Gym \n- Sports Courts\n- Kids Play Area\n- Barbeque areas\n- Running and biking track\n- Gardens\n- Waterfront promenade\nHandover scheduled Q2, 2021.']"
