,title_advert,location1,location2,property_type,property_size,bedrooms,bathrooms,cost,amenities,description,listed,completion,descriptions
0,['G plus 2  With rooftop access Townhouse in J V C'],"['Mulberry ParkDubai, Jumeirah Village Circle']",,['Villa'],"['2,800 sqft\n                      /            260 sqm']",['4 + Maid'],['4'],"['1,349,999  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nMaids Room\nView of Landmark\nWalk-in Closet'],,['Listed:2 months ago'],['Ready'],"['Description•\tABOUT JUMEIRAH VILLAGE CIRCLE (JVC)\nJumeirah Village Circle is one of master-developer Nakheel’s most family-friendly community projects. Located at the heart of New Dubai and set amidst landscaped gardens, it boasts a range of amenities making it a favorite for both renters and buyers. \n*       G + 2 + Roof\n•\tRooftop BBQ Area \n•\tCircle Mall is just 2 mins away.\n•\tNear to the supermarket.\n•\tNear to the parks.\nMulberry Park is a collection of properties featuring stylish architecture, which is primarily located in Jumeirah Village Circle that comprises of series of elegant villages linked to one another by open landscaped areas and canals offering elegant villas ranging from two to four-bedroom villas with large balconies as well as one or two-bedroom townhouses with a multitude of ultra-modern leisure and home accessories. It is also a freehold residential development divided into three sectors.\nFor other details and your viewing call or message: A R A S Real Estate LLC - +971506097002']"
1,['Exclusive | Vacant 2 Bed | Ground Floor | Mulberry'],"['Mulberry\n                              4.6\n/52 ReviewsDubai, Dubai Hills Estate, Park Heights']",,['Apartment'],"['1,182 sqft\n                      /            110 sqm']",['2'],['2'],"['1,350,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nConcierge\nCovered Parking\nKitchen Appliances\nPrivate Jacuzzi\nPrivate Pool\nSecurity\nShared Gym'],,['Listed:3 months ago'],['Ready'],"['DescriptionAeon Trisl proudly offers this brand new and vacant 2 bedroom in Mulberry at Park Heights by Emaar.\nKeys are already with us and it is available for viewing anytime.\nSituated on Ground floor\nBigger Terrace\nBrand New\nNew development/community by Emaar\nVery spacious\nIdeal for Family\nWe have 2 more available 2 bedroom units for Sale at AED 1.35M with waives off 100% DLD registration and service fees for three years.\nFor more details and viewings, please call +971502487601.\nDubai Hills Estate Dubai Hills is a unique blend of elegantly-planned neighborhoods centered around a magnificent 18-hole championship golf course with the largest park in Dubai. \nFirst residents will be moving into Dubai Hills in Q2 2019. Fully integrated community with large regional Mall, extensive Retail, Dining, Entertainment, Hospitality, and Business facilities\nFor more details and viewings, please call +971502487601.\nAeon Trisl Real Estate Broker LLC\nwww.aeontrisl.com\n          .']"
2,['Newly Launch No Commission Beachfront townhouses'],"['Port de La MerDubai, Jumeirah, La Mer']",,['Villa'],"['6,821 sqft\n                      /            634 sqm']",['5'],['5'],['Ask for price'],[],,['Listed:more than 6 months ago'],['Off-plan'],"[""DescriptionPremium 3 to 5 bedroom townhouseWaterfront living with 2.2 kilometers of relaxing beaches +190 Berth Marina and Yacht Club Direct access to the beach 5 star hospitality experience  Seaside and marina promenades overlooking the Pearl JumeirahFashionable boutiques restaurants and cafe Outdoor parks with kid's play areas Excellent private facilities and amenities Connectivity to the popular locations in the City 5 minutes from City Walk 7 minutes from Downtown and Burj Khalifa 15 minutes Dubai International AirportBuild up area: 4,010 square feet Property owners of Port De La Mer would also enjoy being a short walk away from Dubai\x92s most eclectic beachfront destination; La Mer and the ideal urban outdoor destination; City Walk. From water slides to water sports, movies to inflatable playgrounds, beach strolls to swims, gourmet dining to high-end shopping, these locations have everything a family and friends would want.Savills has a full selection of properties across all areas of Dubai for both sale and lease. Our senior consultants would be delighted to discuss your requirements and to support your search for the perfect property. If you would like to arrange an appointment or to receive the latest list of available inventory please call +97143657772 Sales,\xa0 +97143657765 Leasing, or email us dubairesidentialadmin@savills.me""]"
3,['للبيع ارض في بني ياس شرق 5 شارع رئيسي بسعر مغري'],"['Baniyas EastAbu Dhabi, Baniyas']",,['Land'],"['10,000 sqft\n                      /            929 sqm']",[],[],['Ask for price'],[],,[],['Ready'],['Descriptionللبيع بسعر مغري ارض في بني ياس شرق5 \nمساحه الارض 100*100\n                                                          !بني ياس \nهي أحد ضواحي مدينة أبوظبي، وتقع إلى جنوب غرب منطقة العاصمة المستقبلية. وتشكل هذه المدينة نسبياً مجتمعاً سكانياً جديداً في فترته الانتقالية. ويدلنا المخطط الرئيسي على تصور تنفيذ الرؤية المتضمنة في خطة أبوظبي 2030 . كما أنه من المقصود ترويج عمليات التطوير واحتضان مبادئ استدامة بالكامل.\nنحن شركه الصاروخ العقاريه تا نا محفظه لشراء الاراضي والفيلل والبنايات والدفع كاش وعندنا الرغبه والجديه\nنحن فريق عمل متكامل علي اعلي مستوي يتوفر لدينا كميه هايله من العقارات المرغوبه بالبيع والشراء\nكل ما تريدوه من اراضي او فيلل اوبنايات\nاوصناعيات في جميع انحاء الامارات موجود لدينا\nنحن نتحرك مع العميل باي وقت وباي مكان\nشاكرين حسن تعاونكم معنا\nالعنوان :النادي السياحي البحريه\nنفس بنايه مطعم جاد\nالدور الثاني\nسست الشركه عام 2007 في عاصمت ابوظبي\n.نحن متخصصين في مجال بيع _شراء_اداره عقار_ايجارات بكل انوعها']
4,['Large 2 Bed+Maid | 2Year Post-Handover Payment Plan'],"['Chaimaa AvenueDubai, Jumeirah Village Circle']",,['Apartment'],"['1,592 sqft\n                      /            148 sqm']",['2'],['2'],"['1,045,734  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nSecurity\nShared Gym\nShared Pool\nView of Landmark'],,['Listed:22 days ago'],['Off-plan'],"['DescriptionMcCone Properties are offering this amazing Apartment for sale featuring :\nLarge 2 Bedroom + Maids Room | Only one unit in the building\nPROPERTY FEATURES\n■ 2 BR Apartment\n■ 2 Bathrooms\n■ Balcony\n■ Huge Fitted Kitchen\n■ Built-in Wardrobes\n■ Exquisite Design\nAMENITIES\n■ Gymnasium\n■ Swimming Pool\n■ Covered Car Parking\n■ 24 Hour Security equipped with CCTV\n■ High Speed Elevators\n■ Convenient Waste Disposal in every floor\nThis Project will be delivered in June 2020 and is considered one of the best projects being built in JVC.\nNestled in the exciting community of Jumeirah Village Circle is a distinct masterpiece with a profound sense of purpose.\nChaimaa Avenue is a 5-floor residential condominium building with contemporary interiors, smart homes, European kitchen appliances, and lush landscaping. It features studios, 1- and 2- bed residences offering magnificent views of the sunken courtyard and of Jumeirah Village Circle.\nFor more details and to schedule a viewing, please give us a call on +971505369666']"
5,"['Luxury Penthouse with Stunning Views of Burj Khalifa, Sea , Business Bay']",[],,['Penthouse'],"['5,527 sqft\n                      /            513 sqm']",['5 + Maid'],[],[],[],,[],[],[]
6,['Call now I Brand new studio I Only 10% DP....'],"['Oasis ResidencesAbu Dhabi, Masdar City']",,['Apartment'],['411 sqft\n                      /            38 sqm'],['studio'],['1'],"['580,000  AED']",['Unfurnished\nBalcony\nCentral A/C\nCovered Parking\nShared Gym\nShared Pool\nStudy'],,[],['Off-plan'],"['DescriptionHandover date of the Project in 1st Quarter of 2021.\nWith close proximity to Abu Dhabi International Airport and the leisure activities of Yas Island, the geographical location of Masdar City is equally desirable for residents and visitors to both Abu Dhabi city and Dubai. In addition to the attraction of neighbouring destinations, Masdar City is also home to a number of multinational companies, including: Siemens, IRENA, General Electric and Mitsubishi.\nThis nine storey residential building consists of more than 600 apartments, including: studios, one, two and three-bedroom dwellings with ample parking for all residents and visitors.\nIts commercial tenants include big companies like Siemens, General Electric and Mitsubishi. The community is expected to house over 40,000 residents and 50,000 commuters upon completion. Masdar project represents the vision of the Abu Dhabi government which clearly focuses on a sustainable future.']"
7,['Good apt  JVC 5/10 years payment plan post hand over'],"['Pantheon ElyseeDubai, Jumeirah Village Circle']",,['Apartment'],['388 sqft\n                      /            36 sqm'],['studio'],['1'],"['431,000  AED']",['Unfurnished\nBalcony\nCentral A/C\nCovered Parking\nPets Allowed\nSecurity\nShared Gym\nShared Pool\nShared Spa'],,['Listed:23 days ago'],['Off-plan'],"['Descriptionproudly offer this new premium development in Pantheon Elysee. Situated in the heart of JVC, this is a premium-affordable development that encompasses modern architecture, complemented by distinctive design and premium finishes.\nFurther Details:\n* 10 years Post Handover Payment Plan - 3,050 AED Monthly\n* No Commission\n* Only 5% for booking\n* High quality finishing\n* Spacious units with balcony, without balcony\n* Built in wardrobes\n* Equipped kitchen\n* Parking\n* Pool & Gym\n* Close to Supermarket & Park\n* Flexible payment plan 30% During Construction 70% - 5 or 10 Years Post handover.\n* Handover Aug -2020\nElysse by Pantheon\nElysse by Pantheon is located on E-311 Sheikh Mohammad Bin Zayed Road, is easily accessible from Al Khail Road, Al Barsha Road, and the Sheikh Zayed Road. A self-sustaining gated community with all necessary facilities and amenities\nfor more information contact us +971556514119 / +971588069213']"
8,['A Well Presented 3 BR Legacy Villa. Vacant on Transfer.'],"['LegacyDubai, Jumeirah Park']",,['Apartment'],"['3,063 sqft\n                      /            285 sqm']",['3 + Maid'],['4'],"['2,900,000  AED']",['Unfurnished\nBalcony\nCentral A/C\nCovered Parking\nMaids Room\nPrivate Garden\nSecurity\nWalk-in Closet'],,['Listed:24 days ago'],[],"['DescriptionA Well Presented 3 BR Legacy Villa. Vacant on Transfer.\nAED2,900,000/-\n*Close to Park * Well presented throughout* Nicely Landscaped Gardens * Vacant on Transfer* Good Size Family Accommodation * Nearby Under Construction Clubhouse and Community Centre* 3063 sqft BUA*\nNearby Attractions: *5 min from Dubai Marina *5 min from IBN Battuta Mall *10 min from The Palm Jumeirah *10 min from Mall of the Emirates \nThe nearby schools include *Emirates Living area *Dubai International Academy *Emirates International School *Dubai British School *Discovery Gardens *Winchester School *Jebel Ali Primary School.\nContact Brendan on +971556839220 today for a viewing or with any questions you may have about the Jumeirah Park Development\nThe Property Comprises: \nGround floor foyer \nLiving/dining/family room with access to the covered patio \nEquipped kitchen with small storeroom, guest toilet, maid’s room with bathroom, laundry and storeroom. \nFirst-floor landing\nMaster bedroom with en-suite bathroom + shower, his and her sinks, private terrace overlooking the back garden, lobby and dressing room. \nBedroom numbers 2 and 3 have en-suite bathrooms and fitted wardrobes. \nOutside.\nNicely landscaped gardens to the front. Enclosed by high walls. \nDouble Garage with large driveway and additional on-road parking available. \nAbout Jumeirah Park: \nLocated next to the Jumeirah Islands community, Jumeirah Park offers a newer viable alternative to traditional popular communities like The Meadows, Lakes and Springs. The development occupies an unbeatable prime residential location within Dubai offering easy access to all major roads, motorways, neighbouring emirates and as such is regarded as one of the most popular villa projects in Dubai.']"
9,['Stunning 2 Bedroom Unit in Burj Khalifa Blvd'],"['BLVD Heights Tower 1Dubai, Downtown Dubai, BLVD Heights']",,['Apartment'],"['1,522 sqft\n                      /            141 sqm']",['2'],['2'],"['2,876,710  AED']","[""Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nCovered Parking\nShared Gym\nShared Pool""]",,['Listed:4 months ago'],['Off-plan'],"['DescriptionBoulevard heights close proximity to the Burj Khalifa and other business and financial hubs of Dubai, make it an ideal location for professionals to stay with the happenings in and around the city. Various other entertainment and retail options add to the attractions of Boulevard Heights. Residents will also have easy access to the Dubai Mall, the largest entertainment and shopping destinations in the world.']"
10,['3BHK vibrant and Dreamy apartment 3yrs easy pay plan'],"['Creek HorizonDubai, Dubai Creek Harbour (The Lagoons)']",,['Apartment'],"['1,628 sqft\n                      /            151 sqm']",['3'],['3'],"['2,392,888  AED']",['Partly furnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nKitchen Appliances\nPets Allowed\nSecurity\nShared Gym\nShared Spa\nWalk-in Closet'],,['Listed:1 month ago'],['Off-plan'],"['DescriptionAntilia real estate broker is offering you a vibrant and dreamy 3BHK apartment in Dubai creek harbor in prime location.\nCreek horizon tower is located adjacent to the central park of Island district at Dubai Creek Harbor. It has 3 spacious rooms, attached bathroom with every room and a relaxation lounge. Creek Horizon offers elevated experiences of exceptional life style. The residence enjoy the prime position over the district Marina, perfectly enjoying Burj Khalifa view and Down Town on the Horizon.\nEasy post hand over \n50/50    3 years plan\nA multi-purpose room\nA game room\nSwimming pool\nChildren play area\nNearest to school- Nursery \nMosque, community center, hotel and Clinic\nThis apartment offers you finest facilities and a wealth of attractive amenities to craft of extra- ordinary life comforts and convince.\nAntilia real estate broker , we believe on quality and comfortable atmosphere.\nPlz call and for WhatsApp+971509210409\nzainab@antiliaproperty.com']"
