,title_advert,location1,location2,property_type,property_size,bedrooms,bathrooms,cost,amenities,description,listed,completion,descriptions
0,['High Floor| 2 Bedroom| Best Location in Marina'],"['Vida Residences Dubai MarinaDubai, Dubai Marina']",,['Apartment'],"['1,255 sqft\n                      /            117 sqm']",['2'],['2'],"['1,500,000  AED']","[""Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nChildren's Pool\nCovered Parking\nKitchen Appliances\nLobby in Building\nSecurity\nShared Gym\nShared Pool\nWalk-in Closet""]",,['Listed:29 days ago'],['Off-plan'],"['Description2 Bed in the 4 star branded residences.\n04 series available\nHigh Floor\nCompletion Dec 2021\nPaid 50%\nFor more info please call Display phone number +971555763234\nOffering Riviera-style living in a modern aesthetic setting, Dubai Marina by Emaar is one of the first and largest of its kind waterfront developments in the region. With a total development area of 50 million sq ft, Dubai Marina has a large canal spanning 3.5 km offering access to the sea from both ends.\nDubai Marina features several high-rises with luxury apartments as well as villas set against the backdrop of the Marina. With yachts moored along the Marina and some of the city’s best dining, entertainment and leisure facilities, Dubai Marina is the first choice for the stylish and sophisticated.\nDubai Marina comprises ten districts each developed as a distinct community. The Dubai Marina Walk, which lines the waterfront, has a selection of cosmopolitan restaurants............................................................................................................']"
1,['Brand new 1 BR for Sale |Meydan One|'],"['AZIZI Riviera 12Dubai, Meydan, Meydan One']",,['Apartment'],['455 sqft\n                      /            42 sqm'],['1'],['1'],"['660,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nShared Gym\nShared Pool'],,['Listed:25 days ago'],['Off-plan'],"['DescriptionAzizi Riviera combines the best of French Mediterranean design perspective and modern architecture to create the ideal place for modern community living. Azizi Riviera comprises of 69 mid-rise residential buildings, a mega integrated retail district, breathtaking waterfront views and lush greenery.Azizi Riviera invites its residents to feel at home and be a part of a diverse and multicultural community. Family-friendly outdoor activities, leisure, dining and retail therapy are a slice of everyday life. In more ways than one, Azizi Riviera is creating a new paradigm for community living in Dubai.Company name: Coldwell BankerRERA ORN: 1201 Address: Office 1211, Onyx Tower 1, Greens, Dubai Office phone no: +97143825000Website: www.coldwellbanker.aeCompany Profile: Known for its professionalism and knowledge of the markets, Coldwell Banker secures its title of being one of the largest real estate franchises with over 3600 offices and 106,000 sales associates globally.Call Nadia Cortes on +971529073578 or visit www.coldwellbanker.ae for further details']"
2,['Investor Deal | Rented | Type C2 | Oliva'],"['OlivaDubai, Dubai Sports City, Victory Heights']",,['Villa'],"['3,458 sqft\n                      /            321 sqm']",['5'],['6'],"['3,200,000  AED']",['Unfurnished\nBalcony\nCentral A/C\nSecurity'],,['Listed:25 days ago'],['Ready'],"[""DescriptionProperty Details:\nNo. of Beds : 5BR + Maids\nType: C2\nBUA: 3458 Sq.ft.\nPlot: 6740 Sq. ft.\nPark View\nSale Price: AED 3,200,000/-\nAmenities of Victory Heights:\n24-hour Security\nBBQ Area\nBuilt in white goods\nGated Community\nGolf Course\nJogging/Bicycling tracks\nMosque\nNursery / Day Care Center\nPark / Landscaped Gardens\nVictory Heights, as compared to other mega developments in Dubai is relatively a smaller, family community with a school and a nursery where residents can benefit from a number of sporting and recreational activities available at Dubai Sports City including football, swimming, rugby and cricket.\nVictory Heights is one of the 60 major communities in freehold Dubai where Lookup.ae reports quarterly prices. We track prices of TH2, C1, C2, C3 and B Type villas within Victory Heights and this data can be viewed in more detail under this section's Transaction Prices and Historic Data sections.\nCall Narayan Nihalani (11185) on +971558834941 for further details.""]"
3,['More Benefits and Offers Awaits You till 31-Jan'],"['Beach VistaDubai, Dubai Harbour, EMAAR Beachfront']",,['Apartment'],"['1,968 sqft\n                      /            183 sqm']",['3'],['3'],"['4,153,888  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nConcierge\nCovered Parking\nPrivate Pool\nSecurity\nShared Gym\nShared Pool\nView of Water'],,['Listed:28 days ago'],['Off-plan'],"['DescriptionBeach Vista at Emaar Beachfront\nChinese New Year Offers\nThis festive season, you and your loved one can benefit from\n8 nights stay at Armani Hotel, Address Sky View, or The Address Fountain Views in Dubai\n8 years complimentary property management for your new home\nExclusively for Chinese nationals who purchase an EMAAR home until 31 Jan 2020\nProperty details:\n3 Bedrooms\nBUA: 1,968 sqft\nSelling Price: AED AED 4,153,888/-\nPayment Plan:\n10% on Booking\n40% During Construction and Handover\n50% on 3 Years Post-Handover Payment Plan\nLocated between Palm Jumeirah and Jumeirah Beach Residences.\n1,100 Marina berths\n2 Cruise Terminals\nSkydive and Marine Club\nFormula Circuit Track\nLargest Marine in Middle East to accommodate 85 meters long yachts \nShopping mall, retail, restaurants, and exhibition sites\nFor a limited time only, we are providing a truly special offer for most of our projects in Dubai. Take advantage of this once in a lifetime opportunity where owning an property has never been easier.\nA first of its kind and unique beachfront community with luxury homes designed to ignite your senses and awake the nature lover in you. With easy access to Sheikh Zayed Road, giving full views of Palm Jumeirah and the Arabian Gulf, Beach Vista is sure to be a feast on the eyes and convenient in every way possible.\nCall Kiran Khawaja for further details and VIP booking.']"
4,['Below Market Price 5 Beds Penthouse in D1 Tower'],"['D1 Tower\n                              4\n/511 ReviewsDubai, Culture Village']",,['Penthouse'],"['9,793 sqft\n                      /            910 sqm']",['5 + Maid'],['6'],['Ask for price'],['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nConcierge\nCovered Parking\nKitchen Appliances\nMaid Service\nMaids Room\nSecurity\nShared Gym\nShared Pool\nShared Spa\nView of Landmark\nView of Water'],,['Listed:27 days ago'],['Ready'],"['DescriptionFidu Properties is offering breathtaking incredible 5 Bedrooms Penthouse in D1- Tower Culture Village Dubai\nProperty Description:\nSize Area 9,793 sq.ft\nFull Floor Penthouse\n5 Bedrooms with En-suite toilets\n360 Degree Views of Dubai International Airport, Skyline of Dubai Downtown & Dubai Creek\nReady to Move In\nIconic tower in Dubai\nPrice is below the market\nMassive entertainment area overlooking the Dubai Creek to the Downtown skyline\nSeparate dining area\nFully-fitted kitchen\nMaster en-suite bedroom with walk-in closet\n4 Bedrooms en-suite with large terraces\nMaid room\nPowder room\n3 parking \nSeparate laundry area\nExtensive storage and cupboard space \nD1 provides residents and guests with a multitude of exceptional facilities including meeting spaces, cafe lounge, spa, gymnasium, 24-hour concierge, valet parking, landscaped gardens, indoor and outdoor swimming pools and full service maintenance.\nD1 Tower\nA modern and luxurious 80 storey residential tower located in the heart of Dubai. \nD1 rises 284m above the Dubai Creek precinct in Culture Village and is strategically located on a premier waterfront plot, adjacent to Palazzo Versace Dubai. \nD1 is a sister tower to Q1, the world’s fifth tallest residential building, located in Surfers Paradise on the Australian Gold Coast.\nTraditional forms of fisherman netting inspired the geometry of D1s podium canopy whilst the timber construction hints back to the deep sea dhow vessels common across Gulf waterways. \nThe result is beautiful shade structures and the first free form timber structure in the Middle East.\nFor Further Details & Viewing\nContact Mr . Yasir Javed+971562079999\nyasir@fiduproperties.com']"
5,['High Floor| Spacious 3BR & Modern Layout'],"['Executive Tower G\n                              4.1\n/51 ReviewsDubai, Business Bay, Executive Towers']",,['Apartment'],"['1,945 sqft\n                      /            181 sqm']",['3 + Maid'],['5'],"['1,550,000  AED']",['Unfurnished\nBuilt in Wardrobes\nCovered Parking\nMaids Room\nSecurity\nShared Gym\nShared Pool'],,['Listed:27 days ago'],[],"['DescriptionKingley Homes are delighted to offer you this Spacious 3 Bedroom  Apartment.\nSelling Price: AED 1,550,000 (Negotiable) \n3 Bedroom + plus maids room\nWith storage and utility room\nParking: 2\nSize: 1945 Sq. ft.\nLocated in the heart of Business Bay and exquisitely accessible to SZR and Al Khail Road, close to the Business Bay metro station, Burj Khalifa, Dubai Mall.\nA spacious foliage garden is also available at the podium area that gives a relaxing ambiance and luscious greenery.\nFeatures:\nNear Supermarkets, dining options, coffee shop, nail salon, spa, shopping centers, laundry shop, medical center nearby, gym, pool, children playground, Bay Avenue Park.\nFor more information, please contact:\nNeeraj Chhabria +971556231009 /+97144559351\nKingley Homes Properties provides thoughtfully-designed properties in secure communities. With the five pillars of accessibility, unique features and amenities, quality assurance, stress free buying and relaxing living experience integrated in all its properties.\n“ENLIVENS YOUR FUTURE DREAMS”']"
6,['A Home Office at Greens Square | 100% DLD Waiver'],"['Executive ResidencesDubai, Dubai Hills Estate']",,['Apartment'],['649 sqft\n                      /            60 sqm'],['1'],['1'],"['1,043,888  AED']",['Partly furnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nConcierge\nCovered Parking\nSecurity\nShared Gym\nShared Pool'],,['Listed:26 days ago'],['Off-plan'],"[""DescriptionGreens Square at Dubai Hills\nSpecial release of limited units\n100% DLD waiver\nPay 15% of the Selling Price and receive:\nA Free 3-Year Renewable Business License\nA Free 3-Year Renewable Family Residency Visa\nPayment Plan:\n10% Downpayment\n40% During Construction\n10% on Completion\n40% in 3 Years Post-Completion\nECD: 30 Apr 2022\nCustomer can either select DMCC license or avail 100K rebate on the purchase price after paying 20% of the net property Value.\nThe 1, 2 and 3-bedroom apartments at GREEN SQUARE are thoughtfully designed to ease the transition between family and work life.\nFeatures and amenities:\nDubai Hills Mall\nDubai Metro\nDubai Hills Golf Course\nDubai Hills Park\nHills Business Park\nPark and Boulevard views\nHome office perks\n - Business cafe\n - meetings area\n - Infinity pool\n - Zen and yoga gardens\n - fully equipped gym\n - children's play area\nEver feel like there aren't enough hours in a day? Green Square was specifically designed to ensure every goal you set out for in life is within your reach. Live steps away from exceptional amenities that ignite the entrepreneur, family-man, social butterfly and health enthusiast in you.\nCall Hamir Asher (BRN 1199) +971505517804 for further details and booking.""]"
7,['Amazing Location Large Plot | Move In Soon'],"['Sidra Villas IIDubai, Dubai Hills Estate, Sidra Villas']",,['Villa'],"['3,102 sqft\n                      /            288 sqm']",['3'],['4'],"['2,850,000  AED']",[],,['Listed:28 days ago'],['Off-plan'],"[""DescriptionGulf Sotheby's International Realty is pleased to offer this 3 bedroom villa located in the Sidra community in Dubai Hills.The independent villa, with a fully-equipped kitchen, a reserved parking spaces, and amenities within walking distance such as the pool and park. \nThis property will demand a very high rental income due to the prime location for family living and offer high capital growth over the completion period. \nStrategically located just off of Al Khalil road and umm Sequim which is the new family community development by Emaar. offering a mixed community of residential, commercial, hospitability, golf course, dubai hills mall and metro.\nSidra Phase 2 \n3 bed + Maid \nAmazing location large plot \nBUA : 3,102 sq ft \nPlot : 4,728 sq ft \nContact us today for your private viewing and project information of this extraordinary property.""]"
8,['Single row | near to pool and park | 3 bed + maid'],"['Arabella Townhouses 2Dubai, Mudon, Arabella Townhouses']",,['Townhouse'],"['1,998 sqft\n                      /            186 sqm']",['3 + Maid'],['3'],"['1,550,000  AED']","[""Unfurnished\nBalcony\nBarbecue Area\nBuilt in Wardrobes\nCentral A/C\nChildren's Play Area\nCovered Parking\nMaids Room\nPrivate Garden\nShared Pool""]",,['Listed:30 days ago'],['Ready'],"[""DescriptionTreo Homes is delighted to offer a beautiful unit in the heart of the ever-growing Arabella community. This property offers easy access from the entrance and the areas two main pools & parks within a 30 second walking distance. This sought after piece of real estate boasts great connectivity to Hessa Street with local amenities close by at the Community Centre and growing facilities such as: - Basketball Courts - Football Pitches - Skate Park - Tennis Courts The property has 3 bedrooms, each has an en-suite bathroom along with built-in wardrobes for extra space to be utilised and copious amounts of natural light filling each room to give a bright and 'homey' feel.The downstairs living space is huge and opens out onto a lovely backyard plot with massive potential. The kitchen gives an extra spacious feel with the Maid's room past through the laundry room.This is available for the best price in all of Mudon right now but is expected to go in an instant so please call today!""]"
9,['Best Plot Location Overlooking Park District One'],"['District One VillasDubai, Mohammed Bin Rashid City, District One']",,['Villa'],"['9,679 sqft\n                      /            899 sqm']",['6 + Maid'],['7'],"['13,000,000  AED']",['Unfurnished\nBalcony\nBuilt in Wardrobes\nCentral A/C\nCovered Parking\nKitchen Appliances\nMaids Room\nPrivate Garden\nPrivate Pool\nSecurity\nView of Landmark'],,['Listed:30 days ago'],['Ready'],"['DescriptionWe are pleased to offer this 6 bedrooms beautiful contemporary style villa in MBR city.\nThis is a perfect opportunity for you to own this beautifully designed and exceptionally unique villa located in the liveliest and promising development in Dubai. The beautiful blend of contemporary architecture with the oomph of modern interiors welcomes you to your dream home. This extremely roomy villa has a built-up area of 9,679 sq ft and is just right for a family, consisting of 5 bedrooms and 1 master bedroom, this stunning space also features a large living area and a dining space where you can entertain your close family and friends. This entire living space is complemented by an abundance of natural light. This is a highly sought-after luxury property in a fantastic location.\nSurrounded by amazing views of the community and Burj Khalifa, this family home offers ample outdoor entertainment spaces including the BBQ space, dining area and swimming pool equipped with SPA HydroMassage.\nThis home of your dreams has a place for you & everything you love, whenever you please.\nContact Gulf Sothebys International Realty today for your private viewing of this extraordinary property.']"
